r_A,Li_S_g_r,P_S_g_r
2.675000000000000266e+00,2.279011758163082657e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.995586451049893073e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.800547655015623860e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.472385138884997779e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.232429601568575839e+00,0.000000000000000000e+00
2.925000000000000266e+00,9.643620517488878940e-01,0.000000000000000000e+00
2.975000000000000089e+00,1.016355026487734348e+00,0.000000000000000000e+00
3.025000000000000355e+00,8.170257328334911140e-01,0.000000000000000000e+00
3.075000000000000178e+00,7.827971637562862739e-01,0.000000000000000000e+00
3.125000000000000000e+00,6.466201171305385742e-01,9.150284676375543963e-03
3.175000000000000266e+00,5.540226198770649146e-01,0.000000000000000000e+00
3.225000000000000089e+00,5.785033676984774331e-01,2.147908543434941253e-02
3.275000000000000355e+00,5.526430227738453604e-01,2.915955647801697290e-02
3.325000000000000178e+00,5.132466886843536358e-01,3.637181258393056699e-02
3.375000000000000000e+00,5.609116473593408481e-01,9.413901773863062039e-02
3.425000000000000266e+00,5.205322667022170835e-01,1.066456351292347088e-01
3.475000000000000089e+00,5.007276650531717888e-01,2.071976545047607698e-01
3.525000000000000355e+00,4.986094094621101869e-01,2.948507565569208344e-01
3.575000000000000178e+00,5.185534201005006505e-01,3.286113808277330572e-01
3.625000000000000000e+00,5.292814057029808783e-01,4.658129716144008836e-01
3.675000000000000266e+00,5.392375621015204068e-01,5.193883266867403981e-01
3.725000000000000089e+00,5.334454037080409439e-01,6.472184676779650925e-01
3.775000000000000355e+00,6.103307476707768853e-01,7.587330870016850692e-01
3.825000000000000178e+00,5.262767008914260858e-01,7.817804763725634265e-01
3.875000000000000000e+00,5.990735743562962679e-01,9.194390785236535857e-01
3.925000000000000266e+00,6.303112579275058636e-01,8.410595006087884240e-01
3.975000000000000089e+00,6.503718898835111339e-01,7.889293794673897242e-01
4.025000000000000355e+00,7.225665542945537423e-01,8.521872720496833642e-01
4.075000000000000178e+00,7.049438642063623472e-01,8.314032596937630526e-01
4.125000000000000000e+00,7.553534830604708983e-01,8.560089298182393946e-01
4.175000000000000711e+00,7.835087462692458260e-01,9.330333161679569276e-01
4.224999999999999645e+00,7.634054611676849289e-01,1.106312176511858647e+00
4.275000000000000355e+00,8.043269626164946118e-01,9.363441540489890746e-01
4.325000000000000178e+00,8.511249236341340563e-01,1.053356664142151011e+00
4.375000000000000000e+00,9.492741453653753547e-01,1.090109080046631984e+00
4.425000000000000711e+00,9.811856839735255686e-01,1.006285782865871559e+00
4.474999999999999645e+00,9.578950503218763846e-01,1.102174273739922716e+00
4.525000000000000355e+00,1.030673068085044441e+00,1.154324741743800953e+00
4.575000000000000178e+00,1.026056803417104701e+00,1.238099055440889051e+00
4.625000000000000000e+00,1.091719375121707580e+00,1.203119311358616272e+00
4.675000000000000711e+00,1.107334060630741801e+00,1.251117129426487784e+00
4.724999999999999645e+00,1.089359361588803754e+00,1.180750808335690794e+00
4.775000000000000355e+00,1.056867299843536223e+00,1.258050939121539313e+00
4.825000000000001066e+00,1.107366062795777539e+00,1.377970247985040197e+00
4.875000000000000000e+00,1.131767874850317934e+00,1.387449653886269729e+00
4.925000000000000711e+00,1.155569532428873947e+00,1.497573905204050870e+00
4.974999999999999645e+00,1.179995718360303592e+00,1.538026035761823396e+00
