r_A,lag_1ps_A-1,lag_5ps_A-1,lag_10ps_A-1,lag_50ps_A-1
6.275000000000000355e+00,0.000000000000000000e+00,4.484879548949193169e-03,1.479484481851636030e-02,8.848267821452239501e-02
6.325000000000001066e+00,1.569563033651436945e-04,3.897573893729725306e-03,1.665789935121871762e-02,8.938485454141714692e-02
6.375000000000000000e+00,1.569563033651436945e-04,4.004356740133279031e-03,1.523321059091711609e-02,8.903786364645822904e-02
6.425000000000000711e+00,1.046375355767624720e-04,2.989919699299515600e-03,1.337015605821502244e-02,8.508216744392657627e-02
6.474999999999999645e+00,5.231876778838123602e-05,2.936528276097737870e-03,1.260301595651415994e-02,8.258383300022235918e-02
6.525000000000000355e+00,0.000000000000000000e+00,3.470442508115447085e-03,1.419209188146569253e-02,8.029369309349208839e-02
6.575000000000001066e+00,0.000000000000000000e+00,2.722962583290629984e-03,1.298658600736459293e-02,7.946091494559211210e-02
6.625000000000000000e+00,5.231876778838123602e-05,2.989919699299515600e-03,1.084955286691218976e-02,8.195924938929631531e-02
6.675000000000000711e+00,0.000000000000000000e+00,2.936528276097737870e-03,1.145230580396286620e-02,7.710137685987147882e-02
6.724999999999999645e+00,0.000000000000000000e+00,2.509396890483521665e-03,1.035639137296163678e-02,7.342327337330695203e-02
6.775000000000000355e+00,0.000000000000000000e+00,2.776354006492357408e-03,9.479659828160482554e-03,7.564401510104266924e-02
6.825000000000001066e+00,1.046375355767624720e-04,2.242439774474636483e-03,1.002761704366126640e-02,7.647679324894542108e-02
6.875000000000000000e+00,1.569563033651436945e-04,2.135656928071082324e-03,9.150885498860282172e-03,7.314568065733981217e-02
6.925000000000000711e+00,0.000000000000000000e+00,2.082265504869305027e-03,6.191916535156957377e-03,7.078614257161917889e-02
6.974999999999999645e+00,1.046375355767624720e-04,1.601742696053311743e-03,8.548132561809603999e-03,6.849600266489030975e-02
7.025000000000000355e+00,0.000000000000000000e+00,1.334785580044402708e-03,7.671401017008483599e-03,6.606706640017671883e-02
7.075000000000001066e+00,0.000000000000000000e+00,1.334785580044426344e-03,6.904260915307757276e-03,6.828780812791496180e-02
7.125000000000000000e+00,0.000000000000000000e+00,1.281394156842649264e-03,7.561809573908496312e-03,6.599766822118612042e-02
