r_A,lag_1ps_A-1,lag_5ps_A-1,lag_10ps_A-1,lag_50ps_A-1
1.147500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.095914431001250745e-04,1.061792138574306314e-02
1.152500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.739786077503029624e-04,7.425605152120702372e-03
1.157500000000000107e+01,0.000000000000000000e+00,5.339142320177611077e-05,1.095914431001211850e-04,7.772596047079614184e-03
1.162500000000000000e+01,0.000000000000000000e+00,5.339142320177800135e-05,1.643871646501876050e-04,7.703197868088105908e-03
1.167500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.095914431001211850e-04,7.911392405063178909e-03
1.172500000000000142e+01,0.000000000000000000e+00,5.339142320177800135e-05,0.000000000000000000e+00,7.495003331112751015e-03
1.177500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.356206973128920877e-03
1.182500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.095914431001211850e-04,6.384632467243968670e-03
1.187500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.870419720186688936e-03
1.192500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.523428825227533395e-03
1.197500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.245836109260625990e-03
1.202500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.643871646501817775e-04,5.621252498334364418e-03
1.207500000000000107e+01,0.000000000000000000e+00,1.067828464035522215e-04,5.479572155006059249e-05,6.454030646235751033e-03
1.212500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.107039751277056928e-03
1.217500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.479572155006059249e-05,4.788474350432976936e-03
1.222500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.690650677326348876e-03
1.227500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.788474350432976936e-03
1.232500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.621252498334364418e-03
1.237500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.857872529424931037e-03
1.242500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.441483455474065124e-03
1.247500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.927270708416716001e-03
1.252500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.479572155006059249e-05,4.788474350432976936e-03
1.257500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.025094381523371817e-03
1.262500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.678103486564590543e-03
1.267500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469908949589113351e-03
1.272500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.192316233622097960e-03
1.277500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.608705307572678076e-03
1.282500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.094492560515153312e-03
1.287500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.095914431001250745e-04,3.192316233622097960e-03
1.292500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.400510770597331422e-03
1.297500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.678103486564590543e-03
1.302500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469908949589113351e-03
1.307500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.539307128580896147e-03
1.312500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.816899844548160472e-03
1.317500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.539307128580896147e-03
1.322500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.747501665556375507e-03
1.327500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671290594e-03
1.332500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.331112591605549060e-03
1.337500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.845325338663174438e-03
1.342500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671290594e-03
1.347500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.678103486564590543e-03
1.352500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.539307128580896147e-03
1.357500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.359538085720597287e-03
1.362500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.665556295802833727e-03
1.367500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468271e-03
1.372500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.873750832778187754e-03
1.377500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.220741727737032562e-03
1.382500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.498334443704161578e-03
1.387500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.151343548745326528e-03
1.392500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.220741727737032562e-03
1.397500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.567732622696035447e-03
1.402500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.706528980679508666e-03
1.407500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.012547190761685909e-03
1.412500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.734954474794618475e-03
1.417500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.498334443704161578e-03
1.422500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.804352653786403223e-03
1.427500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.873750832778121400e-03
1.432500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.734954474794556676e-03
1.437500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.249167221852125241e-03
1.442500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.012547190761685909e-03
1.447500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835694737e-03
1.452500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.804352653786339038e-03
1.457500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.526759937819210022e-03
1.462500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.151343548745326528e-03
1.467500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.040972684876734135e-03
1.472500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.665556295802833727e-03
1.477500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.734954474794556676e-03
1.482500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.457361758827427660e-03
1.487500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.943149011769972501e-03
1.492500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318565400843863152e-03
1.497500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318565400843909989e-03
1.502500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645297e-03
1.507500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.734954474794556676e-03
1.512500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.665556295802833727e-03
1.517500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.943149011769903546e-03
1.522500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.596158116811048980e-03
1.527500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.596158116810992168e-03
1.532500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.873750832778121400e-03
1.537500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.457361758827479484e-03
1.542500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.804352653786339038e-03
1.547500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.734954474794618475e-03
1.552500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468271e-03
1.557500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318565400843863152e-03
1.562500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318565400843909989e-03
1.567500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.179769042860298644e-03
1.572500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.665556295802833727e-03
1.577500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.040972684876734135e-03
1.582500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.715745058849517730e-04
1.587500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.633799689096321161e-04
1.592500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318565400843863152e-03
1.597500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.633799689096321161e-04
1.602499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226486e-04
1.607500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551854319342581405e-04
1.612500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551854319342581405e-04
1.617500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.163890739507231770e-04
1.622500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.633799689096050110e-04
1.627499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.245836109260403946e-04
1.632500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.633799689096050110e-04
1.637500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551854319342581405e-04
1.642500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.327781479014463540e-04
1.647500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226486e-04
1.652499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.633799689096050110e-04
1.657500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469908949589113243e-04
1.662500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.857872529424758865e-04
1.667500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178720069e-05
1.672500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
1.677499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.163890739506936325e-04
1.682500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.687500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.692500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671488027e-04
1.697500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551854319342581405e-04
1.702499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.163890739506936325e-04
1.707500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469908949589113243e-04
1.712500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468163e-04
1.717500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835744014e-04
1.722500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671290703e-04
1.727499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.732500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.737500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469908949589113243e-04
1.742500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671488027e-04
1.747500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.752499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.757500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.762500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468163e-04
1.767500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.772500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
1.777499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
1.782500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468163e-04
1.787500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
1.792500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835744014e-04
1.797500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468163e-04
1.802499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
1.807500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.812500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
1.817500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753615885e-04
1.822500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.827499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
1.832500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
1.837500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671290703e-04
1.842500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753615885e-04
1.847500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.852499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.857500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.862500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.867500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.872500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.877499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.882500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.887500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468163e-04
1.892500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.897500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.902499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.907500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.912500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.917500000000000426e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.922500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.927499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.932500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.937500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.942500000000000426e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.947500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178720069e-05
1.952499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.957500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.962500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.967500000000000426e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.972500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671488027e-04
1.977499999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.982500000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.987500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.992500000000000426e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
1.997500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
