r_A,Li_S_g_r,P_S_g_r
2.675000000000000266e+00,2.245786503669325640e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.800919956817736534e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.406433860908649969e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.045540507885938109e+00,0.000000000000000000e+00
2.875000000000000000e+00,9.160196307818384565e-01,0.000000000000000000e+00
2.925000000000000266e+00,7.766073289341544061e-01,0.000000000000000000e+00
2.975000000000000089e+00,6.047048792182260213e-01,0.000000000000000000e+00
3.025000000000000355e+00,5.372916098127624718e-01,0.000000000000000000e+00
3.075000000000000178e+00,5.675004549797231235e-01,0.000000000000000000e+00
3.125000000000000000e+00,4.444795978965464522e-01,0.000000000000000000e+00
3.175000000000000266e+00,4.319842562807152397e-01,0.000000000000000000e+00
3.225000000000000089e+00,4.065378802919991652e-01,0.000000000000000000e+00
3.275000000000000355e+00,3.981486058083163471e-01,2.357458850180821006e-02
3.325000000000000178e+00,3.646641529532131942e-01,2.668274289901559349e-02
3.375000000000000000e+00,3.613389538444047866e-01,4.439659501159921168e-02
3.425000000000000266e+00,4.011609050352816785e-01,1.436994286693546452e-01
3.475000000000000089e+00,4.129656248529963714e-01,2.407996742100571574e-01
3.525000000000000355e+00,4.239439125013616527e-01,3.832452969012308808e-01
3.575000000000000178e+00,4.451419373836119631e-01,4.978995003327810198e-01
3.625000000000000000e+00,4.896043083895360581e-01,5.836767519228968082e-01
3.675000000000000266e+00,4.753324611906276087e-01,8.799371163397614604e-01
3.725000000000000089e+00,5.416233352839183723e-01,8.959563583668556097e-01
3.775000000000000355e+00,5.618718246036977781e-01,1.061642026488039514e+00
3.825000000000000178e+00,5.655212018928565954e-01,9.908622756424920741e-01
3.875000000000000000e+00,6.137013238064870091e-01,1.086139080700200044e+00
3.925000000000000266e+00,6.638177242438644265e-01,1.148915291960534324e+00
3.975000000000000089e+00,6.507793275675811673e-01,9.521648358263380407e-01
4.025000000000000355e+00,7.344271377499447251e-01,9.702762303921937947e-01
4.075000000000000178e+00,7.105935666005597229e-01,9.643769832436168699e-01
4.125000000000000000e+00,7.760278196515485449e-01,9.262800145202525481e-01
4.175000000000000711e+00,8.042944111104827210e-01,9.525811562450805514e-01
4.224999999999999645e+00,8.679999041783365010e-01,8.829518517571111058e-01
4.275000000000000355e+00,8.931648003107589551e-01,9.546563528278504407e-01
4.325000000000000178e+00,9.236995049730186702e-01,9.912872736295812448e-01
4.375000000000000000e+00,9.760980815858395498e-01,1.017196948178928029e+00
4.425000000000000711e+00,1.012274980409232583e+00,1.007253063426337913e+00
4.474999999999999645e+00,9.827661691104860875e-01,1.020645807320312404e+00
4.525000000000000355e+00,1.113472752270740607e+00,1.166985305984306942e+00
4.575000000000000178e+00,1.120811585719519776e+00,1.051012540860340350e+00
4.625000000000000000e+00,1.139395330149112429e+00,1.193902426634631864e+00
4.675000000000000711e+00,1.162716556410611890e+00,1.106798181392522951e+00
4.724999999999999645e+00,1.095453009311580184e+00,1.294912287859409483e+00
4.775000000000000355e+00,1.161350455075478516e+00,1.169975869595932583e+00
4.825000000000001066e+00,1.140422933876635625e+00,1.361266740119412955e+00
4.875000000000000000e+00,1.186897790249790363e+00,1.487759829710519011e+00
4.925000000000000711e+00,1.164079168622328853e+00,1.579325319817457940e+00
4.974999999999999645e+00,1.147041544269545188e+00,1.665225082081566388e+00
