lag_ps,Li_A2,P_A2,S_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,8.316934706146518197e-01,1.669408646902629800e-01,2.958169437556243953e-01
2.000000000000000111e-01,1.286632263674376775e+00,2.958485832323171638e-01,5.384903639396493302e-01
3.000000000000000444e-01,1.658237184351651905e+00,3.722958746388689844e-01,6.655162402715981695e-01
4.000000000000000222e-01,1.949037852915253444e+00,4.201605226656912051e-01,7.468835382127737565e-01
5.000000000000000000e-01,2.225094069531184271e+00,4.537277731802999425e-01,8.164592577481079028e-01
6.000000000000000888e-01,2.482540498519162142e+00,4.756778508266584216e-01,8.665342572968641743e-01
7.000000000000000666e-01,2.730203354837147600e+00,4.977599116459992534e-01,9.170369135716167630e-01
8.000000000000000444e-01,2.969004430816772011e+00,5.156750112975652112e-01,9.594008308279120545e-01
9.000000000000000222e-01,3.203099028866425169e+00,5.329195634878732823e-01,1.001083309360289109e+00
1.000000000000000000e+00,3.432879326206773829e+00,5.481204211863289766e-01,1.040586473617349128e+00
1.100000000000000089e+00,3.659560583140061496e+00,5.619183750329929117e-01,1.077788142290732942e+00
1.200000000000000178e+00,3.883086034676532350e+00,5.750171432054184129e-01,1.113505905646201333e+00
1.300000000000000044e+00,4.107326779841232067e+00,5.887029333425304323e-01,1.149516232012759875e+00
1.400000000000000133e+00,4.326560115595571965e+00,6.027438748833011672e-01,1.185324376977914707e+00
1.500000000000000000e+00,4.548272849793398187e+00,6.175538883841807936e-01,1.220313148468759490e+00
1.600000000000000089e+00,4.767861796169300170e+00,6.328421057732571686e-01,1.255680138949394786e+00
1.700000000000000178e+00,4.987447681535418731e+00,6.479593156938676657e-01,1.291173606962135345e+00
1.800000000000000044e+00,5.209017401127103319e+00,6.628601347276111833e-01,1.325148033103688228e+00
1.900000000000000133e+00,5.429084637184310225e+00,6.777564925840373622e-01,1.358593043972543990e+00
2.000000000000000000e+00,5.649443042536248960e+00,6.919038068716468759e-01,1.391889378907254615e+00
2.100000000000000089e+00,5.869317360989348309e+00,7.059006878618656611e-01,1.423835784383625347e+00
2.200000000000000178e+00,6.087624201257423984e+00,7.179732629917258135e-01,1.454262333244045413e+00
2.300000000000000266e+00,6.303608891585958496e+00,7.292953915113999930e-01,1.482836182372448297e+00
2.400000000000000355e+00,6.519763308638401256e+00,7.405172944074285279e-01,1.512005160161169481e+00
2.500000000000000000e+00,6.734678627729341116e+00,7.520160537258023803e-01,1.541931101544354199e+00
2.600000000000000089e+00,6.946315610481795133e+00,7.634022852972565110e-01,1.570893901006684912e+00
2.700000000000000178e+00,7.159899875397499613e+00,7.753408706538782447e-01,1.599599420535635419e+00
2.800000000000000266e+00,7.373487179598535057e+00,7.877151138063152036e-01,1.628723146851185133e+00
2.900000000000000355e+00,7.584814962005558492e+00,7.994849077124395187e-01,1.657783433001095208e+00
3.000000000000000000e+00,7.799216791564126616e+00,8.109137109562960521e-01,1.686348748199250069e+00
3.100000000000000089e+00,8.010649722792262395e+00,8.225039701300268513e-01,1.714205320923006148e+00
3.200000000000000178e+00,8.220909020764617381e+00,8.331133314580368987e-01,1.741239209051162362e+00
3.300000000000000266e+00,8.429263029215736225e+00,8.429826527882267051e-01,1.767603811582483031e+00
3.400000000000000355e+00,8.638233758472543045e+00,8.529855995747676056e-01,1.793311664328393951e+00
3.500000000000000000e+00,8.847246089921622314e+00,8.631022848570668593e-01,1.820104279167319428e+00
3.600000000000000089e+00,9.055121452021676731e+00,8.736986237131297850e-01,1.846131347299689196e+00
3.700000000000000178e+00,9.262955783014371391e+00,8.834369088574444140e-01,1.872589834353832972e+00
3.800000000000000266e+00,9.468699869591446827e+00,8.922772593123977636e-01,1.896779098668724739e+00
3.900000000000000355e+00,9.677407900574628741e+00,9.010805406724436972e-01,1.920786624238404405e+00
4.000000000000000000e+00,9.885139273109695424e+00,9.111572336622199009e-01,1.945980024174130296e+00
4.100000000000000533e+00,1.009457173816769426e+01,9.215193405268183868e-01,1.971741303785280675e+00
4.200000000000000178e+00,1.030334660222041343e+01,9.302972990486080285e-01,1.995456346223226207e+00
4.299999999999999822e+00,1.051219894060654880e+01,9.388998237427864657e-01,2.019221420765359376e+00
4.400000000000000355e+00,1.072046552786747675e+01,9.488182071957713681e-01,2.044162693758476035e+00
4.500000000000000000e+00,1.092917570955335549e+01,9.586147284078383457e-01,2.069545175026533457e+00
4.600000000000000533e+00,1.113571772866589349e+01,9.675443491889638148e-01,2.094346534296141815e+00
4.700000000000000178e+00,1.134483973698314685e+01,9.766001758150922862e-01,2.119381527080839156e+00
4.800000000000000711e+00,1.155432601947255300e+01,9.860102804594500503e-01,2.143466822858214105e+00
4.900000000000000355e+00,1.176336669249473132e+01,9.958474083010816491e-01,2.167670636015216257e+00
5.000000000000000000e+00,1.197112524546592205e+01,1.005498547915966379e+00,2.192080878266898125e+00
5.100000000000000533e+00,1.217718085870942701e+01,1.014618034827030835e+00,2.215555810691264060e+00
5.200000000000000178e+00,1.238632170163965895e+01,1.023586406373008240e+00,2.238489738428931286e+00
5.300000000000000711e+00,1.259465769962300818e+01,1.031932213706304946e+00,2.261262031557695007e+00
5.400000000000000355e+00,1.280418479755612360e+01,1.040590920257189245e+00,2.283934901859279609e+00
5.500000000000000000e+00,1.301439771586269778e+01,1.048269500006331567e+00,2.306003061640181429e+00
5.600000000000000533e+00,1.322332345860696634e+01,1.055631675024380378e+00,2.327458160920433894e+00
5.700000000000000178e+00,1.343183585339393815e+01,1.063436509901658722e+00,2.350449849284889314e+00
5.800000000000000711e+00,1.363931788773782294e+01,1.072039972736583247e+00,2.373666869085640396e+00
5.900000000000000355e+00,1.384626180005059659e+01,1.080206442885453866e+00,2.396446819684808105e+00
6.000000000000000000e+00,1.405406165484838965e+01,1.088956116227416837e+00,2.419796964042896015e+00
6.100000000000000533e+00,1.426413080323738747e+01,1.098051116444385578e+00,2.443301276607205086e+00
6.200000000000000178e+00,1.447087380236805032e+01,1.106733081402778041e+00,2.466230407706187844e+00
6.300000000000000711e+00,1.467746617683954469e+01,1.114832927636132842e+00,2.488299900037853174e+00
6.400000000000000355e+00,1.488438111692421018e+01,1.123120042532686380e+00,2.510448687936162493e+00
6.500000000000000000e+00,1.509117017884036649e+01,1.131820915026610752e+00,2.532306324348355009e+00
6.600000000000000533e+00,1.529501891156773219e+01,1.139695565619769368e+00,2.553061372624741310e+00
6.700000000000000178e+00,1.549989326574924853e+01,1.147824604919397640e+00,2.573950898778374796e+00
6.800000000000000711e+00,1.570406279046089892e+01,1.156072435144449129e+00,2.595090976918978942e+00
6.900000000000000355e+00,1.590800097680941860e+01,1.164276991242348736e+00,2.616016764979218756e+00
7.000000000000000000e+00,1.611069956895190103e+01,1.172249192640374194e+00,2.636770570756753695e+00
7.100000000000000533e+00,1.631360731472463144e+01,1.179947682837724665e+00,2.657362851543703108e+00
7.200000000000000178e+00,1.651590703943116978e+01,1.187936376949429107e+00,2.678239200723505853e+00
7.300000000000000711e+00,1.671835124926892036e+01,1.195237511484986026e+00,2.698494868491814636e+00
7.400000000000000355e+00,1.691826642559753680e+01,1.202055778210505244e+00,2.717810517532012415e+00
7.500000000000000000e+00,1.711973690220512623e+01,1.209374247927903268e+00,2.738017721432115970e+00
7.600000000000000533e+00,1.732247424474683584e+01,1.217725412275501462e+00,2.758786686273282829e+00
7.700000000000000178e+00,1.752672003980993765e+01,1.225751847341681744e+00,2.779690652272843288e+00
7.800000000000000711e+00,1.773061981985561175e+01,1.233593759430814840e+00,2.799735726257774893e+00
7.900000000000000355e+00,1.793494539721733361e+01,1.241500219908240332e+00,2.820588401893451280e+00
8.000000000000000000e+00,1.813681716083253548e+01,1.249181995392013800e+00,2.841034701432493925e+00
8.099999999999999645e+00,1.834099396544285554e+01,1.256288772980347357e+00,2.861064757372290934e+00
8.200000000000001066e+00,1.854335257936131853e+01,1.263204943095438404e+00,2.881076121724379213e+00
8.300000000000000711e+00,1.874468991600290479e+01,1.270397758736930616e+00,2.900436356413282901e+00
8.400000000000000355e+00,1.894608208969727059e+01,1.277224487114756668e+00,2.919171394700656563e+00
8.500000000000000000e+00,1.914855420296962762e+01,1.283815258898127754e+00,2.937520854075354126e+00
8.599999999999999645e+00,1.934816913896959889e+01,1.290571029193245067e+00,2.955779365246618440e+00
8.700000000000001066e+00,1.954862917359893615e+01,1.297225703673853925e+00,2.975255565889135756e+00
8.800000000000000711e+00,1.974976812508378288e+01,1.304506368127670957e+00,2.995217397167146967e+00
8.900000000000000355e+00,1.994758138217559917e+01,1.312106316750401458e+00,3.015372251764647960e+00
9.000000000000000000e+00,2.014931043264800081e+01,1.319735513211113709e+00,3.035147257322612813e+00
9.099999999999999645e+00,2.035121032197347901e+01,1.326599299428290246e+00,3.054788972317301621e+00
9.200000000000001066e+00,2.055552259961122630e+01,1.333934731832736365e+00,3.073670010151516863e+00
9.300000000000000711e+00,2.075944722277916910e+01,1.341282692052564451e+00,3.093961717631671604e+00
9.400000000000000355e+00,2.096110060395166741e+01,1.348643894864378190e+00,3.113655284786210675e+00
9.500000000000000000e+00,2.116415266112878868e+01,1.355640000607744255e+00,3.133319495613128058e+00
9.600000000000001421e+00,2.136580970259863932e+01,1.363119414298221255e+00,3.152894522946452671e+00
9.700000000000001066e+00,2.156756870865711662e+01,1.370825465282188960e+00,3.173025294416816244e+00
9.800000000000000711e+00,2.177005819592866942e+01,1.378291465925004733e+00,3.192426609329783727e+00
9.900000000000000355e+00,2.197353758225224851e+01,1.385699512131566058e+00,3.211850302250359501e+00
1.000000000000000000e+01,2.217574541678580502e+01,1.392119278751399181e+00,3.230934905168318050e+00
1.010000000000000142e+01,2.237927473775944520e+01,1.399176598309060937e+00,3.250256489221895695e+00
1.020000000000000107e+01,2.258022953253178855e+01,1.406114408950080774e+00,3.269078678657289405e+00
1.030000000000000071e+01,2.278244020224611432e+01,1.412798371764313776e+00,3.287340254814952623e+00
1.040000000000000036e+01,2.298280533438633100e+01,1.419466011985511811e+00,3.305521498969973937e+00
1.050000000000000000e+01,2.318396716279602643e+01,1.426137140413710425e+00,3.324301999988495293e+00
1.060000000000000142e+01,2.338166665891799667e+01,1.432858466999056724e+00,3.342898820663597448e+00
1.070000000000000107e+01,2.358127732677824540e+01,1.439591787437319859e+00,3.362305765112175493e+00
1.080000000000000071e+01,2.378106951109985800e+01,1.446940163398154455e+00,3.381068146957117992e+00
1.090000000000000036e+01,2.397904953307178033e+01,1.454066368370276585e+00,3.399384100780674434e+00
1.100000000000000000e+01,2.417591476142321838e+01,1.460954288776590726e+00,3.417624497459138766e+00
1.110000000000000142e+01,2.437509108143891368e+01,1.467090886791523774e+00,3.435284129963395827e+00
1.120000000000000107e+01,2.457608292883775292e+01,1.473207477977104940e+00,3.453242469123284586e+00
1.130000000000000071e+01,2.477824391323478892e+01,1.479482550809734676e+00,3.471005544907546092e+00
1.140000000000000036e+01,2.498087450115169972e+01,1.486776393356758597e+00,3.489882592564088171e+00
1.150000000000000000e+01,2.518217402945139227e+01,1.493071152956665149e+00,3.508547887880897775e+00
1.160000000000000142e+01,2.538409637872427638e+01,1.499678826650717500e+00,3.527382426832917250e+00
1.170000000000000107e+01,2.558481055402725346e+01,1.507261531364917362e+00,3.547605663527725550e+00
1.180000000000000071e+01,2.578517872087375906e+01,1.515446468018990966e+00,3.566842110967821444e+00
1.190000000000000036e+01,2.598715186959818269e+01,1.523478620051727850e+00,3.585573943042751566e+00
1.200000000000000000e+01,2.618595297533308042e+01,1.531483070747735153e+00,3.603098694969892435e+00
1.210000000000000142e+01,2.638785148908764810e+01,1.538153905725583970e+00,3.620659830821030933e+00
1.220000000000000107e+01,2.658929471803770639e+01,1.545091241639184876e+00,3.638989757611444276e+00
1.230000000000000071e+01,2.679266740532478863e+01,1.552461539489029985e+00,3.659379365616113322e+00
1.240000000000000036e+01,2.699233920778893037e+01,1.559494335531360409e+00,3.678259461122780571e+00
1.250000000000000000e+01,2.719261564229784156e+01,1.566692742237090652e+00,3.696874453789479986e+00
1.260000000000000142e+01,2.739266868374699371e+01,1.574044053574022772e+00,3.715234300309043114e+00
1.270000000000000107e+01,2.759278507975415806e+01,1.580550070962009501e+00,3.733707213701905392e+00
1.280000000000000071e+01,2.778995853776991964e+01,1.587038915376234316e+00,3.751325689064199942e+00
1.290000000000000036e+01,2.798859561453667055e+01,1.592439817667807622e+00,3.768482582331212694e+00
1.300000000000000000e+01,2.818644072398041089e+01,1.598746213475469524e+00,3.786251473452288074e+00
1.310000000000000142e+01,2.838510799732523182e+01,1.604326811342694281e+00,3.802717935954713635e+00
1.320000000000000107e+01,2.858323672950561445e+01,1.610346547054950950e+00,3.819986004240103483e+00
1.330000000000000071e+01,2.878206180727916319e+01,1.616829186093550197e+00,3.838436851255067950e+00
1.340000000000000036e+01,2.898009360468621409e+01,1.624135145510870348e+00,3.857402315629364864e+00
1.350000000000000000e+01,2.918006831015557268e+01,1.629702951386302612e+00,3.875415970964895873e+00
1.360000000000000142e+01,2.938136011777092804e+01,1.635861262085354539e+00,3.892911396403655022e+00
1.370000000000000107e+01,2.957749792238178088e+01,1.642525161197941452e+00,3.911209400986737084e+00
1.380000000000000071e+01,2.977510114261955820e+01,1.650212892581293556e+00,3.930863363657164378e+00
1.390000000000000036e+01,2.997545776945626983e+01,1.658841839876819879e+00,3.951069457384733585e+00
1.400000000000000000e+01,3.017645014893946254e+01,1.667039668714771494e+00,3.971354950066363187e+00
1.410000000000000142e+01,3.037884058712303315e+01,1.674193677530421365e+00,3.990570316256140782e+00
1.420000000000000107e+01,3.057911499283682843e+01,1.681546903259182546e+00,4.009150929475202574e+00
1.430000000000000071e+01,3.077990904254452786e+01,1.688954684950592089e+00,4.028244992715829476e+00
1.440000000000000036e+01,3.098042553033131696e+01,1.695795864406120179e+00,4.046499983620280183e+00
1.450000000000000000e+01,3.117749957190047994e+01,1.702759165508304084e+00,4.064866141253544285e+00
1.460000000000000142e+01,3.137704518039397783e+01,1.709067701072509937e+00,4.082276560029161061e+00
1.470000000000000107e+01,3.157533354537690684e+01,1.714745377483717803e+00,4.098709646787582095e+00
1.480000000000000071e+01,3.177452081745082779e+01,1.720831859259622565e+00,4.115467706571079631e+00
1.490000000000000036e+01,3.197421826614572282e+01,1.725934334517094548e+00,4.132533568938161039e+00
1.500000000000000000e+01,3.217568343397149988e+01,1.731660975212232501e+00,4.149679221172513977e+00
1.510000000000000142e+01,3.237695515665443935e+01,1.738219170976572636e+00,4.166666265456454354e+00
1.520000000000000107e+01,3.257932896156727054e+01,1.744866267134671078e+00,4.184689356176607866e+00
1.530000000000000071e+01,3.278260974850879705e+01,1.751662639215019190e+00,4.202937910770262242e+00
1.540000000000000036e+01,3.298464599988354706e+01,1.758834101789106263e+00,4.221121055442845105e+00
1.550000000000000000e+01,3.318992944728804417e+01,1.765726233282787438e+00,4.238743115530632544e+00
1.560000000000000142e+01,3.339471964934540438e+01,1.771682293079465342e+00,4.255738351162364985e+00
1.570000000000000107e+01,3.359863710204820819e+01,1.777038681759244287e+00,4.271953427097668232e+00
1.580000000000000071e+01,3.380203147948314779e+01,1.783628036196507782e+00,4.289585700036251836e+00
1.590000000000000036e+01,3.400348327777845014e+01,1.790026028815763892e+00,4.307070729743947446e+00
1.600000000000000000e+01,3.420189568175195660e+01,1.795703831098931280e+00,4.323761161205196935e+00
1.610000000000000142e+01,3.440480470316644102e+01,1.800723295984194561e+00,4.341477134140899530e+00
1.619999999999999929e+01,3.460730184988651814e+01,1.806664223852245232e+00,4.358208874420513190e+00
1.630000000000000071e+01,3.481052974802932454e+01,1.813830903066700140e+00,4.375972578577229655e+00
1.640000000000000213e+01,3.501115937324983207e+01,1.821364678777407820e+00,4.394651898386888966e+00
1.650000000000000000e+01,3.521566114793661484e+01,1.828323544928275091e+00,4.413315143323701228e+00
1.660000000000000142e+01,3.541862549552170236e+01,1.834516260077302396e+00,4.430906695977878229e+00
1.669999999999999929e+01,3.561988015670033292e+01,1.841452799588833900e+00,4.448228436232051664e+00
1.680000000000000071e+01,3.581927683239258897e+01,1.847999022023249838e+00,4.465464784233875051e+00
1.690000000000000213e+01,3.601891594953968934e+01,1.854648207460780851e+00,4.483081763951113352e+00
1.700000000000000000e+01,3.621822090253606063e+01,1.861478500939564018e+00,4.501239080644221957e+00
1.710000000000000142e+01,3.641866056877289992e+01,1.867729806116954494e+00,4.517667923426095911e+00
1.719999999999999929e+01,3.661994079524449575e+01,1.872022925343237443e+00,4.533046839865279232e+00
1.730000000000000071e+01,3.682195299441527681e+01,1.877143379107605980e+00,4.548780029177331485e+00
1.740000000000000213e+01,3.702458440392766192e+01,1.882894814792892557e+00,4.565099253291553971e+00
1.750000000000000000e+01,3.722725094682274261e+01,1.888891295769863143e+00,4.582018822657880186e+00
1.760000000000000142e+01,3.742918187474198533e+01,1.894810785834638800e+00,4.598753134844655754e+00
1.769999999999999929e+01,3.763171503488385383e+01,1.901703174742563007e+00,4.615610237075990163e+00
1.780000000000000071e+01,3.783400843925238632e+01,1.908357343258269001e+00,4.633258074873866761e+00
1.790000000000000213e+01,3.803564343093147926e+01,1.914889139397251583e+00,4.651185786724172821e+00
1.800000000000000000e+01,3.823713562075850092e+01,1.922081744866604769e+00,4.669305451110340677e+00
1.810000000000000142e+01,3.843986843069567527e+01,1.928828961368886263e+00,4.686953650552407424e+00
1.819999999999999929e+01,3.864236496948699795e+01,1.935147964195729875e+00,4.704289919909706796e+00
1.830000000000000071e+01,3.884104010310370825e+01,1.942022686510347818e+00,4.721811671942379718e+00
1.840000000000000213e+01,3.904181108709956050e+01,1.949337077986039279e+00,4.739755420226474669e+00
1.850000000000000000e+01,3.924115695194331010e+01,1.955615997896287261e+00,4.757437074806684763e+00
1.860000000000000142e+01,3.944230247401338119e+01,1.961106141378090362e+00,4.773784092747440866e+00
1.869999999999999929e+01,3.964421490486783739e+01,1.966893542403569395e+00,4.789122244653737148e+00
1.880000000000000071e+01,3.984529963528873253e+01,1.972657456630465544e+00,4.804678723478810198e+00
1.890000000000000213e+01,4.004748718244104566e+01,1.978334629329454142e+00,4.820642315939782208e+00
1.900000000000000000e+01,4.025109121891222230e+01,1.984009454721601839e+00,4.836317401179232256e+00
1.910000000000000142e+01,4.045588445907281283e+01,1.990110501901672047e+00,4.852575861601427398e+00
1.920000000000000284e+01,4.066180518404449629e+01,1.996751971818957694e+00,4.869487127800077531e+00
1.930000000000000071e+01,4.086479797528573954e+01,2.004772917844354740e+00,4.887584957850060086e+00
1.940000000000000213e+01,4.106897335503352053e+01,2.013077803874270266e+00,4.906533544527633239e+00
1.950000000000000000e+01,4.127202664957909661e+01,2.020705723197443682e+00,4.924568648263878856e+00
1.960000000000000142e+01,4.147554950469533708e+01,2.027434799763682349e+00,4.941680656056909982e+00
1.970000000000000284e+01,4.167537285743176767e+01,2.033676980439511173e+00,4.958888577776606965e+00
