lag_ps,Li_MSD_A2
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.527392463268603451e-01
2.000000000000000111e-01,3.312420831707365010e-01
3.000000000000000444e-01,3.866803833700191428e-01
4.000000000000000222e-01,4.366318857260924058e-01
5.000000000000000000e-01,4.732526466987924119e-01
6.000000000000000888e-01,5.013260993480953553e-01
7.000000000000000666e-01,5.248232029874762006e-01
8.000000000000000444e-01,5.453040733634884063e-01
9.000000000000000222e-01,5.591216559744092152e-01
1.000000000000000000e+00,5.722782558445922430e-01
1.100000000000000089e+00,5.824117481440088673e-01
1.200000000000000178e+00,5.929943494032335893e-01
1.300000000000000044e+00,5.993177953126240798e-01
1.400000000000000133e+00,6.064949680697728773e-01
1.500000000000000000e+00,6.114137602420774975e-01
1.600000000000000089e+00,6.172404361609236112e-01
1.700000000000000178e+00,6.212081108279012831e-01
1.800000000000000044e+00,6.266212373103315914e-01
1.900000000000000133e+00,6.325999244428119894e-01
2.000000000000000000e+00,6.384358705965077485e-01
2.100000000000000089e+00,6.426853721503699157e-01
2.200000000000000178e+00,6.490323146776806329e-01
2.300000000000000266e+00,6.543795107925495236e-01
2.400000000000000355e+00,6.615678706827260447e-01
2.500000000000000000e+00,6.666265385829555079e-01
2.600000000000000089e+00,6.715485687801879822e-01
2.700000000000000178e+00,6.767055987508923121e-01
2.800000000000000266e+00,6.808624174074008328e-01
2.900000000000000355e+00,6.857182964807287950e-01
3.000000000000000000e+00,6.887512765079559784e-01
3.100000000000000089e+00,6.926864820099782882e-01
3.200000000000000178e+00,6.959884679544543484e-01
3.300000000000000266e+00,6.992583838542303365e-01
3.400000000000000355e+00,7.034291721041855405e-01
3.500000000000000000e+00,7.079283161512326394e-01
3.600000000000000089e+00,7.116065119786786353e-01
3.700000000000000178e+00,7.165877621493939031e-01
3.800000000000000266e+00,7.215900827357183411e-01
3.900000000000000355e+00,7.249082339567050060e-01
4.000000000000000000e+00,7.301530333268930750e-01
4.100000000000000533e+00,7.349764981695784405e-01
4.200000000000000178e+00,7.394758079441586807e-01
4.299999999999999822e+00,7.434044741034859793e-01
4.400000000000000355e+00,7.470124904539230393e-01
4.500000000000000000e+00,7.506973099545064532e-01
4.600000000000000533e+00,7.523815567658203030e-01
4.700000000000000178e+00,7.539352518605071385e-01
4.800000000000000711e+00,7.557586021255918718e-01
4.900000000000000355e+00,7.564652895079675421e-01
5.000000000000000000e+00,7.579402535825529030e-01
5.100000000000000533e+00,7.580185622900988962e-01
5.200000000000000178e+00,7.597959812985813910e-01
5.300000000000000711e+00,7.613458235557243325e-01
5.400000000000000355e+00,7.629759331110949061e-01
5.500000000000000000e+00,7.656344958264403866e-01
5.600000000000000533e+00,7.673397743238732360e-01
5.700000000000000178e+00,7.700794982250905862e-01
5.800000000000000711e+00,7.722992741764400648e-01
5.900000000000000355e+00,7.738080408507648222e-01
6.000000000000000000e+00,7.765650040114526753e-01
6.100000000000000533e+00,7.789518488695342802e-01
6.200000000000000178e+00,7.785347082858843359e-01
