lag_ps,Li_MSD_A2
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.609133220703103162e-01
2.000000000000000111e-01,3.519536315443204666e-01
3.000000000000000444e-01,4.096038451385609069e-01
4.000000000000000222e-01,4.583565145615975944e-01
5.000000000000000000e-01,4.936739744313972111e-01
6.000000000000000888e-01,5.229359115465800345e-01
7.000000000000000666e-01,5.507143671865127876e-01
8.000000000000000444e-01,5.694858703830554258e-01
9.000000000000000222e-01,5.867238320231317195e-01
1.000000000000000000e+00,6.010973805569558293e-01
1.100000000000000089e+00,6.123801753249471513e-01
1.200000000000000178e+00,6.217186175169072682e-01
1.300000000000000044e+00,6.292184362155482935e-01
1.400000000000000133e+00,6.346798391444457010e-01
1.500000000000000000e+00,6.383967641318424313e-01
1.600000000000000089e+00,6.415172156429027606e-01
1.700000000000000178e+00,6.452636257354084082e-01
1.800000000000000044e+00,6.502830828733189295e-01
1.900000000000000133e+00,6.544212293004925129e-01
2.000000000000000000e+00,6.589262021550742476e-01
2.100000000000000089e+00,6.638487512462197815e-01
2.200000000000000178e+00,6.681521329252285701e-01
2.300000000000000266e+00,6.732413344783112485e-01
2.400000000000000355e+00,6.759962048240324428e-01
2.500000000000000000e+00,6.803810745015361761e-01
2.600000000000000089e+00,6.856305390790413679e-01
2.700000000000000178e+00,6.918477567466433387e-01
2.800000000000000266e+00,6.971232027261117237e-01
2.900000000000000355e+00,7.025135829701769641e-01
3.000000000000000000e+00,7.084654371198833012e-01
3.100000000000000089e+00,7.131032973945632403e-01
3.200000000000000178e+00,7.173693256699088527e-01
3.300000000000000266e+00,7.210630972204729039e-01
3.400000000000000355e+00,7.249347222663128365e-01
3.500000000000000000e+00,7.299086973792610067e-01
3.600000000000000089e+00,7.350787783845663670e-01
3.700000000000000178e+00,7.389215975861683772e-01
3.800000000000000266e+00,7.450404425987692258e-01
3.900000000000000355e+00,7.492171374892926394e-01
4.000000000000000000e+00,7.536516566175333054e-01
4.100000000000000533e+00,7.598985519949540413e-01
4.200000000000000178e+00,7.644499074231398961e-01
4.299999999999999822e+00,7.698929021550080520e-01
4.400000000000000355e+00,7.751499539122793658e-01
4.500000000000000000e+00,7.808104932031838530e-01
4.600000000000000533e+00,7.850442507557432448e-01
4.700000000000000178e+00,7.892632160613100023e-01
4.800000000000000711e+00,7.931972622246017401e-01
4.900000000000000355e+00,7.979364961257373601e-01
5.000000000000000000e+00,8.017580876470262741e-01
5.100000000000000533e+00,8.056304602402106774e-01
5.200000000000000178e+00,8.111368798355474974e-01
5.300000000000000711e+00,8.157121759175046671e-01
5.400000000000000355e+00,8.199488556427001473e-01
5.500000000000000000e+00,8.223942624629190234e-01
5.600000000000000533e+00,8.233862216651443022e-01
5.700000000000000178e+00,8.254718364585224011e-01
5.800000000000000711e+00,8.259238748911106320e-01
5.900000000000000355e+00,8.283790780913354856e-01
6.000000000000000000e+00,8.301676636564239153e-01
6.100000000000000533e+00,8.317185643921573002e-01
6.200000000000000178e+00,8.346672077081879193e-01
6.300000000000000711e+00,8.392393508554327752e-01
6.400000000000000355e+00,8.413109006080078389e-01
6.500000000000000000e+00,8.452946072038139969e-01
6.600000000000000533e+00,8.499668851128041602e-01
6.700000000000000178e+00,8.529165138665395496e-01
6.800000000000000711e+00,8.583505075190024369e-01
6.900000000000000355e+00,8.628693646917169335e-01
7.000000000000000000e+00,8.691144047477209478e-01
7.100000000000000533e+00,8.735490118960639316e-01
7.200000000000000178e+00,8.769789650338849496e-01
7.300000000000000711e+00,8.806416242952249673e-01
7.400000000000000355e+00,8.863840195599795857e-01
