lag_ps,Li_MSD_A2
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.703753209886550768e-01
2.000000000000000111e-01,3.661913195110182428e-01
3.000000000000000444e-01,4.288007949874210190e-01
4.000000000000000222e-01,4.816714052413032521e-01
5.000000000000000000e-01,5.214926644085822183e-01
6.000000000000000888e-01,5.516749935542972771e-01
7.000000000000000666e-01,5.774787799662708387e-01
8.000000000000000444e-01,5.969668502480349748e-01
9.000000000000000222e-01,6.141924300329913988e-01
1.000000000000000000e+00,6.275799211492039120e-01
1.100000000000000089e+00,6.387735090787274306e-01
1.200000000000000178e+00,6.471083605619242229e-01
1.300000000000000044e+00,6.549436405698689789e-01
1.400000000000000133e+00,6.614594123692959515e-01
1.500000000000000000e+00,6.671073102880196171e-01
1.600000000000000089e+00,6.725160600916256781e-01
1.700000000000000178e+00,6.771962899013899140e-01
1.800000000000000044e+00,6.814171992955191381e-01
1.900000000000000133e+00,6.865578684775144325e-01
2.000000000000000000e+00,6.913955953514567820e-01
2.100000000000000089e+00,6.957806663678791637e-01
2.200000000000000178e+00,6.989711879370671399e-01
2.300000000000000266e+00,7.029473079967012428e-01
2.400000000000000355e+00,7.091028716418605882e-01
2.500000000000000000e+00,7.140149373127964161e-01
2.600000000000000089e+00,7.177155985121473902e-01
2.700000000000000178e+00,7.247645417036943094e-01
2.800000000000000266e+00,7.300958762066480645e-01
2.900000000000000355e+00,7.366650862922372589e-01
3.000000000000000000e+00,7.428692337956446234e-01
3.100000000000000089e+00,7.484964381274628042e-01
3.200000000000000178e+00,7.530700128671985460e-01
3.300000000000000266e+00,7.593830805204276890e-01
3.400000000000000355e+00,7.636128477613476351e-01
3.500000000000000000e+00,7.679146007458012013e-01
3.600000000000000089e+00,7.736607879930208487e-01
3.700000000000000178e+00,7.805115204877371982e-01
3.800000000000000266e+00,7.889332567737600277e-01
3.900000000000000355e+00,7.949539714732966056e-01
4.000000000000000000e+00,8.008084518638566296e-01
4.100000000000000533e+00,8.053661936680702738e-01
4.200000000000000178e+00,8.113933010180716110e-01
4.299999999999999822e+00,8.163334549339175128e-01
4.400000000000000355e+00,8.214693663297923942e-01
4.500000000000000000e+00,8.251972014401529609e-01
4.600000000000000533e+00,8.274458788620046024e-01
4.700000000000000178e+00,8.322720340665404892e-01
4.800000000000000711e+00,8.360267362667733737e-01
4.900000000000000355e+00,8.392268834535833166e-01
5.000000000000000000e+00,8.433877129499228742e-01
5.100000000000000533e+00,8.475104219381744963e-01
5.200000000000000178e+00,8.503476463283763387e-01
5.300000000000000711e+00,8.541288030236244833e-01
5.400000000000000355e+00,8.562623868757704981e-01
5.500000000000000000e+00,8.609649953092527452e-01
5.600000000000000533e+00,8.621378054048205453e-01
5.700000000000000178e+00,8.647055446424103398e-01
5.800000000000000711e+00,8.673900928437754398e-01
5.900000000000000355e+00,8.710311321510837423e-01
6.000000000000000000e+00,8.746137572067382848e-01
6.100000000000000533e+00,8.794682089471657083e-01
6.200000000000000178e+00,8.843446294633271476e-01
6.300000000000000711e+00,8.890831188156597120e-01
6.400000000000000355e+00,8.935625372315851855e-01
6.500000000000000000e+00,8.959893164832481993e-01
6.600000000000000533e+00,8.978133754529762367e-01
6.700000000000000178e+00,9.013082653424598911e-01
6.800000000000000711e+00,9.030224975542796573e-01
6.900000000000000355e+00,9.053344480160210317e-01
7.000000000000000000e+00,9.071793317382725874e-01
7.100000000000000533e+00,9.097634656453227331e-01
7.200000000000000178e+00,9.128347101517012563e-01
7.300000000000000711e+00,9.151458527494630291e-01
7.400000000000000355e+00,9.159748557899577426e-01
7.500000000000000000e+00,9.189528375935576143e-01
7.600000000000000533e+00,9.208463614499717842e-01
7.700000000000000178e+00,9.236211011104018542e-01
7.800000000000000711e+00,9.261094809092380586e-01
7.900000000000000355e+00,9.299913879103557379e-01
8.000000000000000000e+00,9.316803056878786293e-01
8.099999999999999645e+00,9.347477747160000128e-01
8.200000000000001066e+00,9.377647083943783102e-01
8.300000000000000711e+00,9.399769054724724793e-01
8.400000000000000355e+00,9.441679837957439592e-01
8.500000000000000000e+00,9.481137203993238449e-01
8.599999999999999645e+00,9.519076693177270787e-01
8.700000000000001066e+00,9.547536102390357104e-01
8.800000000000000711e+00,9.576226604786546304e-01
8.900000000000000355e+00,9.603575470273683079e-01
9.000000000000000000e+00,9.621566648565218483e-01
9.099999999999999645e+00,9.648371032676047454e-01
9.200000000000001066e+00,9.672014770857736421e-01
9.300000000000000711e+00,9.701475413321895003e-01
9.400000000000000355e+00,9.737163880274265493e-01
9.500000000000000000e+00,9.760785331153096767e-01
9.600000000000001421e+00,9.802245690072614037e-01
9.700000000000001066e+00,9.828252583610040949e-01
9.800000000000000711e+00,9.855509942551545777e-01
9.900000000000000355e+00,9.888654026832512933e-01
1.000000000000000000e+01,9.894955711682681398e-01
1.010000000000000142e+01,9.925151010942725449e-01
1.020000000000000107e+01,9.962116737102646447e-01
1.030000000000000071e+01,1.001549023370807756e+00
1.040000000000000036e+01,1.007255042009550738e+00
