lag_ps,Li_A2,P_A2,S_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,8.586942099991720090e-01,1.684883628710158454e-01,2.990496086038146872e-01
2.000000000000000111e-01,1.340383229476482141e+00,3.057037677786573204e-01,5.536057175625498372e-01
3.000000000000000444e-01,1.737359894849381803e+00,3.902137899929255527e-01,6.926791262371876368e-01
4.000000000000000222e-01,2.051655388333212926e+00,4.425017288441874808e-01,7.795561886802478968e-01
5.000000000000000000e-01,2.348602413705630276e+00,4.799144883070325940e-01,8.564390710660715333e-01
6.000000000000000888e-01,2.625310130213809767e+00,5.052791512369627647e-01,9.120919782742424875e-01
7.000000000000000666e-01,2.894258938193186026e+00,5.303991786035917588e-01,9.678071349110120014e-01
8.000000000000000444e-01,3.152109197179454814e+00,5.512382123141966739e-01,1.015169042319404413e+00
9.000000000000000222e-01,3.411000826622177406e+00,5.711796579794117257e-01,1.062164769988070079e+00
1.000000000000000000e+00,3.662207491860690389e+00,5.875809443196172710e-01,1.103550682602087551e+00
1.100000000000000089e+00,3.912704858164594679e+00,6.027507541814907110e-01,1.142717573516451424e+00
1.200000000000000178e+00,4.160108895795845640e+00,6.174962855456895827e-01,1.180864956359630291e+00
1.300000000000000044e+00,4.405741496885158703e+00,6.312262167932598533e-01,1.217684978780302796e+00
1.400000000000000133e+00,4.651779422031538047e+00,6.465331731837760110e-01,1.254493862406186988e+00
1.500000000000000000e+00,4.894709284816089578e+00,6.628432845403966489e-01,1.292111401426402129e+00
1.600000000000000089e+00,5.137145765479669279e+00,6.788247379153210526e-01,1.328330919596023341e+00
1.700000000000000178e+00,5.381385653793341994e+00,6.934839981959634025e-01,1.363773629350332861e+00
1.800000000000000044e+00,5.625318465092569831e+00,7.075598401087818123e-01,1.398896481432312600e+00
1.900000000000000133e+00,5.871340399837635893e+00,7.227718172400730001e-01,1.433539069044831082e+00
2.000000000000000000e+00,6.112248017145899048e+00,7.375466227362701410e-01,1.467976081044441772e+00
2.100000000000000089e+00,6.353868943681275638e+00,7.519976489798165797e-01,1.500857026863667842e+00
2.200000000000000178e+00,6.592542454521665540e+00,7.659376760508835869e-01,1.533923166481274247e+00
2.300000000000000266e+00,6.826030003525838552e+00,7.799015824559863974e-01,1.566608265383241383e+00
2.400000000000000355e+00,7.063140636339737988e+00,7.940508322296110366e-01,1.599182545897611663e+00
2.500000000000000000e+00,7.300976739323310483e+00,8.073582437667023992e-01,1.631439278556234829e+00
2.600000000000000089e+00,7.539211054520311706e+00,8.203521442087330362e-01,1.664148043507962083e+00
2.700000000000000178e+00,7.775641811606013754e+00,8.335355808909351572e-01,1.695856871099154395e+00
2.800000000000000266e+00,8.010987955074261535e+00,8.462017006687594378e-01,1.727105607616628680e+00
2.900000000000000355e+00,8.245793693772775157e+00,8.588071079389978379e-01,1.758152763433657562e+00
3.000000000000000000e+00,8.481368874291119297e+00,8.709829877204694482e-01,1.788901293417512806e+00
3.100000000000000089e+00,8.718531276300934607e+00,8.832993710201501036e-01,1.819503245097978672e+00
3.200000000000000178e+00,8.953982289322777177e+00,8.949574762511803838e-01,1.849681626018550240e+00
3.300000000000000266e+00,9.190201192727339929e+00,9.075486868260979056e-01,1.879997227214797784e+00
3.400000000000000355e+00,9.426518921298601583e+00,9.198583470556099817e-01,1.910223907161757717e+00
3.500000000000000000e+00,9.661462282506047217e+00,9.315406843995212016e-01,1.939023750778305688e+00
3.600000000000000089e+00,9.897254592301742093e+00,9.425769855382382101e-01,1.966358000815797258e+00
3.700000000000000178e+00,1.013418209609107379e+01,9.530996374401600191e-01,1.994590954977779163e+00
3.800000000000000266e+00,1.036919294937356817e+01,9.656440074256656958e-01,2.024183403537672454e+00
3.900000000000000355e+00,1.060043275464195389e+01,9.788449261708978000e-01,2.053720615991679210e+00
4.000000000000000000e+00,1.083224550480154136e+01,9.907442568564995833e-01,2.082360313006110353e+00
4.100000000000000533e+00,1.106420893584929210e+01,1.002381447374404155e+00,2.110835833044821364e+00
4.200000000000000178e+00,1.129721222050479668e+01,1.014297059355438568e+00,2.139853109884161775e+00
4.299999999999999822e+00,1.152919571204152227e+01,1.025588858249160351e+00,2.167541303074365100e+00
4.400000000000000355e+00,1.176300122519352875e+01,1.035960531439987120e+00,2.194183042697050112e+00
4.500000000000000000e+00,1.199442913837963509e+01,1.046770183542462762e+00,2.220846486053119850e+00
4.600000000000000533e+00,1.222464889073823890e+01,1.058293423753635443e+00,2.247581093399176666e+00
4.700000000000000178e+00,1.245537717871618000e+01,1.068530138392812523e+00,2.274311017863566597e+00
4.800000000000000711e+00,1.268701092474624126e+01,1.078247702435503941e+00,2.300075972520568168e+00
4.900000000000000355e+00,1.291869554842301859e+01,1.088328212208267143e+00,2.325537067657944323e+00
5.000000000000000000e+00,1.315022943421360324e+01,1.098487493950309313e+00,2.351276655630126555e+00
5.100000000000000533e+00,1.338159163321137513e+01,1.109462355739401218e+00,2.377303288546819715e+00
5.200000000000000178e+00,1.361352117968605668e+01,1.120365381657123516e+00,2.403432327530375723e+00
5.300000000000000711e+00,1.384367856416296050e+01,1.130018361215678446e+00,2.429036328553523916e+00
5.400000000000000355e+00,1.407503955606932422e+01,1.140313815479560455e+00,2.454576990229194955e+00
5.500000000000000000e+00,1.430365529610673647e+01,1.151369567165084540e+00,2.480284720836709145e+00
5.600000000000000533e+00,1.453366144612661337e+01,1.161225598655240887e+00,2.505861635545435728e+00
5.700000000000000178e+00,1.476250576569659856e+01,1.170913549104629192e+00,2.530387855976868217e+00
5.800000000000000711e+00,1.499074914851982498e+01,1.180496245037071956e+00,2.555423379164079911e+00
5.900000000000000355e+00,1.522038596082309958e+01,1.190340796471193618e+00,2.580139484445531206e+00
6.000000000000000000e+00,1.545066523518081958e+01,1.200481660682850560e+00,2.604964590624280429e+00
6.100000000000000533e+00,1.567657026057555569e+01,1.209838093456728991e+00,2.629151269056681173e+00
6.200000000000000178e+00,1.590147233573415342e+01,1.218608011084019171e+00,2.652254123380322071e+00
6.300000000000000711e+00,1.612833253523672283e+01,1.227936886187309895e+00,2.675609611253238374e+00
6.400000000000000355e+00,1.635478174054595613e+01,1.236983099588677470e+00,2.700147998239893266e+00
6.500000000000000000e+00,1.658101812306760792e+01,1.247105974142282747e+00,2.724926796026033937e+00
6.600000000000000533e+00,1.680905788877760898e+01,1.256513628624825518e+00,2.749616323723733213e+00
6.700000000000000178e+00,1.703867128898578542e+01,1.266070367473617786e+00,2.774361016908254207e+00
6.800000000000000711e+00,1.726681787629453879e+01,1.276223899077346680e+00,2.799155484305189123e+00
6.900000000000000355e+00,1.749336869871899935e+01,1.285541059693025678e+00,2.823537812684173254e+00
7.000000000000000000e+00,1.771891203286901373e+01,1.294773927894670162e+00,2.846620303626053339e+00
7.100000000000000533e+00,1.794093978264528388e+01,1.302066148613959529e+00,2.869367507340758738e+00
7.200000000000000178e+00,1.816201901246320460e+01,1.310612132522320339e+00,2.892093839763224317e+00
7.300000000000000711e+00,1.838401797501386881e+01,1.319531843059279286e+00,2.915200216181348836e+00
7.400000000000000355e+00,1.860716130264009038e+01,1.329638805702451965e+00,2.939235642754044697e+00
7.500000000000000000e+00,1.883204949710686549e+01,1.339889557405383735e+00,2.963676756672482870e+00
7.600000000000000533e+00,1.905577013851518231e+01,1.349558851252950165e+00,2.988717637508850444e+00
7.700000000000000178e+00,1.927982844290941955e+01,1.359191152936273905e+00,3.012686225833097531e+00
7.800000000000000711e+00,1.950333545726571671e+01,1.368553121445170273e+00,3.035652492002026914e+00
7.900000000000000355e+00,1.972903765087239591e+01,1.378814573387230125e+00,3.059342577553212372e+00
8.000000000000000000e+00,1.995347752937416530e+01,1.388874727908934847e+00,3.083771394607933036e+00
8.099999999999999645e+00,2.017790999847412436e+01,1.400566215818866977e+00,3.109859429818178977e+00
8.200000000000001066e+00,2.040086724403782981e+01,1.412905020068359496e+00,3.134991054445174452e+00
8.300000000000000711e+00,2.062530584515559440e+01,1.422978263935023024e+00,3.159653153323049857e+00
8.400000000000000355e+00,2.084825522677196830e+01,1.432614503362015679e+00,3.184361192253529538e+00
8.500000000000000000e+00,2.107179410637550276e+01,1.442426779854995900e+00,3.208112463505531586e+00
8.599999999999999645e+00,2.129437614766187181e+01,1.452068042660501490e+00,3.231284844600019746e+00
8.700000000000001066e+00,2.151928730239444221e+01,1.463305914500413252e+00,3.256112279419921762e+00
8.800000000000000711e+00,2.174348765001574790e+01,1.474634312927070035e+00,3.280568649742423570e+00
8.900000000000000355e+00,2.196924968681928547e+01,1.484507571336247000e+00,3.304266830691463763e+00
9.000000000000000000e+00,2.219452984941632323e+01,1.493340193793764481e+00,3.326359871385071276e+00
9.099999999999999645e+00,2.241808890017191658e+01,1.501968948085454114e+00,3.347517090117575034e+00
9.200000000000001066e+00,2.264141995529143969e+01,1.510908082828988253e+00,3.370082064282359902e+00
9.300000000000000711e+00,2.286413522886418548e+01,1.520910774366603269e+00,3.392869126226466747e+00
9.400000000000000355e+00,2.308811002540577917e+01,1.530816474626282675e+00,3.415786262443095911e+00
9.500000000000000000e+00,2.331258307015935216e+01,1.539735499134140984e+00,3.438795432030863353e+00
9.600000000000001421e+00,2.353700493768408464e+01,1.550206103724073303e+00,3.461912908737609484e+00
9.700000000000001066e+00,2.376167621027289556e+01,1.561199571282925858e+00,3.485949934585006904e+00
9.800000000000000711e+00,2.398812133916393563e+01,1.571982830444936585e+00,3.509705437725413102e+00
9.900000000000000355e+00,2.421259254767968017e+01,1.582996463799333675e+00,3.534015309385829529e+00
