r_A,Li_S,P_S
2.675000000000000266e+00,2.085362553140237551e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.942415198143935484e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.784050482910176427e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.573124442031005987e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.341743894816941118e+00,1.130683057430006619e-02
2.925000000000000266e+00,1.194312016136053201e+00,0.000000000000000000e+00
2.975000000000000089e+00,1.115787196179747864e+00,0.000000000000000000e+00
3.025000000000000355e+00,9.975007914482411087e-01,0.000000000000000000e+00
3.075000000000000178e+00,8.500141810273698084e-01,0.000000000000000000e+00
3.125000000000000000e+00,7.656110758015708395e-01,0.000000000000000000e+00
3.175000000000000266e+00,7.385973420266596090e-01,2.781328903029263097e-02
3.225000000000000089e+00,6.290098287520117237e-01,2.695756408937193330e-02
3.275000000000000355e+00,5.780006226097422761e-01,5.228146335163498526e-02
3.325000000000000178e+00,6.283760935661377722e-01,4.226745023987473621e-02
3.375000000000000000e+00,5.934860434859113854e-01,1.558926473672670454e-01
3.425000000000000266e+00,5.736290813089993668e-01,7.170363516362492085e-02
3.475000000000000089e+00,5.340224429085206337e-01,1.857469366638332953e-01
3.525000000000000355e+00,5.816593783610306545e-01,2.106008094065800473e-01
3.575000000000000178e+00,5.971909077022534706e-01,3.363769194404530039e-01
3.625000000000000000e+00,5.903134983016083970e-01,3.911715952601018675e-01
3.675000000000000266e+00,6.666267407666183198e-01,4.221200469214226314e-01
3.725000000000000089e+00,6.331349787910299787e-01,4.310706238577226013e-01
3.775000000000000355e+00,5.858693889444530623e-01,6.361492245628204145e-01
3.825000000000000178e+00,6.579542407044384200e-01,5.429719462124007467e-01
3.875000000000000000e+00,6.224121897246371882e-01,6.286363116218833813e-01
3.925000000000000266e+00,6.612547908717865131e-01,6.733879063006267263e-01
3.975000000000000089e+00,6.604973643491365287e-01,6.920435071240204072e-01
4.025000000000000355e+00,7.422602858574262052e-01,9.460934213519527347e-01
4.075000000000000178e+00,7.241572849577949667e-01,9.117627991955657984e-01
4.125000000000000000e+00,7.652958050670124468e-01,8.897936872310239220e-01
4.175000000000000711e+00,7.989059338101091035e-01,8.846944904608589066e-01
4.224999999999999645e+00,7.242622935995928213e-01,9.162354316621353911e-01
4.275000000000000355e+00,8.335620697659390510e-01,1.058572689825456603e+00
4.325000000000000178e+00,8.577020391772904873e-01,1.009257156779491238e+00
4.375000000000000000e+00,8.137957861065160392e-01,1.044913789360766732e+00
4.425000000000000711e+00,8.909701008814027157e-01,1.155079095071247064e+00
4.474999999999999645e+00,9.831793649704894111e-01,9.847350285226574851e-01
4.525000000000000355e+00,9.630933812391851978e-01,1.127412631118856812e+00
4.575000000000000178e+00,9.347154005779689800e-01,9.734138088821524537e-01
4.625000000000000000e+00,1.076274395480035118e+00,1.135986506731295975e+00
4.675000000000000711e+00,1.087585582693751274e+00,1.312799897327582288e+00
4.724999999999999645e+00,1.087016292428931941e+00,1.230742451761640543e+00
4.775000000000000355e+00,1.093063874044382544e+00,1.225597868772263732e+00
4.825000000000001066e+00,1.105319417944129023e+00,1.513457943940447858e+00
4.875000000000000000e+00,1.165346263224562140e+00,1.392123432558475926e+00
4.925000000000000711e+00,1.130245395386054286e+00,1.414091114000051830e+00
4.974999999999999645e+00,1.156729894803747438e+00,1.408466542203910432e+00
