time_ps,T_K,PE_eV_atom,P_GPa,rho_g_cm3
5.000000000000000278e-02,4.822428955799999812e+02,-4.467634554882812914e+00,-3.137711067723333302e-01,2.149243347603755794e+00
1.000000000000000056e-01,5.075193725400000062e+02,-4.470132405078125259e+00,-3.984675889199999071e-02,2.161332075221058080e+00
1.500000000000000222e-01,5.146731211799999528e+02,-4.469770643359375129e+00,6.616107273833334024e-02,2.175454360677680388e+00
2.000000000000000111e-01,5.319993687500000306e+02,-4.469855679882812183e+00,3.009697318943333477e-01,2.184713557545765461e+00
2.500000000000000000e-01,5.222688680899999554e+02,-4.466869175000000247e+00,2.854034778176666731e-01,2.179474237499062550e+00
3.000000000000000444e-01,5.347499062399999730e+02,-4.467873961718749953e+00,-4.022634943666669738e-03,2.164087691323640428e+00
3.500000000000000333e-01,5.060031182999999828e+02,-4.465931359179687199e+00,-4.609122138599995415e-03,2.146988583215827973e+00
4.000000000000000222e-01,4.867155202800000211e+02,-4.465399741992187366e+00,-2.849031733266666477e-01,2.133075872597948841e+00
4.500000000000000111e-01,5.120274457699999857e+02,-4.470212511523437904e+00,-5.171880825233333701e-01,2.132066734890168735e+00
5.000000000000000000e-01,5.092038159400000268e+02,-4.471646554882812374e+00,7.196581558333334065e-03,2.145850237784830750e+00
5.500000000000000444e-01,4.632487767900000222e+02,-4.467221390429687133e+00,2.014897399333333630e-02,2.163637219324356042e+00
6.000000000000000888e-01,5.032371551499999782e+02,-4.472185206835937343e+00,2.567723575733333319e-01,2.177959149956135487e+00
6.500000000000000222e-01,4.676948863200000233e+02,-4.467369492773437756e+00,5.272377090133333333e-01,2.182718821602338544e+00
7.000000000000000666e-01,5.131544073300000264e+02,-4.472872007031249986e+00,4.640793672833332800e-02,2.173577410011309219e+00
7.500000000000000000e-01,4.986493253099999947e+02,-4.470576227734374797e+00,1.180586375500000118e-01,2.159646738521377785e+00
8.000000000000000444e-01,4.738077721099999735e+02,-4.465645889843750105e+00,-5.024992005199999667e-01,2.147008613916860487e+00
8.500000000000000888e-01,5.279985112199999548e+02,-4.469276767773437520e+00,1.710780664816666519e-01,2.145968246634944343e+00
9.000000000000000222e-01,5.274417511899999909e+02,-4.467589923046874745e+00,-2.945336695963333140e-01,2.145395766801648119e+00
9.500000000000000666e-01,5.010528235699999868e+02,-4.464309712109375106e+00,1.900335020333332806e-02,2.150400942319699915e+00
1.000000000000000000e+00,5.294187334099999589e+02,-4.468937423632812767e+00,-1.369671573780399942e-01,2.155950728347321377e+00
1.050000000000000044e+00,5.260187702499999887e+02,-4.470482757812500374e+00,6.521002913666668066e-02,2.162825181126685425e+00
1.100000000000000089e+00,5.178898508199999924e+02,-4.472342493945312469e+00,2.076325080833333336e-01,2.167217340451116137e+00
1.150000000000000133e+00,4.997585260299999845e+02,-4.471450302148437750e+00,-2.410185438291000126e-01,2.164221984939992183e+00
1.200000000000000178e+00,4.905715548399999761e+02,-4.470445443554687870e+00,3.754008856746666734e-01,2.163325011196583159e+00
1.250000000000000000e+00,5.019363241799999855e+02,-4.471512347656250164e+00,-1.535407464340000083e-01,2.155792759017919114e+00
1.300000000000000044e+00,4.865828483099999744e+02,-4.468790019921875079e+00,3.726163402666667762e-02,2.151556525168764278e+00
1.350000000000000089e+00,5.264496507699999484e+02,-4.472660098242187132e+00,-3.763077377040000004e-01,2.149997789931353598e+00
1.400000000000000133e+00,4.899004323999999997e+02,-4.467176248632812374e+00,2.547026719066666778e-01,2.156943505864960642e+00
1.450000000000000178e+00,5.243246375400000261e+02,-4.469814616796875306e+00,-1.527631361026666745e-01,2.160837167971080941e+00
1.500000000000000000e+00,5.217703746600000159e+02,-4.466804676562500021e+00,2.983186315366666563e-01,2.162770903661347610e+00
1.550000000000000044e+00,5.190564564500000415e+02,-4.464358857421874660e+00,-8.614564437999997285e-03,2.158333846714906912e+00
1.600000000000000089e+00,5.375372245500000190e+02,-4.465700055468749596e+00,-1.100234484679999958e-01,2.154247627644643615e+00
1.650000000000000133e+00,5.109462186700000075e+02,-4.463535195898437280e+00,1.277871038053333408e-01,2.151945126610521619e+00
1.700000000000000178e+00,5.247964142199999742e+02,-4.468062673242187088e+00,-2.454422963000000291e-01,2.149746751594295624e+00
1.750000000000000000e+00,5.072851673800000185e+02,-4.468926149609375287e+00,1.148198472326666802e-01,2.152577428329353726e+00
1.800000000000000044e+00,5.246940392000000202e+02,-4.473270343359375012e+00,-1.423855525380000042e-01,2.154838748823121097e+00
1.850000000000000089e+00,4.777641817800000013e+02,-4.469289229101562455e+00,3.971438284466666246e-02,2.160192378196817309e+00
1.900000000000000133e+00,4.792001297099999988e+02,-4.470308971679687104e+00,-1.300785531100001613e-02,2.163447987912177073e+00
1.950000000000000178e+00,5.016218095899999980e+02,-4.472876376171875279e+00,2.126982570799999805e-02,2.166146440893208069e+00
2.000000000000000000e+00,4.573042196000000104e+02,-4.466519612695312169e+00,2.547883269593333444e-01,2.167923555136526570e+00
2.050000000000000266e+00,5.033346077699999910e+02,-4.470739046093750169e+00,1.658570844287666490e-01,2.165072058678121802e+00
2.100000000000000089e+00,5.075353030200000148e+02,-4.468794763671875003e+00,-1.005458113010000015e-01,2.156084476646741077e+00
2.149999999999999911e+00,5.148116191899999876e+02,-4.467716287695312261e+00,-2.137674144960000078e-01,2.150059429526485211e+00
2.200000000000000178e+00,4.978491847000000234e+02,-4.464412343554687190e+00,-1.559352552980000084e-01,2.151788514248006656e+00
2.250000000000000000e+00,5.388665766899999880e+02,-4.469260672656250044e+00,4.759490524033335029e-02,2.157693180242059139e+00
2.300000000000000266e+00,5.165928157900000315e+02,-4.467856767382812677e+00,1.991525628266666847e-01,2.163059309875566161e+00
2.350000000000000089e+00,4.928961871000000201e+02,-4.467727582031249867e+00,-4.386714303333333342e-02,2.163623638242818448e+00
2.400000000000000355e+00,4.998326784299999872e+02,-4.470825268749999637e+00,7.874084894333324355e-03,2.163182791669876259e+00
2.450000000000000178e+00,4.830121297700000014e+02,-4.469695739648437360e+00,1.190656028333333949e-03,2.162988167518314242e+00
2.500000000000000000e+00,5.018346869399999832e+02,-4.472313536328124783e+00,-7.533361364900000023e-02,2.162239165511978367e+00
2.550000000000000266e+00,4.912356630200000041e+02,-4.470781955273437802e+00,2.051664251253333404e-01,2.162744175968638327e+00
2.600000000000000089e+00,5.066699735000000260e+02,-4.471816898242187754e+00,-3.821297035099999739e-01,2.159980868324393732e+00
2.650000000000000355e+00,5.091102979400000095e+02,-4.471154657421874568e+00,5.746109292433333043e-02,2.165614985163539341e+00
2.700000000000000178e+00,5.204654830499999889e+02,-4.471378961328125179e+00,-4.245804215199999732e-02,2.173465742717677784e+00
2.750000000000000000e+00,5.150665092599999753e+02,-4.468668079882812449e+00,6.941717546666666128e-02,2.180293224725608603e+00
2.800000000000000266e+00,5.330148884000000180e+02,-4.468026098632812193e+00,2.342947174683333300e-01,2.182709620957363761e+00
2.850000000000000089e+00,5.276735065699999723e+02,-4.466116082617187288e+00,2.865639751593666573e-01,2.175541117336909913e+00
2.900000000000000355e+00,5.215371937099999968e+02,-4.465831275195312422e+00,9.153703515000000124e-02,2.157004505749110734e+00
2.950000000000000178e+00,5.019719013999999788e+02,-4.465274801953125206e+00,-3.788267444666666428e-01,2.139238298395557791e+00
3.000000000000000000e+00,4.892638911700000222e+02,-4.466614900585937242e+00,-3.278343965399999616e-01,2.136487900287229014e+00
3.050000000000000266e+00,5.029535883899999931e+02,-4.470408916796874799e+00,-2.198514121733333437e-01,2.147205600650825552e+00
3.100000000000000089e+00,4.991923680799999943e+02,-4.470522929296874892e+00,5.745572552266666605e-02,2.164422980584412848e+00
3.150000000000000355e+00,5.055653932399999917e+02,-4.471284780664062097e+00,1.975125127116666712e-01,2.180309035742138857e+00
3.200000000000000178e+00,5.208889957000000095e+02,-4.473520127343750374e+00,3.390998081159999900e-01,2.189239482176067231e+00
3.250000000000000000e+00,5.024794262199999935e+02,-4.472680433593749783e+00,1.731308988566666596e-01,2.184393601445433930e+00
3.300000000000000266e+00,4.509274088099999744e+02,-4.466961375195312556e+00,9.104937520599999667e-02,2.172454657111374310e+00
3.350000000000000089e+00,5.042978526900000134e+02,-4.473200445507812262e+00,-2.068138770553333561e-01,2.161319284238405025e+00
3.400000000000000355e+00,4.775952037600000040e+02,-4.469190984375000397e+00,1.687325196006666805e-01,2.155651511152660404e+00
3.450000000000000178e+00,4.834951410900000042e+02,-4.468536359179687167e+00,-2.424742893619999951e-01,2.149281440909073471e+00
3.500000000000000000e+00,5.025742794700000218e+02,-4.468352114843749945e+00,1.985741823329999767e-01,2.148026047094982349e+00
3.550000000000000266e+00,4.889813171800000191e+02,-4.464386220117187776e+00,-4.038777950066665956e-01,2.147358987488389825e+00
3.600000000000000089e+00,5.223344427700000097e+02,-4.467119341210937122e+00,7.735536383200000699e-02,2.155292509285421154e+00
3.650000000000000355e+00,5.211481869699999834e+02,-4.467164260742187309e+00,3.980004139966666910e-01,2.163094076928760767e+00
3.700000000000000178e+00,4.905461383400000273e+02,-4.464712257226562286e+00,-5.626560923833332645e-02,2.162057163039583507e+00
3.750000000000000000e+00,5.134194686900000306e+02,-4.469867550195312234e+00,2.760194699463333623e-01,2.159290958132393357e+00
3.800000000000000266e+00,4.979251291100000003e+02,-4.469994904687499826e+00,-2.646614520866666376e-01,2.150672635916525799e+00
3.850000000000000089e+00,5.073749355300000161e+02,-4.472491723632812111e+00,-1.345949460866666669e-01,2.145720904532207207e+00
3.900000000000000355e+00,4.910768906600000037e+02,-4.471062443554687071e+00,-3.235689015766666371e-02,2.148290932761513616e+00
3.950000000000000178e+00,4.865613298900000245e+02,-4.470333409960937310e+00,-8.317422735889999641e-02,2.152091527102936386e+00
4.000000000000000000e+00,5.139879393899999513e+02,-4.473472345117187388e+00,2.454218258679999876e-01,2.156912438073488758e+00
4.049999999999999822e+00,4.806674907199999893e+02,-4.468499228125000222e+00,-1.583030694660000071e-01,2.157101091420941863e+00
4.100000000000000533e+00,5.047215878499999917e+02,-4.470552294140625271e+00,1.236093890633333386e-01,2.158433139256929145e+00
4.150000000000000355e+00,5.451847192200000336e+02,-4.474857766992187180e+00,-2.747872756699999974e-01,2.158374103937464206e+00
4.200000000000000178e+00,4.814993469300000015e+02,-4.467024077734374821e+00,9.718491449433334928e-02,2.165104564983240554e+00
4.250000000000000000e+00,4.933749526500000115e+02,-4.469095154296875094e+00,1.308502849665000023e-01,2.170910620394296053e+00
4.299999999999999822e+00,5.070678667600000153e+02,-4.472150853320312258e+00,1.439676591233332754e-02,2.173389955454527289e+00
4.350000000000000533e+00,4.785925749699999869e+02,-4.471193258789062597e+00,2.767284961833333390e-01,2.175836626780402572e+00
4.400000000000000355e+00,4.550904979200000184e+02,-4.470125240234374964e+00,4.446836494666666501e-02,2.172532926748039106e+00
4.450000000000000178e+00,4.846171614099999942e+02,-4.474102235742187794e+00,-4.060943361999998918e-02,2.166751313413897151e+00
4.500000000000000000e+00,4.956214319700000033e+02,-4.474274249023437733e+00,-7.439294917166666687e-02,2.161787442730584985e+00
4.549999999999999822e+00,4.913780913100000021e+02,-4.471752629296874559e+00,-2.117582543999999845e-01,2.160825018601385761e+00
4.600000000000000533e+00,5.050728044200000113e+02,-4.470972820703124739e+00,1.170278674633333238e-01,2.164425274456267978e+00
4.650000000000000355e+00,5.349934093000000530e+02,-4.473092145507812312e+00,6.474915120633333021e-02,2.165998131235432833e+00
4.700000000000000178e+00,4.876363083100000040e+02,-4.466937885156250232e+00,2.221938190480000352e-01,2.161055478924077899e+00
4.750000000000000000e+00,5.039554750600000261e+02,-4.468907456054687088e+00,-1.021349161726666788e-01,2.149870714405309524e+00
4.800000000000000711e+00,5.084396121799999833e+02,-4.469614110351562530e+00,-2.428032179500000109e-01,2.140180954491635923e+00
4.850000000000000533e+00,4.959732528499999944e+02,-4.468494442382812792e+00,-1.575434225446666614e-01,2.138967676683444896e+00
4.900000000000000355e+00,5.227628440700000283e+02,-4.472660074414062770e+00,-4.340924273299999747e-01,2.148456651229306402e+00
4.950000000000000178e+00,4.911263962500000275e+02,-4.469517574218749623e+00,1.884421876590000045e-01,2.166033944326893224e+00
5.000000000000000000e+00,5.053988007899999957e+02,-4.472834558984374986e+00,4.320134771699999932e-01,2.178567478172315663e+00
