time_ps,T_K,PE_eV_atom,P_GPa,rho_g_cm3
5.000000000000000278e-02,6.751337488499999608e+02,-4.434139905859375119e+00,-1.903832562566666609e-01,2.085426766876083970e+00
1.000000000000000056e-01,7.013036152700000230e+02,-4.434260472460937130e+00,-2.750394232803333172e-01,2.095439267435842190e+00
1.500000000000000222e-01,7.319807354299999815e+02,-4.435149336914062879e+00,3.255988886246666270e-01,2.109472404892720920e+00
2.000000000000000111e-01,7.264554129399999738e+02,-4.433355023046875232e+00,5.032620216899999499e-02,2.120478101290466544e+00
2.500000000000000000e-01,7.107663053999999647e+02,-4.431894634570312519e+00,1.516700595000000096e-01,2.126197767189889287e+00
3.000000000000000444e-01,6.668515935299999455e+02,-4.427137605664062114e+00,5.011706793666667048e-01,2.124755266388582697e+00
3.500000000000000333e-01,7.081790075300000353e+02,-4.433239369726562629e+00,1.727842218809999830e-01,2.115593067289772922e+00
4.000000000000000222e-01,6.892418042299999570e+02,-4.431895576953125193e+00,1.796663701399999966e-02,2.102138748969878179e+00
4.500000000000000111e-01,7.040767025500000500e+02,-4.434667474414062838e+00,-2.881819243000000030e-01,2.090103430364591119e+00
5.000000000000000000e-01,6.784563396300000022e+02,-4.432604853710937931e+00,-1.522997641889999865e-01,2.085111340604376196e+00
5.500000000000000444e-01,6.818143893699999580e+02,-4.435261957031250368e+00,-5.888593955333334268e-02,2.086546907221202840e+00
6.000000000000000888e-01,6.450452330900000106e+02,-4.435339317382812396e+00,-9.123594254333333708e-02,2.093467283839600679e+00
6.500000000000000222e-01,6.305905709800000523e+02,-4.435832550390625073e+00,-5.091398766333334741e-02,2.103842969278530539e+00
7.000000000000000666e-01,6.750792407500000536e+02,-4.440534898242187722e+00,1.517754685406666748e-01,2.113759565818589259e+00
7.500000000000000000e-01,6.619226020600000311e+02,-4.436413204882812877e+00,-7.743776273300000124e-02,2.119526329808350873e+00
8.000000000000000444e-01,6.993467264099999738e+02,-4.437486937500000117e+00,1.164696577950000145e-01,2.124594751636989187e+00
8.500000000000000888e-01,6.800947818700000198e+02,-4.432249189257812638e+00,1.666276478633333114e-01,2.128132308395593419e+00
9.000000000000000222e-01,7.106941311799999994e+02,-4.434519857617187810e+00,2.968302933066666593e-01,2.128200473066015341e+00
9.500000000000000666e-01,6.893101978099999769e+02,-4.431088289453125384e+00,8.437793987999997469e-02,2.122278109090863563e+00
