time_ps,T_K,PE_eV_atom,P_GPa,rho_g_cm3
5.000000000000000278e-02,3.111521922300000256e+02,-4.503358558007812817e+00,-6.228969059333332864e-02,2.212323537495663572e+00
1.000000000000000056e-01,3.069549454900000001e+02,-4.502821231249999556e+00,1.492619845733333117e-01,2.224063494481896885e+00
1.500000000000000222e-01,3.061198243399999797e+02,-4.502276961523437926e+00,3.310776288766666409e-01,2.227451848179375027e+00
2.000000000000000111e-01,3.085147240399999760e+02,-4.501017586914062285e+00,-1.444093073809999961e-01,2.212836820498231383e+00
2.500000000000000000e-01,3.200404398200000173e+02,-4.500166550781250052e+00,-1.207345698694000102e-01,2.197001407770936776e+00
3.000000000000000444e-01,3.150495206300000177e+02,-4.497874080859374679e+00,-2.861022490436666565e-01,2.191041812335206007e+00
3.500000000000000333e-01,3.304670679100000257e+02,-4.498752654687500296e+00,-4.598131271333333325e-02,2.202110697225584612e+00
4.000000000000000222e-01,3.376860429500000009e+02,-4.499187036328124556e+00,2.623515386533333271e-01,2.217827074617490624e+00
4.500000000000000111e-01,3.364621408799999926e+02,-4.498917450585937061e+00,9.183432698599998389e-02,2.221297156536828243e+00
5.000000000000000000e-01,3.308581977100000131e+02,-4.498384827929687191e+00,1.905997354820000156e-01,2.210931654495187360e+00
5.500000000000000444e-01,3.253610103600000230e+02,-4.497949530664062223e+00,-2.620433460123333114e-01,2.194478668674428423e+00
6.000000000000000888e-01,3.177957285200000115e+02,-4.496961339257812718e+00,-2.466384337933333060e-01,2.188550457128891846e+00
6.500000000000000222e-01,3.389198126300000240e+02,-4.498419298632812868e+00,7.942256469233333060e-02,2.197251427429650406e+00
7.000000000000000666e-01,3.292308604599999740e+02,-4.495093241992187849e+00,-9.747269687366666435e-02,2.207086665921038193e+00
7.500000000000000000e-01,3.505681399900000201e+02,-4.496160508789062149e+00,3.574676666566666827e-01,2.213500933844531282e+00
8.000000000000000444e-01,3.393172890000000166e+02,-4.493652413476562302e+00,-2.806455757899999418e-02,2.207380628754608498e+00
8.500000000000000888e-01,3.504625915600000212e+02,-4.494270187304687525e+00,1.218001746433333282e-01,2.196666279412919920e+00
9.000000000000000222e-01,3.428021989999999732e+02,-4.492551212304687347e+00,-2.060896735800000698e-02,2.184842644006550483e+00
9.500000000000000666e-01,3.564364589699999897e+02,-4.493517107617187811e+00,-4.677657232966667133e-01,2.180434341317873503e+00
1.000000000000000000e+00,3.734241982699999767e+02,-4.494852179296874972e+00,-6.612677906533333261e-02,2.193361590503100977e+00
1.050000000000000044e+00,3.486941235400000210e+02,-4.490501212695312105e+00,7.540674797533333806e-02,2.210534720627896910e+00
1.100000000000000089e+00,3.933092686300000196e+02,-4.494040871679687577e+00,3.596346350533333180e-01,2.220274401786575869e+00
1.150000000000000133e+00,3.828946812899999941e+02,-4.490714900585937919e+00,1.968704416566666726e-01,2.216233851206907524e+00
1.200000000000000178e+00,3.714057517599999869e+02,-4.488350164648437612e+00,-5.876436079166666437e-02,2.202730904987241001e+00
1.250000000000000000e+00,4.036531724899999745e+02,-4.492332818945312667e+00,1.249455104913333309e-01,2.189445559762130067e+00
1.300000000000000044e+00,3.872290650599999822e+02,-4.491270157226562532e+00,-4.120359487499999918e-01,2.176385322713044079e+00
1.350000000000000089e+00,3.648804954199999884e+02,-4.490494012695312342e+00,-1.927552703466667017e-01,2.176947110923795670e+00
1.400000000000000133e+00,3.586065643000000023e+02,-4.491549499218749908e+00,-2.858868883116666981e-01,2.190366306386106743e+00
1.450000000000000178e+00,3.759404374100000155e+02,-4.494168404492187463e+00,2.699687480433333175e-01,2.212806222664759126e+00
1.500000000000000000e+00,3.716777748399999837e+02,-4.492670481835937757e+00,3.506576491866666423e-01,2.221963183236618455e+00
1.550000000000000044e+00,3.863077350799999863e+02,-4.491484404687500209e+00,1.088393182840000084e-01,2.214162918055486262e+00
1.600000000000000089e+00,3.878495763799999736e+02,-4.489401469140624990e+00,3.391916489100000459e-02,2.197134936278706263e+00
1.650000000000000133e+00,3.882772744499999931e+02,-4.488330693750000044e+00,-1.233466124896666627e-01,2.182085825261370182e+00
1.700000000000000178e+00,3.833181425399999966e+02,-4.486463227734375003e+00,-2.137594854566666758e-01,2.177241442193540877e+00
1.750000000000000000e+00,3.891482865199999992e+02,-4.485376860156249812e+00,-1.782173642900000132e-01,2.180316230823522439e+00
1.800000000000000044e+00,3.982926657099999943e+02,-4.485030700781249990e+00,1.524359478373333299e-01,2.190953182139825817e+00
1.850000000000000089e+00,4.194163123299999825e+02,-4.486713747656249751e+00,2.708198616299999431e-02,2.199604145803948807e+00
1.900000000000000133e+00,4.187002669799999808e+02,-4.485843903906250318e+00,1.770489616700000324e-01,2.202601324604492650e+00
1.950000000000000178e+00,4.190522630199999981e+02,-4.485077168359374866e+00,6.260206020866666832e-02,2.195901449536720840e+00
2.000000000000000000e+00,4.162140734399999928e+02,-4.483711802148437897e+00,1.642580443533333268e-01,2.184335457693517668e+00
2.050000000000000266e+00,4.243884596799999827e+02,-4.483622128906249671e+00,-3.132468676766667071e-01,2.170880669327031498e+00
2.100000000000000089e+00,4.224798959999999965e+02,-4.481987285351562100e+00,-1.081783428503333283e-01,2.166572869185186878e+00
2.149999999999999911e+00,4.411731058699999721e+02,-4.482661354101562523e+00,1.171522262066665952e-02,2.170183070452136764e+00
2.200000000000000178e+00,4.190515844899999820e+02,-4.478504103320312346e+00,-2.629182191666667220e-03,2.176531363478708681e+00
2.250000000000000000e+00,4.348362368200000105e+02,-4.479234047265625129e+00,1.084431189419999830e-01,2.182543429442129312e+00
2.300000000000000266e+00,4.640291849299999853e+02,-4.481969171289062359e+00,-6.339724886333331956e-03,2.185215124039667778e+00
2.350000000000000089e+00,4.315308831199999986e+02,-4.477732026367187146e+00,2.799197542933333782e-01,2.185209336761410714e+00
2.400000000000000355e+00,4.569740666800000213e+02,-4.481669609375000363e+00,-9.290047753766667027e-02,2.179491034882218070e+00
2.450000000000000178e+00,4.500201618500000222e+02,-4.482565911132812886e+00,-5.850088418033333459e-02,2.173116653405483323e+00
2.500000000000000000e+00,4.248272399499999779e+02,-4.481136521679687235e+00,-1.495281005300000132e-01,2.170365179704285996e+00
2.550000000000000266e+00,4.204630537799999956e+02,-4.480848203125000317e+00,-2.562967596400000381e-01,2.175223199387507744e+00
2.600000000000000089e+00,4.398489435000000185e+02,-4.481818102148437788e+00,7.648824696999999284e-02,2.185540393660551306e+00
2.650000000000000355e+00,4.496404893000000129e+02,-4.480258361914062348e+00,1.304141462044333399e-01,2.194240509823857543e+00
2.700000000000000178e+00,4.486814706499999943e+02,-4.477924083789062593e+00,2.158812683243332975e-01,2.198229931571800133e+00
2.750000000000000000e+00,4.424805140099999790e+02,-4.476346912304687287e+00,2.618879816356666779e-01,2.196310833803899243e+00
2.800000000000000266e+00,4.500879657099999918e+02,-4.476844755078125182e+00,1.191465935983333363e-01,2.186063176853915380e+00
2.850000000000000089e+00,4.615351094399999852e+02,-4.477328445117187528e+00,5.412790797666666709e-02,2.170215584927738028e+00
2.900000000000000355e+00,4.526271797100000072e+02,-4.474405585156249643e+00,-3.092436693653333180e-01,2.156278506511042803e+00
2.950000000000000178e+00,4.463441364899999826e+02,-4.471314899804687215e+00,-8.789127687000001035e-03,2.153391369391786547e+00
3.000000000000000000e+00,4.893336736499999802e+02,-4.474775099023437619e+00,-3.215224715866666361e-01,2.156990850517265912e+00
3.050000000000000266e+00,4.866163848200000075e+02,-4.473466154101562786e+00,-1.097166800000011906e-04,2.168257960397144579e+00
3.100000000000000089e+00,5.037601900099999739e+02,-4.475245947265625190e+00,1.017906113326666889e-01,2.178254672446057416e+00
3.150000000000000355e+00,5.180928222999999662e+02,-4.477300877148437941e+00,-1.121607966666771095e-04,2.184398190367752957e+00
3.200000000000000178e+00,4.938669943200000034e+02,-4.475047428320312548e+00,3.301753019466666661e-01,2.187135702173339080e+00
3.250000000000000000e+00,4.951740365599999905e+02,-4.475398700195312607e+00,-2.545828323859999909e-01,2.182721084841380055e+00
3.300000000000000266e+00,4.848534592199999906e+02,-4.473624641210937725e+00,1.991211912316666888e-01,2.180440555022823634e+00
3.350000000000000089e+00,5.016105513399999722e+02,-4.474753434374999728e+00,4.230081999997969966e-05,2.172893766350347367e+00
3.400000000000000355e+00,5.132983266300000196e+02,-4.474014674609374964e+00,4.372600729999990936e-03,2.163321558222091490e+00
3.450000000000000178e+00,5.039624260499999764e+02,-4.469600394921875441e+00,-3.729241018000000601e-02,2.154391537847674343e+00
3.500000000000000000e+00,5.281439061800000445e+02,-4.470245205078125394e+00,-3.407154356666666217e-01,2.150009846763009769e+00
3.550000000000000266e+00,5.355615434100000130e+02,-4.470375923632812665e+00,1.695974817233333876e-02,2.153867251842110697e+00
3.600000000000000089e+00,5.301547793700000284e+02,-4.469396483398437425e+00,-2.122843862666666179e-02,2.159775495967405590e+00
3.650000000000000355e+00,5.161192010600000231e+02,-4.467589205468749824e+00,-2.306537799600000618e-02,2.165667904363179908e+00
3.700000000000000178e+00,5.110034992700000203e+02,-4.467406450585937883e+00,1.086649731033333260e-01,2.169852234811522784e+00
3.750000000000000000e+00,5.108353576499999917e+02,-4.468351652343749869e+00,2.778936733866666994e-02,2.174111400337801925e+00
3.800000000000000266e+00,5.083933428000000276e+02,-4.470116241601562734e+00,2.262869146504999929e-01,2.177656061774341012e+00
3.850000000000000089e+00,4.827900586200000248e+02,-4.469638502148437276e+00,1.014233053336666551e-01,2.173416761173092571e+00
3.900000000000000355e+00,5.080214808499999890e+02,-4.474500835742187377e+00,-1.062837977826666669e-01,2.164372293046229245e+00
3.950000000000000178e+00,4.843603555500000084e+02,-4.470843222460937127e+00,-6.901550752700000291e-02,2.157699773317927505e+00
4.000000000000000000e+00,4.861182384300000194e+02,-4.467462810546875218e+00,-3.351932775900000050e-01,2.158792926189200934e+00
4.049999999999999822e+00,5.120886732599999505e+02,-4.467476053124999957e+00,1.463570548033333307e-01,2.168206202402485960e+00
4.100000000000000533e+00,5.435324723899999526e+02,-4.468921114843750431e+00,2.251461158808999719e-01,2.175272363065771319e+00
4.150000000000000355e+00,5.578203796200000397e+02,-4.468721247460937462e+00,2.779896456124332782e-01,2.175496704010562166e+00
4.200000000000000178e+00,5.363213094300000421e+02,-4.464633676367187221e+00,-1.682132749299999896e-02,2.167065680617048962e+00
4.250000000000000000e+00,5.410942296399999805e+02,-4.464266616015624578e+00,1.653842444666667189e-02,2.158004523995348034e+00
4.299999999999999822e+00,5.399632740600000034e+02,-4.462352450000000026e+00,-6.180714197966667017e-02,2.150510830950163044e+00
4.350000000000000533e+00,5.549456421700000419e+02,-4.461655231640625274e+00,-6.023115863333333708e-02,2.145010324821406300e+00
4.400000000000000355e+00,5.570674964099999897e+02,-4.460021178515624740e+00,-1.271778806599999923e-01,2.141067464098768802e+00
