lag_ps,Li_A2,P_A2,S_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.610713632817496577e-01,8.609195479495468373e-02,1.477173825945246877e-01
2.000000000000000111e-01,4.735932021604229436e-01,1.377511816754416196e-01,2.316449081453723358e-01
3.000000000000000444e-01,5.386633091054795486e-01,1.521740321750707503e-01,2.417311304814592776e-01
4.000000000000000222e-01,5.711445375031412031e-01,1.581005035249937740e-01,2.517853483487376698e-01
5.000000000000000000e-01,5.985361146813472644e-01,1.578044711205700001e-01,2.540994339714660599e-01
6.000000000000000888e-01,6.157647054383325047e-01,1.538667136266493596e-01,2.512062519674914118e-01
7.000000000000000666e-01,6.345763232002835652e-01,1.536307662956034048e-01,2.515430014143369974e-01
8.000000000000000444e-01,6.496789325136355098e-01,1.517397459071311849e-01,2.519541896831961614e-01
9.000000000000000222e-01,6.646843514243793161e-01,1.500646662288355193e-01,2.514129138825347276e-01
1.000000000000000000e+00,6.776914572910328616e-01,1.483428136227223360e-01,2.511771755396384198e-01
1.100000000000000089e+00,6.902929641985429132e-01,1.478597709223840040e-01,2.513323369327981616e-01
1.200000000000000178e+00,7.049682698807683279e-01,1.499252310475961136e-01,2.547699399933817110e-01
1.300000000000000044e+00,7.200190895297259308e-01,1.528073819550533896e-01,2.589033252779432415e-01
1.400000000000000133e+00,7.334396816145364317e-01,1.553778403695137145e-01,2.626621134159752846e-01
1.500000000000000000e+00,7.463058421612814852e-01,1.578572286146751880e-01,2.654142130171211478e-01
1.600000000000000089e+00,7.589989685494918925e-01,1.592740635127253279e-01,2.677126796326487201e-01
1.700000000000000178e+00,7.701628673404518066e-01,1.600473126324864770e-01,2.692641945782404678e-01
1.800000000000000044e+00,7.797073820991489157e-01,1.604587929988294248e-01,2.705741535401549047e-01
1.900000000000000133e+00,7.895131348117354619e-01,1.602528821693751937e-01,2.714576889805017657e-01
2.000000000000000000e+00,7.970601797748105843e-01,1.598439753320913814e-01,2.710208961594254840e-01
2.100000000000000089e+00,8.056253550708151190e-01,1.592430143072965376e-01,2.708255151168068031e-01
2.200000000000000178e+00,8.155620008266587506e-01,1.598518067289605160e-01,2.723756032446935649e-01
2.300000000000000266e+00,8.252126993569128821e-01,1.606426822851617087e-01,2.738910341577990293e-01
2.400000000000000355e+00,8.334588622607462804e-01,1.611190808845176514e-01,2.746386512040178696e-01
2.500000000000000000e+00,8.417575468740714495e-01,1.614017960558062903e-01,2.753474448231684746e-01
2.600000000000000089e+00,8.509409676970757230e-01,1.620103401268192800e-01,2.764030472138700456e-01
2.700000000000000178e+00,8.590802371871558707e-01,1.627937014823269135e-01,2.778151236886052811e-01
2.800000000000000266e+00,8.665237816229141021e-01,1.637433182207876925e-01,2.793878757777824018e-01
2.900000000000000355e+00,8.751583220310442668e-01,1.640382477492539348e-01,2.800782660197747020e-01
3.000000000000000000e+00,8.837600634350565310e-01,1.649282505855417802e-01,2.818422824328182807e-01
3.100000000000000089e+00,8.916274834132456029e-01,1.657096629607247573e-01,2.829575476023083458e-01
3.200000000000000178e+00,8.998276990745099901e-01,1.661495718480580364e-01,2.836718268324688319e-01
3.300000000000000266e+00,9.078393723136981563e-01,1.666483573366923376e-01,2.845019760015636279e-01
3.400000000000000355e+00,9.154567223268007536e-01,1.665835998668215301e-01,2.846521961294496417e-01
3.500000000000000000e+00,9.223594076888963489e-01,1.659879332689033760e-01,2.850373403031726260e-01
3.600000000000000089e+00,9.301131505847489711e-01,1.659948309131923649e-01,2.854735508140175959e-01
3.700000000000000178e+00,9.374138029593506172e-01,1.666569837359788142e-01,2.866060520492393349e-01
3.800000000000000266e+00,9.453104823361531128e-01,1.675598047358998477e-01,2.880837404003746549e-01
3.900000000000000355e+00,9.519740738481423659e-01,1.681596696933786994e-01,2.891905296752608767e-01
4.000000000000000000e+00,9.585275494190605983e-01,1.687192441675933463e-01,2.900273548273404889e-01
4.100000000000000533e+00,9.666946524954935782e-01,1.693384679898443657e-01,2.911870947391952402e-01
4.200000000000000178e+00,9.739224889096294024e-01,1.697865205887760798e-01,2.922667019932373988e-01
4.299999999999999822e+00,9.801435730640687405e-01,1.696915423685503022e-01,2.931399842262399358e-01
4.400000000000000355e+00,9.864625489148257653e-01,1.699079535471996194e-01,2.932991974100034316e-01
4.500000000000000000e+00,9.912250789951774221e-01,1.696798175539879494e-01,2.930737889341766267e-01
4.600000000000000533e+00,9.974258998065548276e-01,1.699701570965432007e-01,2.937471156988630261e-01
4.700000000000000178e+00,1.002824726697212787e+00,1.706242316370103762e-01,2.944278536350657394e-01
4.800000000000000711e+00,1.009030566738002843e+00,1.710868285985846504e-01,2.951670863633042430e-01
4.900000000000000355e+00,1.016120110974086721e+00,1.714489428448715269e-01,2.957557571171282040e-01
5.000000000000000000e+00,1.022580338717459458e+00,1.709706397940355393e-01,2.961144698871767678e-01
5.100000000000000533e+00,1.028294286981879635e+00,1.712280462788157709e-01,2.962479115578083855e-01
5.200000000000000178e+00,1.034079304975470626e+00,1.714585422551674065e-01,2.965984471270108336e-01
5.300000000000000711e+00,1.040234482608728417e+00,1.717215792712184774e-01,2.971224768502995772e-01
5.400000000000000355e+00,1.047518519983402729e+00,1.724871374458857853e-01,2.983160233747795265e-01
5.500000000000000000e+00,1.053899675153107118e+00,1.728609687111808679e-01,2.992575334610620419e-01
5.600000000000000533e+00,1.060077760408444369e+00,1.730236203993456845e-01,3.001080880269709206e-01
5.700000000000000178e+00,1.065588554072769201e+00,1.733719975457695406e-01,3.007633736874733565e-01
5.800000000000000711e+00,1.071621203710358960e+00,1.738835027558675028e-01,3.017554900489603509e-01
5.900000000000000355e+00,1.077936742674281190e+00,1.739662298540155805e-01,3.021664153885075255e-01
6.000000000000000000e+00,1.084273766649289872e+00,1.741567498604567887e-01,3.026499630372917471e-01
6.100000000000000533e+00,1.090177794004711487e+00,1.745558858511219724e-01,3.029939007387934535e-01
6.200000000000000178e+00,1.097009301769659606e+00,1.750243169055927528e-01,3.035635953102993612e-01
6.300000000000000711e+00,1.103953579773916394e+00,1.756807169300396987e-01,3.048694432614810768e-01
6.400000000000000355e+00,1.109809819961915300e+00,1.756628670598387454e-01,3.053406337790184888e-01
6.500000000000000000e+00,1.115353769817908569e+00,1.753241857964387418e-01,3.051196778155348954e-01
6.600000000000000533e+00,1.120093886255207449e+00,1.755668508245558923e-01,3.050617894303944699e-01
6.700000000000000178e+00,1.126592856172003776e+00,1.759939841589496790e-01,3.059346500700084737e-01
6.800000000000000711e+00,1.132148207180309507e+00,1.765280729579433716e-01,3.069423913107672264e-01
6.900000000000000355e+00,1.137948396191958755e+00,1.768793498044340107e-01,3.078323530509826655e-01
7.000000000000000000e+00,1.143169179633156451e+00,1.773590973974726315e-01,3.084003969703333903e-01
7.100000000000000533e+00,1.148238715678291166e+00,1.772876218407459237e-01,3.082419333043037724e-01
7.200000000000000178e+00,1.154071715182734881e+00,1.770816193264927729e-01,3.081365430093105928e-01
7.300000000000000711e+00,1.161469469749284444e+00,1.774491104495652671e-01,3.089648257760621020e-01
7.400000000000000355e+00,1.167832290001520779e+00,1.781836918957102611e-01,3.103408963199382198e-01
7.500000000000000000e+00,1.174182085521496388e+00,1.788200058893205102e-01,3.114554808075425396e-01
7.600000000000000533e+00,1.180867513764264798e+00,1.793638520237485212e-01,3.121345991575348311e-01
7.700000000000000178e+00,1.186549358984584801e+00,1.800418859805817118e-01,3.129007456639383844e-01
7.800000000000000711e+00,1.193171421006675947e+00,1.799595946132865054e-01,3.132306549409915597e-01
7.900000000000000355e+00,1.198630919644572357e+00,1.802015783335508547e-01,3.135768863683349172e-01
8.000000000000000000e+00,1.204157730727189790e+00,1.802073156588214764e-01,3.139692777355319597e-01
8.099999999999999645e+00,1.208883521742956768e+00,1.801550707205804569e-01,3.141851059270925339e-01
8.200000000000001066e+00,1.212081464865906844e+00,1.798423590700269081e-01,3.136360640619815787e-01
8.300000000000000711e+00,1.216595871519092764e+00,1.796900645186807199e-01,3.136144629767517178e-01
8.400000000000000355e+00,1.222136596219539184e+00,1.798542753706528496e-01,3.141869703377905831e-01
8.500000000000000000e+00,1.227656759901881500e+00,1.804343639557719758e-01,3.150457767046725421e-01
8.599999999999999645e+00,1.232850545870134873e+00,1.812602357396777553e-01,3.157283967076069398e-01
8.700000000000001066e+00,1.239906498910710253e+00,1.819355007360108634e-01,3.170564814248141294e-01
8.800000000000000711e+00,1.244622747971235510e+00,1.825177923190062501e-01,3.177078571348518898e-01
8.900000000000000355e+00,1.250041840778744584e+00,1.824469371117309058e-01,3.179476524905898160e-01
9.000000000000000000e+00,1.256002436514317200e+00,1.827651484009208127e-01,3.183728861199870974e-01
9.099999999999999645e+00,1.262123247834174622e+00,1.832883358835467880e-01,3.186875987563169699e-01
9.200000000000001066e+00,1.267792375712056829e+00,1.832295932791448978e-01,3.187728078181961133e-01
9.300000000000000711e+00,1.273138737390485886e+00,1.823430459555684946e-01,3.181723935014658111e-01
9.400000000000000355e+00,1.277050580307053096e+00,1.816728477929394348e-01,3.179760711674999296e-01
9.500000000000000000e+00,1.282454550169382923e+00,1.816410612812561776e-01,3.178783395475803797e-01
9.600000000000001421e+00,1.286731933380682813e+00,1.810456811310850733e-01,3.173292465537035367e-01
9.700000000000001066e+00,1.292399594326196777e+00,1.808394760388633282e-01,3.169874719792782902e-01
9.800000000000000711e+00,1.298302043803127637e+00,1.816703592486828556e-01,3.177782947242894784e-01
9.900000000000000355e+00,1.305093427936223183e+00,1.826338864213405133e-01,3.194443024363995409e-01
1.000000000000000000e+01,1.312977769877573975e+00,1.834293937050911483e-01,3.207399769834850534e-01
1.010000000000000142e+01,1.319263971447100836e+00,1.841563684471770879e-01,3.214312984238116844e-01
1.020000000000000107e+01,1.325532254000301613e+00,1.847847616685699412e-01,3.222951866405092125e-01
1.030000000000000071e+01,1.330775198652678126e+00,1.851590790409431975e-01,3.225446153028302954e-01
1.040000000000000036e+01,1.336118688192138970e+00,1.850637813125300679e-01,3.224341892205869198e-01
1.050000000000000000e+01,1.340577162991367421e+00,1.843695538842931303e-01,3.220066115580986765e-01
1.060000000000000142e+01,1.345629243193260161e+00,1.836861614769746687e-01,3.213587370328054305e-01
1.070000000000000107e+01,1.349752300992866250e+00,1.837326124646847803e-01,3.215789601464172920e-01
1.080000000000000071e+01,1.354965884399685239e+00,1.838041792702165278e-01,3.219952212900360489e-01
1.090000000000000036e+01,1.358752096312931590e+00,1.835143337478072345e-01,3.217048044287029729e-01
1.100000000000000000e+01,1.363083776102625100e+00,1.834470776066617903e-01,3.215996776837501403e-01
1.110000000000000142e+01,1.368520439985678738e+00,1.836576427967656910e-01,3.216602854399543410e-01
1.120000000000000107e+01,1.372323586313630495e+00,1.831346145679459414e-01,3.215119992153961936e-01
1.130000000000000071e+01,1.378273595028747245e+00,1.834680681678020064e-01,3.222481826125246362e-01
1.140000000000000036e+01,1.382896011323215157e+00,1.843979858171123087e-01,3.227671981466245232e-01
1.150000000000000000e+01,1.389298985106484308e+00,1.852363914653100407e-01,3.239831202749178241e-01
1.160000000000000142e+01,1.394850219188605855e+00,1.856891156050820835e-01,3.251575312897111991e-01
1.170000000000000107e+01,1.399713158855738326e+00,1.860249349443965361e-01,3.252811721135496770e-01
1.180000000000000071e+01,1.403315866625879371e+00,1.855935582710760701e-01,3.250367900462693416e-01
1.190000000000000036e+01,1.407512005638108965e+00,1.852604847056902038e-01,3.245381839156902815e-01
1.200000000000000000e+01,1.412135247383781156e+00,1.849768397098378869e-01,3.247119035404819609e-01
1.210000000000000142e+01,1.417120971501270255e+00,1.851839049258575121e-01,3.255462609090568060e-01
1.220000000000000107e+01,1.422301198295220503e+00,1.856211279948035420e-01,3.264090588824611339e-01
1.230000000000000071e+01,1.426158520642362371e+00,1.856536272286223588e-01,3.265663896310974090e-01
1.240000000000000036e+01,1.431413648705939679e+00,1.864255658677850258e-01,3.274113908551826713e-01
1.250000000000000000e+01,1.436414942009427653e+00,1.871431876108801129e-01,3.280975931926158329e-01
