time_ps,T_K,P_GPa,PE_eV_atom,rho_g_cm3
2.900000000000000355e+00,6.940138177400000359e+02,-2.278203977486666643e-01,-4.805850416822916138e+00,1.800019285273289471e+00
2.950000000000000178e+00,7.932056349099999579e+02,-1.819798361133333209e-02,-4.813602989895833240e+00,1.779360335438781915e+00
3.000000000000000000e+00,7.362870370599999887e+02,-1.379616457933333373e-01,-4.805074152447916802e+00,1.762318514243753187e+00
3.050000000000000266e+00,7.421046545000000378e+02,-1.789602119819999893e-01,-4.808599498124999982e+00,1.749739465844189601e+00
3.100000000000000089e+00,7.266117836199999829e+02,-2.148214206534999893e-01,-4.814469836406249925e+00,1.741616011821091714e+00
3.150000000000000355e+00,6.582915481899999577e+02,2.223769703066666714e-01,-4.812002097604167083e+00,1.736896922237212371e+00
3.200000000000000178e+00,6.670617301300000008e+02,-6.277579489516665889e-02,-4.814891547708333164e+00,1.726422224562232488e+00
3.250000000000000000e+00,7.090431157799999937e+02,-5.003654442966666283e-01,-4.818758153489583584e+00,1.715878455408861747e+00
3.300000000000000266e+00,6.682130052799999476e+02,2.758021149700000119e-01,-4.811399967760416452e+00,1.714664084552449896e+00
3.350000000000000089e+00,7.030751926899999944e+02,-2.427478040383333202e-01,-4.812990767499999656e+00,1.709082375177914503e+00
3.400000000000000355e+00,7.319646519299999454e+02,4.707183431479999847e-02,-4.813219403385416761e+00,1.711975438093180202e+00
3.450000000000000178e+00,7.269383274499999743e+02,-6.211310427133334006e-02,-4.810295461770833114e+00,1.716661071890779766e+00
3.500000000000000000e+00,7.292629093100000546e+02,3.102504809166666822e-01,-4.810757548489583257e+00,1.721623409197732268e+00
3.550000000000000266e+00,7.052415476700000454e+02,-2.987337783799999813e-01,-4.810238437604167139e+00,1.717758076280218260e+00
3.600000000000000089e+00,6.566214926699999523e+02,-9.088319874153333311e-02,-4.807318949010416453e+00,1.721814734087045773e+00
3.650000000000000355e+00,7.295501725899999883e+02,-1.165208606403333319e-01,-4.819537108697916850e+00,1.736180155022992722e+00
3.700000000000000178e+00,6.605723878999999670e+02,-1.385225115893333470e-01,-4.813566587239583860e+00,1.752169737805098881e+00
3.750000000000000000e+00,6.519188661599999932e+02,4.815620676599999261e-01,-4.815764274427083436e+00,1.769628540372211400e+00
3.800000000000000266e+00,6.354564396399999850e+02,-3.523325837199999810e-01,-4.814953100208333225e+00,1.782313595916806381e+00
3.850000000000000089e+00,6.722232915499999990e+02,4.580364269633332985e-01,-4.816981219375000123e+00,1.802324222221762584e+00
3.900000000000000355e+00,7.196038095400000429e+02,-1.541849064249999901e-01,-4.816180836874999649e+00,1.807573987296249740e+00
3.950000000000000178e+00,7.262250315899999578e+02,-6.762681439499999836e-02,-4.812018544947917142e+00,1.812493229699841280e+00
4.000000000000000000e+00,7.007940401900000325e+02,1.699277246346666548e-01,-4.806124474322916562e+00,1.821156339896998988e+00
4.049999999999999822e+00,7.500516322299999956e+02,2.124452762566666486e-01,-4.811365768124999498e+00,1.824524630020941007e+00
4.100000000000000533e+00,7.459281257500000493e+02,7.644865952433336879e-03,-4.812294402708332974e+00,1.819809755894192582e+00
4.150000000000000355e+00,6.464712477799999988e+02,1.243151107330000005e-01,-4.804698579270833214e+00,1.811005081961871044e+00
4.200000000000000178e+00,7.005646221199999673e+02,2.284068838113333111e-01,-4.816722037239583365e+00,1.800351699140369410e+00
4.250000000000000000e+00,7.414376776300000529e+02,-6.751667263999999724e-02,-4.825850180833333170e+00,1.784760770021626586e+00
4.299999999999999822e+00,6.245566837799999576e+02,-4.425822955300000028e-01,-4.813119540312500000e+00,1.766988859676344781e+00
4.350000000000000533e+00,6.659552848399999903e+02,1.428616183566666642e-01,-4.816404440729166403e+00,1.759031790710903209e+00
4.400000000000000355e+00,7.528098579300000210e+02,-4.857713809366666635e-01,-4.824512909947916484e+00,1.750924044165046434e+00
4.450000000000000178e+00,6.624714034800000491e+02,-1.587765328066666551e-02,-4.811514248020833051e+00,1.756160702289685460e+00
4.500000000000000000e+00,6.488272973199999569e+02,3.402943937043333977e-01,-4.808173614427083464e+00,1.767904489809336788e+00
4.549999999999999822e+00,7.480898624400000472e+02,-1.263057981759999893e-01,-4.818179587031250044e+00,1.777748505769346510e+00
4.600000000000000533e+00,7.880829358800000364e+02,-5.419841831999995703e-03,-4.817915512239583364e+00,1.787895912007855470e+00
4.650000000000000355e+00,7.426723363300000074e+02,2.256646935829999812e-01,-4.808654588125000018e+00,1.791517137042901275e+00
4.700000000000000178e+00,7.327542038300000513e+02,1.715191616219999826e-01,-4.807538255104167213e+00,1.783424048474316681e+00
4.750000000000000000e+00,7.248941508000000340e+02,-1.626252009736666726e-01,-4.811441311718749780e+00,1.771221993260843952e+00
4.800000000000000711e+00,7.048230299099999456e+02,3.432222461116666845e-01,-4.818387715729167020e+00,1.763725129212592169e+00
4.850000000000000533e+00,6.415366830299999492e+02,-1.777793789426666826e-01,-4.815048489322916403e+00,1.750413081864173215e+00
4.900000000000000355e+00,6.708958480000000009e+02,1.522838052033333445e-01,-4.819957897083333442e+00,1.742210796378973248e+00
4.950000000000000178e+00,6.511188628400000198e+02,-4.072790130333333036e-01,-4.816119331510416934e+00,1.732147320873104857e+00
5.000000000000000000e+00,7.342176860399999896e+02,1.835282627800000066e-01,-4.823281290677083000e+00,1.732537130510226842e+00
5.050000000000000711e+00,7.008316604100000404e+02,-5.175780410033333778e-01,-4.815153565677083414e+00,1.732269232647128065e+00
5.100000000000000533e+00,7.064123573800000031e+02,9.253169803900000712e-02,-4.811428951197917137e+00,1.748434676903387830e+00
5.150000000000000355e+00,7.115576862599999686e+02,6.524740167866667495e-02,-4.806227426302083217e+00,1.767456839973069904e+00
5.200000000000000178e+00,7.185593196999999464e+02,1.641640751900000084e-01,-4.802980288854166169e+00,1.784617167973501228e+00
5.250000000000000000e+00,7.439448285900000428e+02,-1.055512814163333118e-01,-4.805222035156250016e+00,1.795319647202201940e+00
5.300000000000000711e+00,7.873037904699999672e+02,-2.675390182599999833e-01,-4.813362592916666571e+00,1.808681831230385173e+00
5.350000000000000533e+00,6.783447369499999695e+02,1.262747429396666732e-01,-4.804430086197917227e+00,1.833059122866734114e+00
5.400000000000000355e+00,6.888091086599999926e+02,8.800009869629998871e-02,-4.808621461302083233e+00,1.858531591491345392e+00
5.450000000000000178e+00,7.115741762100000187e+02,9.060595856666664102e-03,-4.813667195104167185e+00,1.881056612900552594e+00
5.500000000000000000e+00,6.378817784699999720e+02,3.939045480766665830e-01,-4.806125979531249648e+00,1.899827809306746440e+00
5.550000000000000711e+00,7.614716563099999576e+02,1.483358073533332620e-02,-4.823414892343749649e+00,1.907730048567073400e+00
5.600000000000000533e+00,7.333025307200000498e+02,6.618175090000011362e-03,-4.823694076197916125e+00,1.911935738111538718e+00
5.650000000000000355e+00,6.985541470299999673e+02,2.758173780666666741e-01,-4.824563525468749781e+00,1.914892690908994721e+00
5.700000000000000178e+00,6.642014836399999922e+02,5.741042150933333560e-02,-4.825495678229166252e+00,1.908830881102502319e+00
5.750000000000000000e+00,6.294648682600000029e+02,-1.713006426333333332e-01,-4.823306466145833582e+00,1.897440910632492095e+00
5.800000000000000711e+00,6.315026026499999716e+02,2.105152355300000389e-01,-4.821658575104167177e+00,1.891407993979164814e+00
5.850000000000000533e+00,6.205002634200000102e+02,-1.223345638683333431e-01,-4.812511843020833346e+00,1.881872360092589513e+00
5.900000000000000355e+00,7.109026347699999633e+02,3.781707098233333397e-01,-4.817965053437499812e+00,1.870864755198699214e+00
5.950000000000000178e+00,6.928443044900000132e+02,-3.087262704000000024e-01,-4.813103749687500432e+00,1.849974561299954523e+00
6.000000000000000000e+00,7.490797307100000353e+02,-3.051624462733333321e-01,-4.818908582760417225e+00,1.838188899921265884e+00
6.050000000000000711e+00,6.621741264300000012e+02,1.342313047299999694e-02,-4.807922780572916999e+00,1.831450454626426749e+00
6.100000000000000533e+00,6.929183181299999887e+02,-7.402954539999988086e-03,-4.811553424739583029e+00,1.818982703132898004e+00
6.150000000000000355e+00,7.263568228999999974e+02,-3.130999197100000075e-01,-4.814520596614583425e+00,1.805661037135879443e+00
6.200000000000000178e+00,6.786573353899999574e+02,-4.418086872433333451e-02,-4.807051555208333049e+00,1.798341820951115277e+00
6.250000000000000000e+00,7.118910062600000401e+02,-1.847073605623333614e-01,-4.806905045208333505e+00,1.796597732223189636e+00
6.300000000000000711e+00,8.009874122600000419e+02,1.090388307749999980e-01,-4.813098773958333076e+00,1.801890649373427911e+00
6.350000000000000533e+00,8.081134063399999832e+02,-1.875238599733333178e-01,-4.811301456666666532e+00,1.798155487173670242e+00
6.400000000000000355e+00,7.681614662700000054e+02,3.020916558323333834e-01,-4.808239344739583920e+00,1.794361908182160681e+00
6.450000000000000178e+00,7.227580708499999673e+02,-5.560610945266667438e-01,-4.809026927291666809e+00,1.782684417699979651e+00
6.500000000000000000e+00,6.838766055199999983e+02,1.482832076933333354e-01,-4.809876274583333888e+00,1.781559798261857841e+00
6.550000000000000711e+00,6.968006917400000475e+02,2.907125596667000100e-01,-4.813981300729166968e+00,1.777591192986341051e+00
6.600000000000000533e+00,6.974894758100000445e+02,-2.265633389680000442e-01,-4.815303677760416790e+00,1.768441662021773775e+00
6.650000000000000355e+00,6.901446729599999799e+02,1.758839417966666652e-01,-4.815789708593750440e+00,1.762991003757421016e+00
6.700000000000000178e+00,6.356618095300000277e+02,-6.439638862890000037e-02,-4.808742370104166497e+00,1.752510102111009438e+00
6.750000000000000000e+00,6.757832104599999639e+02,-2.746319839703333376e-01,-4.810786430468749764e+00,1.746447616755074428e+00
6.800000000000000711e+00,7.392030020199999854e+02,-1.338123322186666742e-01,-4.814912534687500134e+00,1.751408486255558561e+00
6.850000000000000533e+00,6.600589837500000385e+02,-9.540109097333333843e-02,-4.802265041458332995e+00,1.762519968836573359e+00
6.900000000000000355e+00,7.425206092600000147e+02,-2.127163301733333289e-01,-4.810980329479166429e+00,1.778998017150960731e+00
6.950000000000000178e+00,7.423888320999999451e+02,2.148085814400000834e-02,-4.808792137812500478e+00,1.801195124756068688e+00
7.000000000000000000e+00,7.208700136400000247e+02,-1.796608983790000114e-01,-4.806072349531249621e+00,1.824071191339675657e+00
7.050000000000000711e+00,7.742914762599999676e+02,1.062689657233333307e-01,-4.815200215468750322e+00,1.850436472426200130e+00
7.100000000000000533e+00,6.873521445899999662e+02,-1.141980113870000174e-01,-4.812210418697916658e+00,1.872081619870837876e+00
7.150000000000000355e+00,6.983659843599999704e+02,4.947168427166666604e-01,-4.820420972291667105e+00,1.891904346694384786e+00
7.200000000000000178e+00,6.055424773600000208e+02,-8.813231179266667326e-02,-4.811633374635416516e+00,1.893375592073875069e+00
7.250000000000000000e+00,6.655413695900000448e+02,1.475930844143333309e-01,-4.818293974687500203e+00,1.892112709080588484e+00
7.300000000000000711e+00,6.480356036700000004e+02,-8.865070985166666195e-02,-4.813556031354166542e+00,1.888611202794122867e+00
7.350000000000000533e+00,6.448639184099999966e+02,1.212348161492000087e-01,-4.808465204635417045e+00,1.885528942925777551e+00
7.400000000000000355e+00,7.096838932099999511e+02,-2.746506247383333488e-01,-4.810502891093750399e+00,1.882444033725513499e+00
7.450000000000000178e+00,6.908072870700000294e+02,7.141270837000006540e-03,-4.804649746197916294e+00,1.890430510269037967e+00
7.500000000000000000e+00,7.294066523799999686e+02,-1.092281566406666515e-01,-4.807590141927083671e+00,1.896777487581903676e+00
7.550000000000000711e+00,7.369520972200000415e+02,-8.351147962533332636e-02,-4.808683701093749541e+00,1.903745006403185336e+00
7.600000000000000533e+00,7.534443102200000340e+02,2.556214867933333523e-01,-4.812938050468750006e+00,1.915391696040491087e+00
7.650000000000000355e+00,6.892381676200000129e+02,7.507949782199999089e-02,-4.810093975520833176e+00,1.918191001774449234e+00
7.700000000000000178e+00,7.189472619099999520e+02,3.719317944466666442e-02,-4.818906115364582909e+00,1.913126630773728909e+00
7.750000000000000000e+00,6.851454530099999829e+02,-9.005427461400000722e-02,-4.816936051145833453e+00,1.904714481119639924e+00
7.800000000000000711e+00,7.757260389299999588e+02,3.446888004553332885e-01,-4.829727999114583170e+00,1.896657454252303143e+00
7.850000000000000533e+00,6.188797607200000357e+02,-3.068500144533332918e-02,-4.813676744895833082e+00,1.876503476861738351e+00
7.900000000000000355e+00,6.943402983500000119e+02,3.528019899199999476e-01,-4.826197225520833634e+00,1.853231472398360058e+00
7.950000000000000178e+00,6.326572972100000243e+02,-4.196648252466666507e-01,-4.820576341770833828e+00,1.822831891415181982e+00
8.000000000000000000e+00,6.691007750300000225e+02,-1.392781020899999944e-01,-4.824874620833333516e+00,1.802491923100125959e+00
8.050000000000000711e+00,6.530126859900000227e+02,-4.923848591433333532e-01,-4.820134211666666779e+00,1.790032883491380122e+00
8.099999999999999645e+00,6.536153680899999472e+02,9.410254210633334226e-02,-4.813001045052083704e+00,1.792501384792722696e+00
8.150000000000000355e+00,6.769775253400000565e+02,-1.849821651376666598e-01,-4.808429992760416383e+00,1.800547844429551514e+00
8.200000000000001066e+00,7.278635517599999503e+02,2.736139932199999625e-01,-4.811571727395833165e+00,1.815275827130212738e+00
8.250000000000000000e+00,7.297749734100000296e+02,4.671241080000001350e-02,-4.812248247343750229e+00,1.819973873122753494e+00
8.300000000000000711e+00,7.080716007900000477e+02,3.084407262766666324e-01,-4.812802798333333243e+00,1.816358862184997536e+00
8.349999999999999645e+00,7.264093839500000058e+02,-1.752336217099997873e-03,-4.818555900677083059e+00,1.803828954096795556e+00
8.400000000000000355e+00,7.501299018800000340e+02,8.891360333266666582e-02,-4.824754447760416731e+00,1.788046883640172391e+00
8.450000000000001066e+00,6.918942287099999930e+02,-2.609481467166667179e-01,-4.819818824322916306e+00,1.768446333503071788e+00
8.500000000000000000e+00,6.764930213300000332e+02,2.025427565003332930e-01,-4.821009241562499881e+00,1.752307494619775419e+00
8.550000000000000711e+00,6.742074088800000027e+02,-1.859129525216666468e-01,-4.825442612708333634e+00,1.731527089345527015e+00
8.599999999999999645e+00,6.137563632599999437e+02,-2.071106111179999987e-01,-4.823641118645833892e+00,1.715476525786677753e+00
8.650000000000000355e+00,6.650627195800000209e+02,2.093069290566666740e-01,-4.832576336041666920e+00,1.708273343940459377e+00
8.700000000000001066e+00,6.038189739299999701e+02,-2.628364566993333651e-01,-4.823757786927083124e+00,1.697538515833648676e+00
8.750000000000000000e+00,5.899118684500000427e+02,-3.069890113033333368e-01,-4.814134735000000553e+00,1.694252283882262011e+00
8.800000000000000711e+00,6.537409880500000554e+02,5.160580855033333053e-02,-4.815479639322917116e+00,1.703821007351097094e+00
8.849999999999999645e+00,7.250719343299999764e+02,-2.084342673200000051e-01,-4.820607013020833165e+00,1.713209941326154118e+00
8.900000000000000355e+00,6.918324940300000208e+02,1.193752916449999923e-01,-4.813060104895833469e+00,1.724466559135539923e+00
8.950000000000001066e+00,7.369047114700000520e+02,-2.538445378400000160e-02,-4.816292892031250439e+00,1.734854814132928302e+00
9.000000000000000000e+00,7.712484226599999602e+02,4.714713677799999836e-01,-4.819956617864582959e+00,1.745741145232818647e+00
9.050000000000000711e+00,7.129100437800000236e+02,-1.051715417776666744e-01,-4.816469072031249965e+00,1.744462650984788255e+00
9.099999999999999645e+00,6.112639954600000465e+02,-6.098942072166665951e-02,-4.809202756510416954e+00,1.744386724772539310e+00
9.150000000000000355e+00,6.390651272500000459e+02,-2.981605758766667225e-01,-4.815294437812499773e+00,1.751171808790477735e+00
9.200000000000001066e+00,6.660895185099999480e+02,5.077362581866666780e-01,-4.818013438854166886e+00,1.770376905808300538e+00
9.250000000000000000e+00,7.231126343800000313e+02,3.739778081966666640e-02,-4.821672701822916629e+00,1.772777794658344508e+00
9.300000000000000711e+00,7.107551396400000385e+02,-1.810676279843333181e-01,-4.816053086250000170e+00,1.770054096099824115e+00
9.349999999999999645e+00,6.972311512200000152e+02,1.669200965923000046e-01,-4.811594555208333013e+00,1.771155251085168914e+00
9.400000000000000355e+00,7.426635753000000477e+02,2.464256041533333386e-01,-4.814712243802083513e+00,1.764659708201082422e+00
9.450000000000001066e+00,7.682970594199999823e+02,1.490521755396666537e-01,-4.818081994583333305e+00,1.746134517278729703e+00
9.500000000000000000e+00,6.395432482100000016e+02,-3.651876664333333911e-02,-4.805478034427083323e+00,1.724044324133835460e+00
9.550000000000000711e+00,6.767757497300000296e+02,-4.278396060580000326e-01,-4.815658570989583609e+00,1.707369555211174061e+00
9.600000000000001421e+00,6.834946460800000523e+02,-2.328018308400000291e-01,-4.820203690104166938e+00,1.707135968170458318e+00
9.650000000000000355e+00,6.369757553700000017e+02,1.449907621833333160e-01,-4.815184890885416458e+00,1.715949650659075454e+00
9.700000000000001066e+00,7.462678540299999668e+02,-2.355225552896666186e-01,-4.827677810260416535e+00,1.721863876007715843e+00
9.750000000000000000e+00,7.076901599000000260e+02,-1.440651871220000046e-01,-4.820427792656249544e+00,1.731267555422058235e+00
9.800000000000000711e+00,7.402365901499999836e+02,2.479358712966666933e-01,-4.818776834791666630e+00,1.740920851137758518e+00
9.850000000000001421e+00,7.832443149900000208e+02,4.255892088433332887e-01,-4.817466388281250289e+00,1.742012981252022863e+00
9.900000000000000355e+00,6.593163209499999766e+02,1.938682542733332834e-02,-4.799947539999999790e+00,1.729585249178662298e+00
9.950000000000001066e+00,7.387460498200000529e+02,-3.752753076033332746e-01,-4.808432392760416896e+00,1.717149487014479892e+00
1.000000000000000000e+01,7.443033287299999756e+02,7.388754895833332670e-02,-4.809555634322916440e+00,1.714312696727042562e+00
1.005000000000000071e+01,7.066422213900000315e+02,-2.931736939956666732e-01,-4.808600465312499850e+00,1.714775068484962084e+00
1.010000000000000142e+01,6.843035746799999970e+02,-1.435810782756666570e-01,-4.812316006041666760e+00,1.727531012591634108e+00
1.015000000000000036e+01,7.476296723399999564e+02,-4.172725065133333633e-01,-4.826163943645833676e+00,1.743001455287475299e+00
1.020000000000000107e+01,6.612798978700000134e+02,7.546539247333333700e-02,-4.820083051458333046e+00,1.766426515499029737e+00
1.025000000000000000e+01,6.139608180400000492e+02,2.379312309399999881e-01,-4.813684665729167200e+00,1.791018045913572942e+00
1.030000000000000071e+01,6.846616275500000484e+02,1.851539804753333518e-01,-4.819961154114583479e+00,1.809791242339735984e+00
1.035000000000000142e+01,7.424115261900000178e+02,8.314136231566666979e-02,-4.824926230364583013e+00,1.821381345947712393e+00
1.040000000000000036e+01,6.425835104499999488e+02,1.888584704283333693e-01,-4.811211796145832942e+00,1.825664464846402213e+00
1.045000000000000107e+01,7.445684718200000134e+02,-3.172702130699999734e-01,-4.821672828750000583e+00,1.822731268076809075e+00
1.050000000000000000e+01,7.089432314399999768e+02,1.618393838133333207e-01,-4.815408710052083485e+00,1.825630431275075294e+00
1.055000000000000071e+01,7.570763960499999712e+02,3.214088662816666497e-01,-4.819051307499999659e+00,1.823941335928274565e+00
1.060000000000000142e+01,7.357949742499999957e+02,2.504913488199999594e-01,-4.816661437864583561e+00,1.816998259350227851e+00
1.065000000000000036e+01,6.986569475300000249e+02,-1.085475164436666695e-01,-4.817658900364583552e+00,1.801749931679456518e+00
1.070000000000000107e+01,6.433034025099999553e+02,-8.024105334490000407e-02,-4.815525188645833232e+00,1.787350464412276629e+00
1.075000000000000000e+01,6.935417315500000086e+02,7.948357429033332811e-02,-4.825183358072917095e+00,1.776541892689594615e+00
1.080000000000000071e+01,6.601116499700000304e+02,-2.312334645906666541e-01,-4.822833090989583127e+00,1.763517801570878341e+00
1.085000000000000142e+01,6.484840312899999617e+02,1.826675650433333409e-01,-4.821505819947916827e+00,1.761582405035376331e+00
1.090000000000000036e+01,6.598197568000000501e+02,-1.656042520133333140e-01,-4.820956077135416962e+00,1.760437116173980687e+00
1.095000000000000107e+01,7.085192743200000223e+02,-2.232714203853333190e-01,-4.821782943541666810e+00,1.765464549033664454e+00
1.100000000000000000e+01,6.831682768399999759e+02,2.267437318270000002e-01,-4.811312375729166924e+00,1.774848995889796610e+00
1.105000000000000071e+01,7.247584145600000056e+02,2.261860470333332263e-02,-4.812271969791666493e+00,1.776501641597654890e+00
1.110000000000000142e+01,7.182614197999999988e+02,-3.051899603413333328e-01,-4.810529184531250557e+00,1.776829561379573930e+00
1.115000000000000036e+01,7.528384797899999512e+02,1.242237990633333206e-01,-4.816175611718749749e+00,1.788924476444287537e+00
1.120000000000000107e+01,7.438236391100000446e+02,4.714159326615667278e-01,-4.817610876354167182e+00,1.800713918837697936e+00
1.125000000000000000e+01,7.438335077000000410e+02,-1.618048614766666726e-01,-4.822927254114583562e+00,1.799927632077895190e+00
1.130000000000000071e+01,6.972089522500000385e+02,3.411606711833333194e-01,-4.823600522395833146e+00,1.799106336840375908e+00
