lag_ps,Li_A2,Zr_A2,Cl_A2,S_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.628254285757866682e-01,4.678346033585861069e-02,1.299158720850646098e-01,4.773385113290896931e-02,9.954745865345163147e-02
2.000000000000000111e-01,3.578406039152096652e-01,1.031245314156984394e-01,2.517773582482989436e-01,8.946968014031310423e-02,1.569061744461922037e-01
3.000000000000000444e-01,4.184772831866435117e-01,1.479925317768074067e-01,3.382337278858303931e-01,1.274510224893418142e-01,2.037484076420078005e-01
4.000000000000000222e-01,4.687225138962032855e-01,1.912506688178506609e-01,4.075042600050156616e-01,1.554778477060782260e-01,2.378869786088651239e-01
5.000000000000000000e-01,5.004141475310722731e-01,2.235791675972304826e-01,4.552437378724920047e-01,1.786329194844767376e-01,2.667961199595709210e-01
6.000000000000000888e-01,5.285828781657293529e-01,2.501198123679346241e-01,4.948250890026667514e-01,1.971280729497090212e-01,2.896622905906076073e-01
7.000000000000000666e-01,5.530857027663306225e-01,2.691978286840676637e-01,5.242741512019333250e-01,2.114270937374117254e-01,3.058662440756707568e-01
8.000000000000000444e-01,5.746775246747419796e-01,2.830349247961305714e-01,5.473411536155720070e-01,2.223809100904971248e-01,3.194219553052510818e-01
9.000000000000000222e-01,5.910491026161301953e-01,2.924425549465077268e-01,5.637320456339438568e-01,2.290490796375483917e-01,3.283423000005473158e-01
1.000000000000000000e+00,6.018774891467350008e-01,2.987480390080532455e-01,5.758046292779530617e-01,2.330291944963384376e-01,3.336463629194109104e-01
1.100000000000000089e+00,6.113778741891155999e-01,3.028026314251333062e-01,5.851514115463467558e-01,2.352973333050447646e-01,3.387708033118798090e-01
1.200000000000000178e+00,6.177910724607490467e-01,3.041627992944781478e-01,5.904581006674386456e-01,2.356101288769418822e-01,3.405961582676761412e-01
1.300000000000000044e+00,6.245941429491067565e-01,3.031659200286132005e-01,5.927230211695835305e-01,2.351128821377058975e-01,3.418932245668568903e-01
1.400000000000000133e+00,6.281120988249685455e-01,3.004978933235459837e-01,5.923009008920754326e-01,2.333112036247319554e-01,3.410858131114489211e-01
1.500000000000000000e+00,6.291689252254759612e-01,2.970686451631411873e-01,5.897184972092208710e-01,2.306762834321756384e-01,3.394031262845170760e-01
1.600000000000000089e+00,6.298439140023776028e-01,2.934092290758928412e-01,5.863645232758468717e-01,2.276733074183370231e-01,3.372549687305734789e-01
1.700000000000000178e+00,6.311123110152632165e-01,2.895997094966458185e-01,5.827518683168153579e-01,2.251474701450182914e-01,3.354856633707742342e-01
1.800000000000000044e+00,6.349252570287701181e-01,2.860780571716171061e-01,5.797912014662275348e-01,2.228095090566106495e-01,3.333272409697454197e-01
1.900000000000000133e+00,6.364588195431885032e-01,2.831698592264779712e-01,5.780832540464820868e-01,2.206284086989257487e-01,3.319204069405508051e-01
2.000000000000000000e+00,6.385194911366869341e-01,2.805339030247494536e-01,5.771840666357925809e-01,2.190614346660773593e-01,3.306452529329537704e-01
2.100000000000000089e+00,6.421568671261087546e-01,2.785556323052303940e-01,5.778737220444299938e-01,2.175587503025352420e-01,3.304679393072957327e-01
2.200000000000000178e+00,6.450317396662638147e-01,2.766054893768515321e-01,5.793299729676792964e-01,2.162181773725268541e-01,3.304081975809862737e-01
2.300000000000000266e+00,6.482651200917249890e-01,2.748377755498685460e-01,5.809426084892352904e-01,2.149088278827965548e-01,3.300098371126433672e-01
