lag_ps,Li_A2,Zr_A2,Cl_A2,S_A2,O_A2
4.600000000000000533e+00,7.503342774221815059e-01,2.692385399993666995e-01,5.179354061614371840e-01,2.223711974715558704e-01,3.160303666257171518e-01
4.700000000000000178e+00,7.548877703513324766e-01,2.700483223020547774e-01,5.192166747485708056e-01,2.227841491320277645e-01,3.165193809600667652e-01
4.800000000000000711e+00,7.594247879384158351e-01,2.712457388065849795e-01,5.215552262337285194e-01,2.232198744232038456e-01,3.172529684050495735e-01
4.900000000000000355e+00,7.635702409473696939e-01,2.720458255817547744e-01,5.235819228042573048e-01,2.237245099891324307e-01,3.181928854437408583e-01
5.000000000000000000e+00,7.674193683391449250e-01,2.731357316534928636e-01,5.257428660146475918e-01,2.245279817724117055e-01,3.191444297239081629e-01
5.100000000000000533e+00,7.724792445686626818e-01,2.743784245075582273e-01,5.280755570681608946e-01,2.255224938017343361e-01,3.206165965102796833e-01
5.200000000000000178e+00,7.756270396739368689e-01,2.751246212146327141e-01,5.293790613775138931e-01,2.261944911590603180e-01,3.212198090434159048e-01
5.300000000000000711e+00,7.791721401744347020e-01,2.757300941552217055e-01,5.301583751925710297e-01,2.266053216500130418e-01,3.224732253496625511e-01
5.400000000000000355e+00,7.813925421567831098e-01,2.763081805022077342e-01,5.308763823105699942e-01,2.271550660133926647e-01,3.229600015731587392e-01
5.500000000000000000e+00,7.837507346902515826e-01,2.767690646476571592e-01,5.313574562585646754e-01,2.275291160204689078e-01,3.236012001449299902e-01
5.600000000000000533e+00,7.879801167727898958e-01,2.772110566065655868e-01,5.321409384354154337e-01,2.278148580927134015e-01,3.238748756111481386e-01
5.700000000000000178e+00,7.903389358294681255e-01,2.772297108017109379e-01,5.331872504212572528e-01,2.277794597706844781e-01,3.235260017930278731e-01
5.800000000000000711e+00,7.920284761649480920e-01,2.765974553891215604e-01,5.332222540623476892e-01,2.273188006960437380e-01,3.229364496915745342e-01
5.900000000000000355e+00,7.949197441402705566e-01,2.753152112965398524e-01,5.320735361877303449e-01,2.264754236418246858e-01,3.221339071626382333e-01
6.000000000000000000e+00,7.955908486879198493e-01,2.737968466663209810e-01,5.304849090464008876e-01,2.256873196209455978e-01,3.214009522050662038e-01
6.100000000000000533e+00,7.986370347259358349e-01,2.728565153253709741e-01,5.294278141123682779e-01,2.251865648252239227e-01,3.214264685656673670e-01
6.200000000000000178e+00,8.008854981205327794e-01,2.721769371260768788e-01,5.291333062944643117e-01,2.246348139102760655e-01,3.211101291163361848e-01
6.300000000000000711e+00,8.050014530492264342e-01,2.717025974839039626e-01,5.292502660049940300e-01,2.241689173325596141e-01,3.209332469599497362e-01
