lag_ps,Li_A2,Zr_A2,Cl_A2,S_A2,O_A2
8.000000000000000000e+00,8.877964777098146243e-01,3.646753012389195581e-01,7.079322532842575733e-01,2.935364629596857178e-01,4.474999705980747811e-01
8.099999999999999645e+00,8.898936943227853114e-01,3.639316632372269211e-01,7.077616115257556739e-01,2.933461082627324412e-01,4.479298760447815164e-01
8.200000000000001066e+00,8.920110537464767120e-01,3.632678041596205665e-01,7.071446525997422405e-01,2.933118299088852687e-01,4.481743653314044784e-01
8.300000000000000711e+00,8.946890010638545165e-01,3.627839761510391892e-01,7.061698783726930717e-01,2.932929981700003741e-01,4.487110932036236788e-01
8.400000000000000355e+00,8.965451183052306483e-01,3.626910080504186507e-01,7.061233601712406660e-01,2.935047239553351672e-01,4.497027082670761455e-01
8.500000000000000000e+00,8.987625131882822638e-01,3.633783112046453656e-01,7.076218478913949284e-01,2.942237442996744057e-01,4.511887119548430025e-01
8.599999999999999645e+00,8.997013729791905057e-01,3.645637129870010762e-01,7.101187638206563069e-01,2.953506389341271077e-01,4.529027629051870507e-01
8.700000000000001066e+00,9.027826320516127989e-01,3.664128546450599599e-01,7.134763116490523416e-01,2.974029230791999656e-01,4.559152614194177944e-01
8.800000000000000711e+00,9.075344875552827650e-01,3.686421695682621236e-01,7.169849996075324805e-01,2.991429761298149415e-01,4.584260946116133217e-01
8.900000000000000355e+00,9.117393205552106750e-01,3.707720789278703966e-01,7.198025965395724590e-01,3.006438010439529962e-01,4.607575226046163319e-01
9.000000000000000000e+00,9.160657282661370804e-01,3.725482508364488798e-01,7.222368826077184556e-01,3.020621052207205226e-01,4.625017110137362719e-01
9.099999999999999645e+00,9.196193468792078773e-01,3.740024928397167048e-01,7.248201351437864037e-01,3.033786214791723834e-01,4.642888628320654409e-01
9.200000000000001066e+00,9.240062861256456150e-01,3.755215156977960156e-01,7.271481906322159183e-01,3.047509912601926163e-01,4.663743568036685661e-01
9.300000000000000711e+00,9.260938018224609269e-01,3.767727774871373891e-01,7.291294580798319824e-01,3.056830075854793383e-01,4.680673884964416387e-01
9.400000000000000355e+00,9.283641799384639848e-01,3.779274018458821383e-01,7.307804966194200169e-01,3.066881192365757403e-01,4.695448849608581110e-01
9.500000000000000000e+00,9.293302462528132413e-01,3.795219658113515582e-01,7.325735609669208337e-01,3.075936001230170080e-01,4.712080734701630802e-01
9.600000000000001421e+00,9.327370703484018089e-01,3.811204442034951123e-01,7.340532400096081433e-01,3.086778439299341370e-01,4.728295099263566947e-01
9.700000000000001066e+00,9.362247832386894064e-01,3.826680824859747254e-01,7.358720546521984041e-01,3.101991214786239959e-01,4.753208733017215137e-01
9.800000000000000711e+00,9.378975315584325845e-01,3.842113048356070593e-01,7.383769427027242482e-01,3.118381145326167836e-01,4.780090464745573864e-01
9.900000000000000355e+00,9.384981793208462264e-01,3.854287446671175177e-01,7.405433965360629367e-01,3.129471308893015391e-01,4.797660247855216054e-01
1.000000000000000000e+01,9.411589403316862334e-01,3.864395976754282924e-01,7.423791367660134144e-01,3.141313906948093870e-01,4.814132169026713037e-01
1.010000000000000142e+01,9.427600242173916900e-01,3.873385934459456226e-01,7.439585057027592319e-01,3.153547846162181867e-01,4.831863351317914335e-01
1.020000000000000107e+01,9.450595448379951469e-01,3.883082999039844663e-01,7.460601264999168203e-01,3.165946878566314737e-01,4.850911227053756880e-01
1.030000000000000071e+01,9.462841411801439229e-01,3.887886678252548966e-01,7.469270553122601131e-01,3.176703507313173858e-01,4.864897405727358071e-01
1.040000000000000036e+01,9.498973114886132274e-01,3.889935846411159970e-01,7.475213767445421098e-01,3.188269293225264311e-01,4.882300447545604438e-01
1.050000000000000000e+01,9.523432182483717590e-01,3.892388360092968735e-01,7.480974848572152780e-01,3.191009147574067062e-01,4.888315037092679782e-01
1.060000000000000142e+01,9.540795827360331050e-01,3.889710116638446791e-01,7.485751030547499463e-01,3.188929565546194111e-01,4.889968158649040109e-01
1.070000000000000107e+01,9.551312521660659804e-01,3.885347856062743577e-01,7.488101031591093415e-01,3.185315609352069033e-01,4.890131699742844007e-01
1.080000000000000071e+01,9.575696113173280954e-01,3.877959067735830545e-01,7.488077871099638738e-01,3.180985710682216472e-01,4.888933636890322454e-01
1.090000000000000036e+01,9.580911631112588589e-01,3.874066670754574560e-01,7.489156713535940479e-01,3.180641621009266951e-01,4.891632599126846670e-01
1.100000000000000000e+01,9.616702593418470224e-01,3.874597622474984515e-01,7.496926533350305455e-01,3.181921445077874888e-01,4.898464780189425438e-01
1.110000000000000142e+01,9.639106530257481875e-01,3.876151697601344370e-01,7.510434309255791252e-01,3.184538046631900654e-01,4.908393857687408102e-01
1.120000000000000107e+01,9.665070839803187042e-01,3.878970257172792979e-01,7.524850339150433998e-01,3.184765867316962096e-01,4.913769927281909089e-01
1.130000000000000071e+01,9.700447319939152768e-01,3.882604247819169685e-01,7.539798304276013052e-01,3.186504091739132405e-01,4.918852242075198999e-01
1.140000000000000036e+01,9.708095294302507838e-01,3.889286681363118281e-01,7.556876368379539244e-01,3.192370732316858750e-01,4.931397764062773748e-01
1.150000000000000000e+01,9.729595760399788462e-01,3.898543184606076406e-01,7.574129208086669562e-01,3.200023355214540732e-01,4.947626403351075286e-01
1.160000000000000142e+01,9.760493226522867216e-01,3.909587160813988160e-01,7.595383393590235954e-01,3.215350123237649682e-01,4.962762793821127172e-01
1.170000000000000107e+01,9.787269260180913033e-01,3.923690508462201465e-01,7.617269498148614426e-01,3.233581748840818615e-01,4.985078156555314832e-01
1.180000000000000071e+01,9.829439072779706521e-01,3.936555646501865291e-01,7.631492170592094615e-01,3.251241325251445491e-01,5.009111680818346679e-01
1.190000000000000036e+01,9.847272132651101462e-01,3.950423414932325294e-01,7.641537259536194115e-01,3.263482649351022724e-01,5.029099388447144658e-01
1.200000000000000000e+01,9.872013740281013749e-01,3.964987222246810217e-01,7.655145279178929840e-01,3.274985943035182423e-01,5.051585315324457204e-01
1.210000000000000142e+01,9.887388931504991207e-01,3.976677327072287160e-01,7.671817946100790708e-01,3.284796456548159660e-01,5.064729565420112989e-01
1.220000000000000107e+01,9.911568948881899210e-01,3.985271684169757189e-01,7.691658164850104784e-01,3.295486408997002625e-01,5.081780388542188609e-01
1.230000000000000071e+01,9.952578048102255215e-01,3.987880047533273742e-01,7.701554300950940180e-01,3.301195753432184521e-01,5.093058081166118578e-01
1.240000000000000036e+01,9.964811396965916890e-01,3.983815863705620908e-01,7.693633524778940025e-01,3.299065760992181962e-01,5.089887808934620006e-01
1.250000000000000000e+01,9.992365501382510784e-01,3.974003096794747614e-01,7.672887366181533331e-01,3.289322696932935886e-01,5.077788880012216177e-01
1.260000000000000142e+01,9.997267543586533245e-01,3.963570211516644348e-01,7.655521458896299425e-01,3.281496400547033176e-01,5.070022014808669431e-01
1.270000000000000107e+01,1.001226838075961467e+00,3.957924483266523907e-01,7.643608927093753502e-01,3.275365492314669669e-01,5.068597257880510520e-01
1.280000000000000071e+01,1.003176241724685447e+00,3.954630595988152253e-01,7.646200239855746039e-01,3.273616735613705253e-01,5.071387954701895850e-01
1.290000000000000036e+01,1.005590518195052407e+00,3.955830844762884269e-01,7.661456616371467021e-01,3.277438006288195260e-01,5.078871646279924379e-01
1.300000000000000000e+01,1.007988368494229015e+00,3.960772379202364135e-01,7.683164974678150516e-01,3.276843482455932266e-01,5.082217171266815159e-01
1.310000000000000142e+01,1.011432308839404381e+00,3.969594312254258739e-01,7.709011824898039933e-01,3.280662938180034516e-01,5.088931926842132913e-01
1.320000000000000107e+01,1.014367049814796973e+00,3.984878544659212762e-01,7.736526123245581754e-01,3.289732574415367705e-01,5.107023498675599127e-01
1.330000000000000071e+01,1.017008960383702476e+00,4.001934514951144273e-01,7.764623330810873636e-01,3.303200907838212963e-01,5.126783374102724666e-01
1.340000000000000036e+01,1.018503277202689405e+00,4.022967819717049309e-01,7.802942657598428422e-01,3.317397158955430747e-01,5.149754883434630726e-01
1.350000000000000000e+01,1.020570043180995867e+00,4.042221195745934748e-01,7.832273021192934781e-01,3.331687967476932299e-01,5.166470765211615968e-01
1.360000000000000142e+01,1.021320754188796087e+00,4.055489023680438065e-01,7.854250762402675834e-01,3.341588600856428837e-01,5.179768497314974907e-01
1.370000000000000107e+01,1.024307575395297931e+00,4.066734932764844990e-01,7.875142756804196509e-01,3.352777904246529439e-01,5.198200350961426075e-01
1.380000000000000071e+01,1.026500230940507352e+00,4.075826978966204939e-01,7.894878165131129499e-01,3.363835250081553818e-01,5.214632875959049896e-01
1.390000000000000036e+01,1.028927732310672249e+00,4.085172811536150750e-01,7.920465842153535663e-01,3.375912894759515726e-01,5.232372269928715625e-01
1.400000000000000000e+01,1.031941277091372289e+00,4.095296734033599950e-01,7.948691021847391625e-01,3.389755925985264984e-01,5.252422269839477353e-01
1.410000000000000142e+01,1.033721550587854976e+00,4.103551180860420811e-01,7.974821530318444429e-01,3.398485660459815705e-01,5.266494168736234327e-01
1.420000000000000107e+01,1.037205267823674060e+00,4.114165684448857219e-01,7.997698012753260421e-01,3.410520203906952097e-01,5.283125047530099483e-01
1.430000000000000071e+01,1.038117213667248517e+00,4.123936514569395140e-01,8.011635487820071289e-01,3.416044447206610379e-01,5.295702822504207985e-01
1.440000000000000036e+01,1.039675532945256942e+00,4.133349534575838646e-01,8.024605576179875133e-01,3.424756069670979453e-01,5.312681213232671729e-01
1.450000000000000000e+01,1.040022505582450796e+00,4.141302926085425051e-01,8.036126854324858737e-01,3.430907847053223381e-01,5.323991199530827556e-01
1.460000000000000142e+01,1.040923162911662647e+00,4.148436312267543835e-01,8.045720503021699388e-01,3.441609349259517892e-01,5.342185701202354364e-01
1.470000000000000107e+01,1.042479788495436432e+00,4.152210361012781403e-01,8.049534169597822864e-01,3.444976299490716265e-01,5.346224631460578802e-01
1.480000000000000071e+01,1.044639024131604810e+00,4.154101920091086697e-01,8.049999428369825072e-01,3.445466526351399494e-01,5.348528727189691967e-01
1.490000000000000036e+01,1.046666981531990226e+00,4.157562384591254601e-01,8.057316285306549419e-01,3.445744668769938346e-01,5.354499890245556504e-01
1.500000000000000000e+01,1.046628780816549975e+00,4.157426407951799741e-01,8.065147821827481911e-01,3.449072485566979651e-01,5.362754970171298430e-01
1.510000000000000142e+01,1.049395734832021976e+00,4.155077257661172196e-01,8.072590558779471070e-01,3.447756913590915295e-01,5.361243739911633055e-01
1.520000000000000107e+01,1.049805635209046351e+00,4.150113451068880299e-01,8.074414575470288957e-01,3.447241560780004987e-01,5.365849229741882498e-01
1.530000000000000071e+01,1.050867938765721821e+00,4.144315048251780986e-01,8.065806450908339365e-01,3.445775110546027142e-01,5.367139291320320860e-01
1.540000000000000036e+01,1.053011259296690483e+00,4.144160868636004302e-01,8.060538681808215866e-01,3.445129197949212685e-01,5.366604667622376645e-01
1.550000000000000000e+01,1.054454490267936251e+00,4.146726056538453387e-01,8.064081800267307587e-01,3.447785600499050362e-01,5.373498505853694374e-01
1.560000000000000142e+01,1.055915348985068780e+00,4.151333840762780336e-01,8.069680124052633907e-01,3.455071851760876389e-01,5.380454783521144702e-01
1.570000000000000107e+01,1.058262066275867719e+00,4.165017531116929628e-01,8.086694925812495383e-01,3.465006622256976421e-01,5.397490698199397530e-01
1.580000000000000071e+01,1.060633460557184993e+00,4.182371287880474187e-01,8.115807842573772302e-01,3.479332800430136041e-01,5.419073816469129889e-01
1.590000000000000036e+01,1.064256744500990504e+00,4.198491703092818161e-01,8.148523049348351810e-01,3.492623501925336549e-01,5.441134130555524973e-01
1.600000000000000000e+01,1.067327254484105037e+00,4.215854685425173276e-01,8.181767534419406296e-01,3.506518981178179395e-01,5.463611686005418466e-01
1.610000000000000142e+01,1.070714070036306920e+00,4.230174979956979331e-01,8.206821744832243359e-01,3.516629444069352961e-01,5.480800996140551273e-01
1.619999999999999929e+01,1.072813717090273178e+00,4.240844204231417058e-01,8.224805424874997994e-01,3.527671880691225503e-01,5.497779489861569502e-01
1.630000000000000071e+01,1.075766823468534472e+00,4.252600607521720977e-01,8.246439624332604357e-01,3.539176882701870475e-01,5.514775167070455897e-01
1.640000000000000213e+01,1.080449112762003283e+00,4.262951386806579923e-01,8.269304031691153689e-01,3.547145312822630459e-01,5.525480245188141293e-01
1.650000000000000000e+01,1.084539227117279125e+00,4.271763044318962477e-01,8.294389935318937646e-01,3.553632125373453743e-01,5.541873104928863869e-01
1.660000000000000142e+01,1.087186709069422275e+00,4.277453419459571471e-01,8.318668506364782500e-01,3.557459798868812251e-01,5.548804422033573047e-01
1.669999999999999929e+01,1.088216579615993496e+00,4.281179434180943932e-01,8.332511574429960488e-01,3.554193520028867126e-01,5.550907434648830741e-01
1.680000000000000071e+01,1.088823354440920266e+00,4.280529541748209765e-01,8.339139445692237418e-01,3.549130656376919268e-01,5.552255831324934832e-01
1.690000000000000213e+01,1.090333113130097509e+00,4.277802619321031119e-01,8.341452465215021261e-01,3.546186884889532820e-01,5.558801866992832963e-01
1.700000000000000000e+01,1.092119902543458254e+00,4.276560501755852228e-01,8.347618085539314503e-01,3.544614638022804964e-01,5.560369986363051797e-01
1.710000000000000142e+01,1.095515434665858434e+00,4.279751432386492693e-01,8.357300289203801746e-01,3.547297071620841291e-01,5.565287765588179392e-01
1.719999999999999929e+01,1.098540407570947730e+00,4.287658563892259300e-01,8.380797173848126835e-01,3.555923796512593382e-01,5.573115590555957066e-01
1.730000000000000071e+01,1.100652567439377227e+00,4.296597787347045672e-01,8.402459964307910090e-01,3.562624317049991052e-01,5.584065057923455200e-01
1.740000000000000213e+01,1.104370071176020929e+00,4.305732509440087230e-01,8.416112971287459388e-01,3.566721700457615163e-01,5.592366977314293663e-01
1.750000000000000000e+01,1.106775470479296919e+00,4.315010939985997052e-01,8.426493544801553215e-01,3.570983119125214489e-01,5.605298298570166038e-01
1.760000000000000142e+01,1.106663126936463071e+00,4.324906728281706081e-01,8.434371531344239115e-01,3.577286981039921598e-01,5.619143687417038624e-01
1.769999999999999929e+01,1.108341359705257601e+00,4.332356733451944719e-01,8.436764300865811084e-01,3.584586074521196042e-01,5.625816026017136373e-01
1.780000000000000071e+01,1.109834077980372147e+00,4.342553268229663588e-01,8.449094811731455712e-01,3.593351247788397207e-01,5.641994365656566313e-01
1.790000000000000213e+01,1.110785854145200036e+00,4.355220411608721198e-01,8.472839389861523962e-01,3.604526300461398103e-01,5.657959248668555929e-01
1.800000000000000000e+01,1.112628495708321674e+00,4.371740087592153601e-01,8.502947016070452335e-01,3.617538675970088380e-01,5.679664877804341261e-01
1.810000000000000142e+01,1.115995661638506053e+00,4.388690801361279092e-01,8.536009902616369382e-01,3.629186063103543858e-01,5.693315158028755540e-01
1.819999999999999929e+01,1.116656656127817948e+00,4.400513379321743246e-01,8.561784441138555746e-01,3.639097402336373688e-01,5.710416505371863627e-01
1.830000000000000071e+01,1.120127574563615447e+00,4.410334844517443953e-01,8.577110737581777888e-01,3.648558692535778802e-01,5.724676767851198944e-01
1.840000000000000213e+01,1.122273949420293127e+00,4.417536002782667115e-01,8.590199253606927154e-01,3.659979462026215491e-01,5.742156707171330865e-01
1.850000000000000000e+01,1.123573258651983542e+00,4.420667196524286635e-01,8.596302280254551897e-01,3.668778276083457524e-01,5.751806012637675769e-01
1.860000000000000142e+01,1.126433673448751893e+00,4.424587842689253758e-01,8.604501341998462838e-01,3.675238289415794224e-01,5.763605602133384798e-01
1.869999999999999929e+01,1.127472072677340176e+00,4.427526774193052961e-01,8.608582523906145312e-01,3.684909503568780664e-01,5.773370192855431515e-01
1.880000000000000071e+01,1.128626744583714592e+00,4.429120594815573742e-01,8.608356381745961849e-01,3.692059173034628605e-01,5.789200174004563992e-01
1.890000000000000213e+01,1.128404009164712285e+00,4.429090050359430486e-01,8.607506374832140095e-01,3.695212691045707265e-01,5.796795478360949883e-01
1.900000000000000000e+01,1.130007826182739317e+00,4.426466207990010227e-01,8.610064110962094563e-01,3.695979427220844604e-01,5.798637430411528459e-01
1.910000000000000142e+01,1.131899677141850802e+00,4.423313367317283640e-01,8.611831115280301763e-01,3.690584372603090135e-01,5.793668568460761392e-01
1.920000000000000284e+01,1.134461135639719620e+00,4.422547864278903451e-01,8.616463046078449706e-01,3.687436532478916562e-01,5.790257169166680429e-01
