time_ps,T_K,P_GPa,PE_eV_atom,rho_g_cm3
1.950000000000000178e+00,7.788078271099999483e+02,2.609347327999999092e-02,-4.782906388020832900e+00,1.518665150169786093e+00
2.000000000000000000e+00,8.158271991100000378e+02,-1.893295099813333271e-01,-4.786241646250000592e+00,1.517577517445385604e+00
2.050000000000000266e+00,7.617358295499999485e+02,1.759321238800000062e-02,-4.779399116614583498e+00,1.524759560647380274e+00
2.100000000000000089e+00,8.591362925199999836e+02,-1.262255048066667461e-02,-4.790121016979166590e+00,1.535815253251373580e+00
2.149999999999999911e+00,8.390314696100000447e+02,-4.435000817366666764e-02,-4.786461773072916870e+00,1.547493690275148825e+00
2.200000000000000178e+00,8.104386174100000062e+02,3.738340165333332160e-02,-4.781922310572916501e+00,1.561091996461498876e+00
2.250000000000000000e+00,8.587096583100000089e+02,1.489830653336666755e-01,-4.787005103333333622e+00,1.574270140249687033e+00
2.300000000000000266e+00,8.100539033799999515e+02,-3.926830617133332813e-01,-4.780159008593749981e+00,1.586003845387238487e+00
2.350000000000000089e+00,8.553452759499999729e+02,4.206315629899999853e-01,-4.786289434218749861e+00,1.604321762448238875e+00
2.400000000000000355e+00,8.455434962599999835e+02,1.561528704589999761e-01,-4.789019350729167179e+00,1.610261165625504587e+00
2.450000000000000178e+00,8.196832094300000335e+02,-1.641572836756666764e-01,-4.794971050937499868e+00,1.610877306636577355e+00
2.500000000000000000e+00,7.896400250899999946e+02,1.675867537999999879e-01,-4.797239620208332944e+00,1.614292562400661213e+00
2.550000000000000266e+00,8.495425711899999897e+02,-2.253571708026666232e-01,-4.808754701249999819e+00,1.612751879801331834e+00
2.600000000000000089e+00,7.524961805899999945e+02,-3.597031361000000427e-01,-4.799278317760417245e+00,1.616259123776681239e+00
2.650000000000000355e+00,7.441404105499999559e+02,2.705618636763333362e-01,-4.797816094375000340e+00,1.629662943100371741e+00
2.700000000000000178e+00,8.075775322099999585e+02,3.513540922466665967e-02,-4.800988271875000102e+00,1.637017367220709563e+00
2.750000000000000000e+00,8.089835650400000304e+02,3.032511539400000178e-01,-4.796000163489583024e+00,1.640652308507045021e+00
2.800000000000000266e+00,8.221696533699999918e+02,-1.572182587033333079e-01,-4.793164157500000577e+00,1.637386292982084157e+00
2.850000000000000089e+00,8.561975552000000107e+02,1.001552004319999911e-01,-4.793960778749999818e+00,1.632791065219241888e+00
2.900000000000000355e+00,8.405587259100000210e+02,-9.904853654730000345e-02,-4.790227228125000458e+00,1.626610068636887618e+00
2.950000000000000178e+00,7.682517565499999819e+02,5.824274038166666473e-02,-4.781280468385416427e+00,1.623936376603351439e+00
3.000000000000000000e+00,8.181297738499999923e+02,2.069628707933333575e-02,-4.788030847447916294e+00,1.621745707319414809e+00
3.050000000000000266e+00,7.846602101900000434e+02,-1.855709060999998329e-03,-4.784683201562500265e+00,1.618230346386207552e+00
3.100000000000000089e+00,8.419117361200000005e+02,-6.123532048539998690e-02,-4.792733992499999651e+00,1.618562763094812951e+00
3.150000000000000355e+00,8.704240714999999682e+02,4.015514290557999910e-01,-4.799414634999999762e+00,1.618961757056960105e+00
3.200000000000000178e+00,7.585237849899999674e+02,-2.810071691113333325e-01,-4.792212615208333304e+00,1.606867513368754219e+00
