r_A,g_r
3.525000000000000355e+00,3.020404904571195370e+00
3.575000000000000178e+00,3.385606525906497577e+00
3.625000000000000000e+00,3.629327621753513089e+00
3.675000000000000266e+00,3.780616063842933805e+00
3.725000000000000089e+00,3.773211933872304691e+00
3.775000000000000355e+00,3.643909740992888224e+00
3.825000000000000178e+00,3.430056452812686008e+00
3.875000000000000000e+00,3.188224113348118838e+00
3.925000000000000266e+00,2.814381731378603479e+00
3.975000000000000089e+00,2.466892993230583198e+00
4.025000000000000355e+00,2.065522055250230249e+00
4.075000000000000178e+00,1.690791450996850243e+00
4.125000000000000000e+00,1.339932337726414957e+00
4.175000000000000711e+00,1.050546024217566821e+00
4.224999999999999645e+00,7.995031019823698459e-01
4.275000000000000355e+00,6.001707189140391696e-01
4.325000000000000178e+00,4.458186819989236604e-01
4.375000000000000000e+00,3.248304938334060088e-01
4.425000000000000711e+00,2.480299136248832470e-01
4.474999999999999645e+00,1.820505775349924860e-01
4.525000000000000355e+00,1.412460742273876357e-01
4.575000000000000178e+00,1.234026910098719454e-01
4.625000000000000000e+00,1.316553319432763325e-01
4.675000000000000711e+00,1.391897117686484164e-01
4.724999999999999645e+00,1.756528576967203714e-01
4.775000000000000355e+00,2.100790045893910774e-01
4.825000000000001066e+00,2.513191042544190568e-01
4.875000000000000000e+00,3.127240366031861507e-01
4.925000000000000711e+00,3.691535376025018578e-01
4.974999999999999645e+00,4.217666033077247523e-01
5.025000000000000355e+00,5.019202057445362186e-01
5.075000000000001066e+00,5.958864030755102181e-01
5.125000000000000000e+00,6.923113778927428852e-01
5.175000000000000711e+00,7.951488936084414316e-01
5.224999999999999645e+00,8.482310937707555620e-01
5.275000000000000355e+00,9.114109006071198227e-01
5.325000000000001066e+00,8.979670292310891755e-01
5.375000000000000000e+00,8.367973139622313372e-01
5.425000000000000711e+00,7.689749538944116170e-01
5.474999999999999645e+00,6.874194552056493990e-01
5.525000000000000355e+00,6.065539196719986759e-01
5.575000000000001066e+00,5.446694384048426096e-01
5.625000000000000000e+00,4.948862184219792182e-01
5.675000000000000711e+00,4.761432449145530654e-01
5.724999999999999645e+00,4.562819433847826178e-01
5.775000000000000355e+00,4.413089641534017615e-01
5.825000000000001066e+00,4.577755685873189928e-01
5.875000000000000000e+00,4.874601379813355839e-01
5.925000000000000711e+00,5.307967850059840398e-01
5.974999999999999645e+00,6.112586605796368477e-01
