r_A,Li_O,Li_Cl,Zr_O,Zr_Cl,S_O
2.725000000000000089e+00,1.145776313060373752e+00,2.467825905053112390e+00,2.644099183985478274e-01,1.542391190658195743e+00,0.000000000000000000e+00
2.775000000000000355e+00,6.799139437577293998e-01,2.592171910576343219e+00,2.549677289091484833e-01,6.374193222728713470e-01,0.000000000000000000e+00
2.825000000000000178e+00,3.280299025929427903e-01,1.927175677733538706e+00,4.100373782411784740e-01,6.970635430100032837e-01,0.000000000000000000e+00
2.875000000000000000e+00,1.266878668064353786e+00,1.266878668064354008e+00,3.167196670160884464e-01,5.146694589011436838e-01,0.000000000000000000e+00
2.925000000000000266e+00,8.414572452629478505e-01,1.453426150908728065e+00,4.589766792343351609e-01,4.207286226314739253e-01,1.529922264114450536e-01
2.975000000000000089e+00,5.176253799060427374e-01,9.982775183902251603e-01,1.109197242655805882e+00,3.327591727967417756e-01,0.000000000000000000e+00
3.025000000000000355e+00,6.437000590609528450e-01,8.940278598068790439e-01,1.859577948398308367e+00,1.430444575691006415e-01,0.000000000000000000e+00
3.075000000000000178e+00,6.229373709833760930e-01,5.191144758194800035e-01,2.007242639835322695e+00,2.422534220490906998e-01,2.768610537703893870e-01
3.125000000000000000e+00,6.701814099182074047e-01,8.377267623977593392e-01,3.216870767607395543e+00,6.701814099182074047e-02,1.340362819836414809e-01
3.175000000000000266e+00,1.233555947043059486e+00,4.220059818831519149e-01,2.921579874575666924e+00,1.298479944255852003e-01,1.298479944255852003e-01
3.225000000000000089e+00,1.384382907958448872e+00,3.460957269896122179e-01,2.894618807549484085e+00,9.438974372443971472e-02,1.132676924693276410e+00
3.275000000000000355e+00,1.037336267796865830e+00,4.881582436691133675e-01,3.417107705683793739e+00,6.101978045863918482e-02,8.542769264209486568e-01
3.325000000000000178e+00,1.479960794232219712e+00,4.735874541543103611e-01,2.723127861387284465e+00,2.959921588464439063e-02,4.735874541543102501e-01
3.375000000000000000e+00,1.436435720029168861e+00,4.596594304093340466e-01,2.872871440058337722e+00,2.872871440058337791e-02,9.193188608186680932e-01
3.425000000000000266e+00,1.841139774905447002e+00,4.184408579330561873e-01,2.678021490771559598e+00,2.789605719553707799e-02,1.227426516603631335e+00
3.475000000000000089e+00,1.300755935601111579e+00,5.690807218254863020e-01,2.330521051285324940e+00,0.000000000000000000e+00,1.734341247468148994e+00
3.525000000000000355e+00,1.369460495698600955e+00,4.740440177418234202e-01,2.264876973655378212e+00,2.633577876343463561e-02,1.685489840859816457e+00
3.575000000000000178e+00,1.638673731307350945e+00,3.840641557751603985e-01,1.689882285410706064e+00,5.120855410335471702e-02,1.126588190273803969e+00
3.625000000000000000e+00,1.842809752582691640e+00,6.474736968533780779e-01,2.141643766515020086e+00,1.245141724718034776e-01,5.976680278646566702e-01
3.675000000000000266e+00,1.793007156690114456e+00,4.119070495098910989e-01,1.696087850923081009e+00,7.268947932527490552e-02,9.691930576703320366e-01
3.725000000000000089e+00,1.745196504022380468e+00,4.009235211943306121e-01,1.320689246287206853e+00,9.433494616337191607e-02,1.509359138613950657e+00
3.775000000000000355e+00,1.469641483951854344e+00,3.903735191747113031e-01,1.607420373072340425e+00,9.185259274699088261e-02,5.511155564819453234e-01
3.825000000000000178e+00,2.013006307611891366e+00,5.368016820298378011e-01,1.699871993094486111e+00,1.342004205074594503e-01,1.699871993094486111e+00
3.875000000000000000e+00,1.874220575735349170e+00,5.666248252223148318e-01,1.220422700478831946e+00,1.089663125427528662e-01,1.220422700478832168e+00
3.925000000000000266e+00,1.784291391783009217e+00,7.646963107641467916e-01,1.359460108025150049e+00,1.274493851273578171e-01,1.699325135031437339e+00
3.975000000000000089e+00,1.781107565749462607e+00,7.455799112439610576e-01,1.366896503947261809e+00,1.449738716307701902e-01,1.905370884290122691e+00
4.025000000000000355e+00,2.019920771264734682e+00,5.251794005288309419e-01,1.737131863287671774e+00,4.039841542529469531e-02,1.615936617011787702e+00
4.075000000000000178e+00,2.088896296331934188e+00,5.714904961662840011e-01,1.458286093665690064e+00,1.379459818332409715e-01,9.459153039993666301e-01
4.125000000000000000e+00,1.923173500864761909e+00,5.192568452334855866e-01,2.653979431193371319e+00,2.307808201037714058e-01,1.923173500864761909e+00
4.175000000000000711e+00,2.177767579883487681e+00,9.762406392581153280e-01,3.229103652930689350e+00,3.003817351563431992e-01,1.577004109570801615e+00
4.224999999999999645e+00,2.969806878153932850e+00,7.332856489268970712e-01,2.419842641458759935e+00,4.399713893561381650e-01,1.099928473390345385e+00
4.275000000000000355e+00,2.291946470025161275e+00,8.236682626652924721e-01,3.079803069096310075e+00,3.760224677385030079e-01,1.718959852518870957e+00
4.325000000000000178e+00,2.344225723569755004e+00,5.423208763482268990e-01,1.819399069039212780e+00,7.172630945250743073e-01,9.796764217903453087e-01
4.375000000000000000e+00,2.256756899416086704e+00,7.351556566279675575e-01,1.778050890449038191e+00,6.667690839183892937e-01,1.299344881481989011e+00
4.425000000000000711e+00,2.573719656117930299e+00,8.021983343744200079e-01,9.024731261712222175e-01,7.353484731765516091e-01,6.016487507808149227e-01
4.474999999999999645e+00,1.928248931076775197e+00,8.497368170846806290e-01,5.882793349047789055e-01,8.824190023571685249e-01,1.307287410899508728e+00
4.525000000000000355e+00,1.789979784292726972e+00,7.191883061890419482e-01,5.753506449512335585e-01,9.748997039451460234e-01,1.278556988780519266e+00
4.575000000000000178e+00,1.907414151820345349e+00,9.224379914541012138e-01,5.003053512971397110e-01,7.817271114017807498e-01,6.879198580335671442e-01
4.625000000000000000e+00,2.233555977352839506e+00,7.343197733762761859e-01,3.977565439121495405e-01,9.331980453323509561e-01,7.955130878242990811e-01
4.675000000000000711e+00,1.706904292299531445e+00,9.133435248269424767e-01,5.390224080945890117e-01,1.167881884204942766e+00,5.989137867717655439e-01
4.724999999999999645e+00,2.110699965973162229e+00,8.794583191554842250e-01,5.276749914932904462e-01,1.509736781216914459e+00,5.863055461036561500e-01
4.775000000000000355e+00,1.808387575009601012e+00,8.754892228221082817e-01,6.889095523846098246e-01,1.148182587307683189e+00,7.463186817499938286e-01
4.825000000000001066e+00,1.855440785434661510e+00,1.040171349410340618e+00,5.060293051185439372e-01,1.194791414863229040e+00,6.747057401580585090e-01
4.875000000000000000e+00,1.955271124306739994e+00,1.170408771592062580e+00,4.681635086368250431e-01,1.280564891271315675e+00,4.957025385566382059e-01
4.925000000000000711e+00,1.241204429760027095e+00,8.634465598330622882e-01,6.475849198747967161e-01,1.362626602236551410e+00,5.936195098852302676e-01
4.974999999999999645e+00,1.560141074802398498e+00,9.122858827234363588e-01,3.702029669022640634e-01,1.242824246029029300e+00,8.990643481912125035e-01
