lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.049975880080035839e+00,1.193834255085093887e-01,2.298159749082988035e-01,3.769924762227425674e-01
2.000000000000000111e-01,1.848103390817613434e+00,3.051965789905456972e-01,4.338728641630385519e-01,9.193991605436747649e-01
2.999999999999999889e-01,2.504953490022820972e+00,5.351119089221707537e-01,6.426271353909263073e-01,1.486704241578348684e+00
4.000000000000000222e-01,3.149568441804620811e+00,8.131005748843068703e-01,8.599048481675161115e-01,2.098348436665861794e+00
5.000000000000000000e-01,3.785429514709389931e+00,1.106211990974188764e+00,1.074788328417658922e+00,2.718282264999520415e+00
5.999999999999999778e-01,4.403293036440702579e+00,1.416006529814530346e+00,1.281255000385665088e+00,3.348553074855975531e+00
7.000000000000000666e-01,5.009877496749104431e+00,1.736358605822760248e+00,1.490472707235363625e+00,3.970764681803283569e+00
8.000000000000000444e-01,5.612352453742397884e+00,2.061952196890089350e+00,1.700236558549965693e+00,4.583819482389634992e+00
9.000000000000000222e-01,6.210008729122070470e+00,2.395399101295678790e+00,1.908439587660929027e+00,5.193369086496169906e+00
1.000000000000000000e+00,6.808297553070579156e+00,2.731654155765928849e+00,2.117645313541797858e+00,5.791909889325738803e+00
1.100000000000000089e+00,7.390261591241373829e+00,3.071210842745392799e+00,2.323738128020641724e+00,6.383455943831843449e+00
1.199999999999999956e+00,7.977055989627160670e+00,3.413652309567229093e+00,2.529810954609015727e+00,6.965588345576334994e+00
1.300000000000000044e+00,8.563933392907951969e+00,3.756785208945770727e+00,2.735355012572024069e+00,7.534832984930343258e+00
1.400000000000000133e+00,9.143098839124792931e+00,4.100973845134549656e+00,2.941687549773166044e+00,8.094869597313797627e+00
1.500000000000000000e+00,9.719848595117092316e+00,4.445106419999375724e+00,3.147402020407671586e+00,8.645434813978498667e+00
1.600000000000000089e+00,1.029076796864879206e+01,4.788871477900415563e+00,3.354504612055947188e+00,9.187925448026950548e+00
1.699999999999999956e+00,1.085693305513636275e+01,5.131542660840877623e+00,3.559336839012503528e+00,9.722388745189645576e+00
1.800000000000000044e+00,1.142111103913727455e+01,5.472581205621644962e+00,3.763231873108131342e+00,1.025127149037845165e+01
1.900000000000000133e+00,1.198800716293555624e+01,5.812715706818288197e+00,3.969280600255597147e+00,1.077497612531513838e+01
2.000000000000000000e+00,1.255024523443896811e+01,6.152697992531779292e+00,4.172686748740328078e+00,1.129140524596479445e+01
2.100000000000000089e+00,1.310804021951705245e+01,6.490355632681813702e+00,4.379735455754281581e+00,1.179999433575234669e+01
2.200000000000000178e+00,1.366124575085929571e+01,6.825688358501588837e+00,4.582615273642391962e+00,1.230327547999940130e+01
2.300000000000000266e+00,1.421158011462988746e+01,7.158432173807604215e+00,4.782182042314559567e+00,1.280003416198975685e+01
2.399999999999999911e+00,1.475749824314883796e+01,7.489016590187674183e+00,4.977945177945087174e+00,1.329007289173706674e+01
2.500000000000000000e+00,1.529871679636331372e+01,7.816563492308181260e+00,5.172891087261265675e+00,1.377440339195352870e+01
2.600000000000000089e+00,1.583441836728756513e+01,8.140237618634115435e+00,5.362582098246720719e+00,1.425224601644444355e+01
2.700000000000000178e+00,1.637069466638054394e+01,8.461958445940013007e+00,5.550884036468756833e+00,1.472430152116834812e+01
2.800000000000000266e+00,1.689839152174065262e+01,8.781681666428717392e+00,5.740078735788382680e+00,1.518959428376895637e+01
2.899999999999999911e+00,1.742161424238838308e+01,9.097982189752649163e+00,5.926523398891923478e+00,1.564901153216621310e+01
3.000000000000000000e+00,1.793861014960411282e+01,9.411639908701385338e+00,6.113964789926847665e+00,1.610257148831488294e+01
