lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.048097863809693386e+00,1.242143328711002442e-01,1.833393053403124251e-01,3.482130418592377930e-01
2.000000000000000111e-01,1.866138149964058801e+00,2.717939176902172682e-01,3.010235545551567249e-01,7.260898532622959145e-01
2.999999999999999889e-01,2.500567546392758800e+00,4.137846160382161464e-01,3.969696013200564311e-01,1.047875902791585601e+00
4.000000000000000222e-01,3.087442577882347106e+00,5.708425898940896470e-01,4.880701499840804924e-01,1.375382681736076362e+00
5.000000000000000000e-01,3.650024874962034982e+00,7.078944026919586907e-01,5.758404147149506214e-01,1.674809367074167277e+00
5.999999999999999778e-01,4.195660067512039682e+00,8.402827429102186496e-01,6.549575709155420755e-01,1.965516023323524930e+00
6.999999999999999556e-01,4.720395202137960489e+00,9.634665820727140728e-01,7.264822795316505655e-01,2.219876540712577562e+00
8.000000000000000444e-01,5.225408986152967117e+00,1.081320566377729664e+00,7.941770398693647204e-01,2.459035814903424377e+00
9.000000000000000222e-01,5.731471246879171311e+00,1.195904391548878953e+00,8.568762530222755469e-01,2.695201413604039420e+00
1.000000000000000000e+00,6.221851030852312725e+00,1.304497844514966420e+00,9.157396580006842424e-01,2.918732655991341129e+00
1.100000000000000089e+00,6.696677049226768652e+00,1.409181973761395312e+00,9.715712348263538800e-01,3.135671805856839800e+00
1.199999999999999956e+00,7.163567479880455835e+00,1.510336648947732563e+00,1.024550025159734368e+00,3.344141052971041361e+00
1.300000000000000044e+00,7.625871231109674575e+00,1.606980809817684097e+00,1.077103233758640810e+00,3.547623548528554327e+00
1.399999999999999911e+00,8.086884671244607858e+00,1.699059188297895595e+00,1.124143152461803741e+00,3.745597941935824515e+00
1.500000000000000000e+00,8.540069814761677591e+00,1.787685211675432928e+00,1.168613913359532797e+00,3.936437582461554285e+00
1.600000000000000089e+00,8.986477580823114764e+00,1.872448330406333294e+00,1.212830621663498309e+00,4.123841066315979020e+00
1.699999999999999956e+00,9.435853413570569614e+00,1.953415614688378987e+00,1.255582732543756297e+00,4.305728845997276011e+00
1.800000000000000044e+00,9.882084363728283805e+00,2.032317429670122078e+00,1.295135547446378377e+00,4.483477947387664031e+00
1.899999999999999911e+00,1.032033763742575161e+01,2.110986880408484812e+00,1.336858247002508548e+00,4.658452889355701565e+00
2.000000000000000000e+00,1.075083347359924169e+01,2.188082493615203461e+00,1.376039349767729902e+00,4.829976286866028978e+00
2.100000000000000089e+00,1.117812053512982473e+01,2.263377076520734388e+00,1.415253930586703346e+00,4.998413136527378064e+00
2.200000000000000178e+00,1.159933028285021095e+01,2.337992951519513696e+00,1.452330180002947113e+00,5.162990660295628587e+00
2.299999999999999822e+00,1.202540574881648006e+01,2.410994605739383179e+00,1.489384476054857354e+00,5.325467532980352914e+00
2.399999999999999911e+00,1.245215605261232206e+01,2.483216374814026572e+00,1.529146151361349126e+00,5.486561384044798650e+00
2.500000000000000000e+00,1.288261988749048825e+01,2.555564323938926297e+00,1.565579687364482497e+00,5.644138283375604637e+00
2.600000000000000089e+00,1.331341562231893683e+01,2.625822653540524243e+00,1.601990971987765411e+00,5.797849311555177465e+00
2.700000000000000178e+00,1.374100346037656273e+01,2.694421599136837653e+00,1.637498414849719808e+00,5.949998630767242780e+00
2.799999999999999822e+00,1.416362523888303215e+01,2.762203003266569201e+00,1.674304524085188595e+00,6.099825024097716764e+00
2.899999999999999911e+00,1.458698113836343779e+01,2.827231581210762457e+00,1.705256025391377994e+00,6.246426617412828897e+00
3.000000000000000000e+00,1.500121543424580217e+01,2.892119722155775730e+00,1.739119044262921632e+00,6.392167049030466508e+00
3.100000000000000089e+00,1.542712481308756445e+01,2.958180540364788058e+00,1.773755195918870209e+00,6.537649553648113177e+00
