lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
1.450000000000000000e+01,2.300830962692701220e+01,2.660611253676059995e+00,1.821140457556504000e+00,6.799259594856938094e+00
1.459999999999999964e+01,2.314440185388318483e+01,2.668499775292232812e+00,1.825131953907914051e+00,6.824445136732300909e+00
1.469999999999999929e+01,2.328315058926933290e+01,2.677002843098969631e+00,1.829795093789455152e+00,6.849891294626170080e+00
1.480000000000000071e+01,2.341931588586813362e+01,2.684913765232675775e+00,1.834341584018949645e+00,6.876179244230924859e+00
1.490000000000000036e+01,2.355234105125454391e+01,2.693365901936381146e+00,1.840608714665191714e+00,6.902804470601203946e+00
1.500000000000000000e+01,2.368548890803264939e+01,2.701095966588745512e+00,1.846313421801203170e+00,6.928840314515507970e+00
1.509999999999999964e+01,2.381710796391881502e+01,2.708801797993917848e+00,1.850369960942805481e+00,6.954868678725922848e+00
1.519999999999999929e+01,2.394839054171549009e+01,2.717213427597240827e+00,1.854732940125233709e+00,6.980020286319764011e+00
1.530000000000000071e+01,2.407898380644871139e+01,2.725166519457887127e+00,1.859305292244673113e+00,7.005026679065621487e+00
1.540000000000000036e+01,2.421098734646764683e+01,2.732421577479125840e+00,1.861200173329152108e+00,7.030357477952045464e+00
1.550000000000000000e+01,2.434138819811213139e+01,2.739425722644640349e+00,1.862840323581331781e+00,7.055096495432686687e+00
1.559999999999999964e+01,2.447149079498420221e+01,2.746233396383372050e+00,1.865634583967283877e+00,7.079228698190196845e+00
1.569999999999999929e+01,2.459938216296786351e+01,2.752526734438195177e+00,1.870301330722022870e+00,7.102896055625932625e+00
1.580000000000000071e+01,2.472969806526133851e+01,2.759468836369222799e+00,1.873213632284267627e+00,7.126659234625573269e+00
1.590000000000000036e+01,2.486242172818723972e+01,2.765741868078497756e+00,1.875704225181094698e+00,7.152097986601082980e+00
1.600000000000000000e+01,2.499700868459582281e+01,2.771441793191012692e+00,1.878057645885819360e+00,7.176927629769456196e+00
1.610000000000000142e+01,2.513162039136658521e+01,2.777825933826094218e+00,1.882452047940136763e+00,7.200275964850010979e+00
1.619999999999999929e+01,2.526948673494502273e+01,2.784666159128943885e+00,1.886330211824847281e+00,7.222881243589700517e+00
1.630000000000000071e+01,2.540201405090855502e+01,2.791741412865931693e+00,1.893056983721127740e+00,7.245175425386258361e+00
1.640000000000999947e+01,2.553288092608075033e+01,2.800192460158236862e+00,1.900123686193741168e+00,7.268533142309606454e+00
1.650000000001000089e+01,2.566479611760835411e+01,2.808585291283304919e+00,1.905501397379013140e+00,7.292585070405536385e+00
1.660000000001000231e+01,2.580300260328048267e+01,2.816744874717366454e+00,1.911345740787808944e+00,7.317682848065046208e+00
1.670000000001000018e+01,2.593791298874399942e+01,2.826522281704308526e+00,1.917157298038398405e+00,7.345211364038265245e+00
1.680000000001000160e+01,2.607466505824747571e+01,2.836123759880222917e+00,1.922151863349260248e+00,7.372379770914987418e+00
1.690000000000999947e+01,2.620951916110515256e+01,2.845362247091122399e+00,1.927579594473606939e+00,7.398318140514995811e+00
1.700000000001000089e+01,2.634605236193549516e+01,2.855343028808724704e+00,1.932747589377567410e+00,7.425133158647703624e+00
1.710000000001000231e+01,2.648242851401529663e+01,2.866116943949474916e+00,1.939604362762170187e+00,7.451231847008719100e+00
1.720000000001000018e+01,2.661673168143672541e+01,2.877272924947319677e+00,1.946026858514918301e+00,7.478389829102840558e+00
1.730000000001000160e+01,2.675171636159456057e+01,2.887631982246098961e+00,1.954088962242250815e+00,7.504452449048372387e+00
1.740000000000999947e+01,2.688782888765783241e+01,2.898942541604889289e+00,1.961139500908244182e+00,7.530490831669925278e+00
1.750000000001000089e+01,2.702370443524810284e+01,2.909959027239222618e+00,1.968618721729934018e+00,7.556872873222516773e+00
1.760000000001000231e+01,2.715237483674960473e+01,2.920909190259239452e+00,1.976216777038741101e+00,7.582692717490187029e+00
1.770000000001000018e+01,2.728509081577964324e+01,2.931936470038635889e+00,1.984397445277292116e+00,7.607690799535195225e+00
1.780000000001000160e+01,2.741736770288541436e+01,2.942141244332267647e+00,1.991619265896771296e+00,7.631853871984066728e+00
1.790000000000999947e+01,2.754960629095078772e+01,2.952028481432180662e+00,1.999222964725892338e+00,7.656064291089433205e+00
1.800000000001000089e+01,2.768034495177283461e+01,2.961644219983714965e+00,2.004912885825393953e+00,7.678889170447844137e+00
1.810000000001000231e+01,2.780971473063220856e+01,2.969772122179651141e+00,2.010365020355270094e+00,7.702076642451045174e+00
1.820000000001000018e+01,2.794871996875495768e+01,2.976434654759042786e+00,2.016413861084967341e+00,7.726294116443983562e+00
