lag_ps,Li_A2,Zr_A2,Cl_A2,S_A2,O_A2
1.750000000000000000e+01,2.065087311605250608e+00,7.737449093086140595e-01,1.886411100730602586e+00,5.367992066358115988e-01,8.274740800898323645e-01
1.760000000000000142e+01,2.072957890763305056e+00,7.765383653578246115e-01,1.894032745238193094e+00,5.389413727466966231e-01,8.299620129221327858e-01
1.769999999999999929e+01,2.080323303562616299e+00,7.800521576971137794e-01,1.902488891975614216e+00,5.415221947693108495e-01,8.338947968415671985e-01
1.780000000000000071e+01,2.087779667109801895e+00,7.842148890656082116e-01,1.911403787096097151e+00,5.446513774027045285e-01,8.380447090979541436e-01
1.790000000000000213e+01,2.098291275677239831e+00,7.884585287215232219e-01,1.919730236853406602e+00,5.481765406269512031e-01,8.428121084073726399e-01
1.800000000000000000e+01,2.104289889506429478e+00,7.924994375198870511e-01,1.928658109593654357e+00,5.513723561713446131e-01,8.469922069107989060e-01
1.810000000000000142e+01,2.111789582376519814e+00,7.957283442788838368e-01,1.935743087498933424e+00,5.535146503210458535e-01,8.492581597841678542e-01
1.819999999999999929e+01,2.119094832287655716e+00,7.979949783062306734e-01,1.942997920030234305e+00,5.548036463143655173e-01,8.509796552213432230e-01
1.830000000000000071e+01,2.125837407992698047e+00,7.999459997077638107e-01,1.949537994611271641e+00,5.556227653915347675e-01,8.522876484124168872e-01
1.840000000000000213e+01,2.131499263071903627e+00,8.016103393269549127e-01,1.954639403981765833e+00,5.562161802972305225e-01,8.537271702402586815e-01
1.850000000000000000e+01,2.139978972107076771e+00,8.031381723110010418e-01,1.959839765347590079e+00,5.574947825373799404e-01,8.552360849121535269e-01
1.860000000000000142e+01,2.148735127473584416e+00,8.051887814988430980e-01,1.965387819155034244e+00,5.587585383526679772e-01,8.566553402212147006e-01
1.869999999999999929e+01,2.156002723714324443e+00,8.074618607570240858e-01,1.970650167980951606e+00,5.600136758727134456e-01,8.592148659193117322e-01
1.880000000000000071e+01,2.162239599897402442e+00,8.096269224382449670e-01,1.976377448629773825e+00,5.613681358921271958e-01,8.612170758016454153e-01
1.890000000000000213e+01,2.169226798928762801e+00,8.117025834674740370e-01,1.983092352284645088e+00,5.626998586014143600e-01,8.634186586149850129e-01
