lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,7.837503275173671735e-01,9.029656786073853025e-02,1.614152102931402655e-01,2.835971083637457424e-01
2.000000000000000111e-01,1.342122192876981535e+00,2.189758199043887188e-01,2.971193660585146890e-01,6.537180853867980979e-01
2.999999999999999889e-01,1.745867381551139186e+00,3.664804767139587249e-01,4.188726046124261471e-01,1.003454752450339216e+00
4.000000000000000222e-01,2.127792473188758304e+00,5.380290234747072686e-01,5.487663392750347091e-01,1.354763214216807121e+00
5.000000000000000000e-01,2.492079559578245451e+00,7.069575959012399657e-01,6.690447437676197984e-01,1.694734740677440454e+00
5.999999999999999778e-01,2.828358517729500754e+00,8.772899666519052841e-01,7.787860441234319975e-01,2.029042681199999976e+00
7.000000000000000666e-01,3.159289998855784543e+00,1.045606397392780273e+00,8.839290100691018504e-01,2.344453206598979378e+00
8.000000000000000444e-01,3.478296472847677290e+00,1.208731365058730578e+00,9.845989566225427092e-01,2.645286205182365347e+00
9.000000000000000222e-01,3.790001309173298250e+00,1.370758109304649031e+00,1.083142097642542101e+00,2.938620723987715344e+00
1.000000000000000000e+00,4.093466489403999375e+00,1.528050019360993605e+00,1.176069717578678953e+00,3.219267241892304732e+00
1.100000000000000089e+00,4.393977561923286146e+00,1.681854424318041330e+00,1.265539644796196850e+00,3.492645150288035794e+00
1.199999999999999956e+00,4.690402808756969577e+00,1.832187408879623280e+00,1.352280746720743387e+00,3.758031509501301493e+00
1.300000000000000044e+00,4.983946085412366500e+00,1.978800108587499773e+00,1.436859792375982492e+00,4.015695401114861340e+00
1.400000000000000133e+00,5.263707146355035782e+00,2.122392415437994728e+00,1.520040943503924380e+00,4.268000618360796139e+00
1.500000000000000000e+00,5.543449450006225909e+00,2.264063114707550284e+00,1.602175608743636737e+00,4.516105816907989734e+00
1.600000000000000089e+00,5.818230111100993973e+00,2.403514360987810239e+00,1.682573167783169898e+00,4.758858897421821332e+00
1.699999999999999956e+00,6.086411243275864358e+00,2.540943621677582698e+00,1.761162565857170348e+00,4.997006682667988642e+00
1.800000000000000044e+00,6.358511995127646088e+00,2.676187734625234516e+00,1.838231226930981954e+00,5.229813807389455782e+00
1.900000000000000133e+00,6.626102671469954686e+00,2.808395051997276681e+00,1.913133680590512586e+00,5.457330536845386604e+00
2.000000000000000000e+00,6.887416462351663604e+00,2.937816179429026509e+00,1.982187218060505129e+00,5.679719282660409263e+00
2.100000000000000089e+00,7.144582011912308239e+00,3.065124056350321258e+00,2.049475004694950808e+00,5.897372763321476086e+00
2.200000000000000178e+00,7.403975211380996235e+00,3.189988891658466663e+00,2.114762976870331990e+00,6.111342324599629450e+00
2.300000000000000266e+00,7.659444275757630649e+00,3.312850672741600722e+00,2.179496186038166083e+00,6.322051412991588570e+00
2.399999999999999911e+00,7.916899794403366108e+00,3.433511970064162533e+00,2.243275269511610936e+00,6.529322896192801373e+00
2.500000000000000000e+00,8.178896674484828822e+00,3.551833391675208507e+00,2.304680872171375405e+00,6.732690615730803074e+00
2.600000000000000089e+00,8.432510049304845268e+00,3.668723627517593400e+00,2.366813677565591689e+00,6.931777422248178944e+00
2.700000000000000178e+00,8.684110959075631797e+00,3.783475585194763458e+00,2.426644731228165597e+00,7.127025118847170937e+00
2.800000000000000266e+00,8.933587958109246330e+00,3.897252492140191649e+00,2.486774515930594287e+00,7.319615284568523172e+00
2.899999999999999911e+00,9.184375269390708141e+00,4.009669286014511336e+00,2.545506941808815426e+00,7.510281999024692290e+00
3.000000000000000000e+00,9.430295169625876994e+00,4.120394740202025119e+00,2.600888319017762740e+00,7.698211687111456314e+00
3.100000000000000089e+00,9.676055842259408735e+00,4.229695973354281158e+00,2.657585398321086867e+00,7.883928409734901166e+00
3.200000000000000178e+00,9.918157049816903381e+00,4.337995150624834650e+00,2.713040189301187510e+00,8.067984882018935267e+00
3.300000000000000266e+00,1.016487515011735177e+01,4.445421638380085305e+00,2.768042553682925178e+00,8.250808971812606529e+00
3.399999999999999911e+00,1.040671830294475164e+01,4.552086428500480508e+00,2.823313767534123997e+00,8.429930754499052270e+00
3.500000000000000000e+00,1.064499831477441205e+01,4.658188602660362498e+00,2.878547142036459672e+00,8.607293480480347370e+00
3.600000000000000089e+00,1.087992831178923048e+01,4.763699641390197748e+00,2.933162731165491088e+00,8.783348699419569527e+00
3.700000000000000178e+00,1.111700031571804637e+01,4.869149164354578119e+00,2.987508976882909728e+00,8.959991456159094980e+00
3.800000000000000266e+00,1.135738954481529106e+01,4.974120438120316123e+00,3.039202374531232653e+00,9.137440833702703102e+00
3.899999999999999911e+00,1.159391468743930176e+01,5.078774032583819320e+00,3.091238740741077962e+00,9.315610960627985548e+00
4.000000000000000000e+00,1.183122103260206615e+01,5.184217699573569149e+00,3.146414277382147962e+00,9.493847715187467173e+00
4.099999999999999645e+00,1.207352144310840991e+01,5.289591682304392251e+00,3.200365623579862095e+00,9.670748949075445466e+00
4.200000000000000178e+00,1.230853047003782308e+01,5.394047390008946508e+00,3.252841193181795543e+00,9.845598166322051981e+00
4.299999999999999822e+00,1.254365901645836345e+01,5.498631767522593528e+00,3.303543188026878408e+00,1.002034875006675207e+01
4.400000000000000355e+00,1.277750953370140330e+01,5.603136634224175516e+00,3.356982497555956346e+00,1.019384752835033758e+01
4.500000000000000000e+00,1.301003761819718640e+01,5.707303907227538886e+00,3.409762840898774350e+00,1.036637124880583372e+01
4.600000000000000533e+00,1.324477130770347522e+01,5.810974391694912811e+00,3.461163073259057033e+00,1.053867592867603342e+01
4.700000000000000178e+00,1.347462027926179040e+01,5.913744706258278860e+00,3.509073658512970262e+00,1.070915800015789010e+01
4.799999999999999822e+00,1.370552804603574337e+01,6.015822317040426803e+00,3.557973657280932844e+00,1.087857087225822461e+01
4.900000000000000355e+00,1.394198355581995763e+01,6.116663802861579846e+00,3.605551624843855940e+00,1.104634447701421074e+01
5.000000000000000000e+00,1.417989659043163186e+01,6.216223457229758331e+00,3.651232615508191337e+00,1.121143499601622295e+01
5.100000000000000533e+00,1.441098354256442349e+01,6.314578301738798416e+00,3.696449902086472949e+00,1.137403441486446987e+01
5.200000000000000178e+00,1.464387527431353142e+01,6.411392038778127578e+00,3.740539243209670239e+00,1.153388549086874448e+01
5.299999999999999822e+00,1.487697043216991233e+01,6.507081808764696440e+00,3.783141340159336785e+00,1.169116718963785218e+01
5.400000000000000355e+00,1.510736614843144388e+01,6.602036953618028114e+00,3.825834800629150489e+00,1.184764493640823169e+01
5.500000000000000000e+00,1.533945726914594587e+01,6.696434442807889020e+00,3.867574003789136405e+00,1.200281809391666599e+01
5.600000000000000533e+00,1.557074873945537341e+01,6.790416509657659638e+00,3.911021119166788296e+00,1.215576834634785719e+01
5.700000000000000178e+00,1.579827478108494176e+01,6.883997986488959775e+00,3.954146649931054025e+00,1.230754841232092645e+01
5.799999999999999822e+00,1.603252857327053249e+01,6.976828892009024230e+00,3.996579605027353210e+00,1.245931054121062154e+01
5.900000000000000355e+00,1.625995934670037002e+01,7.068602740660860917e+00,4.040137799137332841e+00,1.261008177455037149e+01
6.000000000000000000e+00,1.648712670697432969e+01,7.159898598342748777e+00,4.083086498506321327e+00,1.275950236223665790e+01
6.100000000000000533e+00,1.671892787440436123e+01,7.249804162915397754e+00,4.123257624227721685e+00,1.290761487835647259e+01
6.200000000000000178e+00,1.694780213582875916e+01,7.339506198791438507e+00,4.166033546598665538e+00,1.305600781697434520e+01
6.299999999999999822e+00,1.718002415555445239e+01,7.429324685135804351e+00,4.207363821498856460e+00,1.320355585314899471e+01
6.400000000000000355e+00,1.741290568547764650e+01,7.518352221839466942e+00,4.251128549330966067e+00,1.335009695020152520e+01
6.500000000000000000e+00,1.764699674305504828e+01,7.606829105641751632e+00,4.293745325179319394e+00,1.349505302918445260e+01
6.600000000000000533e+00,1.787585091081263400e+01,7.694740331610468331e+00,4.338561505469787249e+00,1.364035075084104598e+01
6.700000000000000178e+00,1.810906165517114985e+01,7.782120080194648182e+00,4.384687986296730955e+00,1.378470109428863566e+01
6.799999999999999822e+00,1.833922841016632432e+01,7.869754834422969303e+00,4.429906176110049110e+00,1.392705939357468203e+01
6.900000000000000355e+00,1.857575412574114537e+01,7.957251891190235682e+00,4.477256097233711429e+00,1.406932326304275627e+01
7.000000000000000000e+00,1.880582469816522462e+01,8.044935810847524849e+00,4.526487969418290014e+00,1.421337193070262117e+01
7.100000000000000533e+00,1.903465606665719889e+01,8.132772397795601904e+00,4.575187321513587868e+00,1.435723227938260749e+01
