lag_ps,Li_MSD_A2,Li_COM_removed_window_MSD_A2,single_origin_system_COM_removed_A2
1.000000000000000000e+01,1.721746885980575215e+01,1.672829977466550133e+01,1.868684701410357718e+01
1.009999999999999964e+01,1.736122110639547245e+01,1.686624562487594403e+01,1.885665598137240551e+01
1.020000000000000107e+01,1.750454840755005748e+01,1.700342430695306462e+01,1.911465244825197018e+01
1.030000000000000071e+01,1.764619571511023821e+01,1.713950733954122541e+01,1.989537676494711249e+01
1.040000000000000036e+01,1.778536343608483250e+01,1.727269354717797967e+01,1.933783701132888666e+01
1.050000000000000000e+01,1.792568882086895599e+01,1.740760098378172671e+01,1.848745021044192782e+01
1.059999999999999964e+01,1.806720994163357474e+01,1.754368215648817753e+01,1.816373984800777919e+01
1.070000000000000107e+01,1.821132343185781366e+01,1.768216989797815941e+01,1.829989986316967432e+01
1.080000000000000071e+01,1.835135430239992615e+01,1.781695057889134759e+01,1.872200376164587965e+01
1.090000000000000036e+01,1.848882672135427185e+01,1.795036730494684463e+01,1.820872787528859860e+01
1.100000000000000000e+01,1.862978760512042697e+01,1.808640042257617964e+01,1.916863325354759695e+01
1.109999999999999964e+01,1.877065768782133759e+01,1.822198738506442695e+01,1.805145063753905887e+01
1.120000000000000107e+01,1.891269924832248606e+01,1.835828433379212754e+01,1.761896485715076821e+01
1.130000000000000071e+01,1.905406074465456001e+01,1.849396940198278116e+01,1.796645816473807500e+01
1.140000000000000036e+01,1.919495774045357095e+01,1.862971235365845146e+01,1.749410671063196432e+01
1.150000000000000000e+01,1.934080288151688976e+01,1.877031645546052019e+01,1.749998914583252230e+01
1.159999999999999964e+01,1.948884924031479571e+01,1.891304577323606395e+01,1.654817132305897331e+01
1.170000000000000107e+01,1.962807738580172767e+01,1.904669888119385845e+01,1.766002834451087367e+01
1.180000000000000071e+01,1.976576388590026667e+01,1.917926615749172470e+01,1.833079772535133500e+01
1.190000000000000036e+01,1.990586201366620500e+01,1.931394810822916952e+01,1.918526816551426606e+01
1.200000000000000000e+01,2.004384032312850294e+01,1.944707282941384463e+01,1.951485224651144534e+01
1.209999999999999964e+01,2.018578088263478065e+01,1.958428142513200498e+01,1.970394414841846853e+01
1.220000000000000107e+01,2.032805823156731861e+01,1.972157659168810895e+01,2.010011829211368450e+01
1.230000000000000071e+01,2.046690566557975188e+01,1.985502821790083061e+01,2.068810747117331061e+01
1.240000000000000036e+01,2.060777131964399089e+01,1.999014310113956938e+01,2.086606036152100430e+01
1.250000000000000000e+01,2.074946059313610291e+01,2.012640702282175553e+01,2.130301637775937351e+01
1.259999999999999964e+01,2.088684596460858955e+01,2.025869450330015198e+01,2.146969223097378077e+01
1.270000000000000107e+01,2.102533029782492946e+01,2.039138674058377632e+01,2.261739287749632155e+01
1.280000000000000071e+01,2.116621535443994162e+01,2.052707746048692883e+01,2.203722364428766056e+01
1.290000000000000036e+01,2.130843240508936276e+01,2.066403496478313428e+01,2.160436199762584408e+01
1.300000000000000000e+01,2.144877031095620268e+01,2.079853347542816167e+01,2.188448814464498327e+01
1.309999999999999964e+01,2.158610736656301299e+01,2.093030904207249776e+01,2.269609397039507215e+01
1.320000000000000107e+01,2.172705447177742499e+01,2.106548241209468131e+01,2.332194272140993618e+01
1.330000000000000071e+01,2.186394727112837799e+01,2.119595653253662704e+01,2.400868495546224679e+01
1.340000000000000036e+01,2.200334674977895943e+01,2.132896043131715302e+01,2.354028917039672564e+01
1.350000000000000000e+01,2.214861839401232757e+01,2.146808828942619130e+01,2.327956087722100520e+01
1.359999999999999964e+01,2.229142666655692295e+01,2.160423223229107847e+01,2.344348423421165251e+01
1.370000000000000107e+01,2.243529179075769164e+01,2.174187041728589875e+01,2.385108147040352122e+01
1.380000000000000071e+01,2.257637650979307509e+01,2.187695089607010601e+01,2.416039512715469328e+01
1.390000000000000036e+01,2.271360101375733009e+01,2.200855354516049189e+01,2.417061485298278711e+01
1.400000000000000000e+01,2.285220713190068409e+01,2.214122251363419380e+01,2.412843026425491644e+01
1.409999999999999964e+01,2.299261114392467675e+01,2.227659493425295523e+01,2.249180087033352038e+01
1.420000000000000107e+01,2.313300238159164124e+01,2.241214199734223911e+01,2.172364743671468545e+01
1.430000000000000071e+01,2.327172569538614155e+01,2.254628920567922989e+01,2.279662771369772400e+01
1.440000000000000036e+01,2.341145800665115573e+01,2.268109601861443991e+01,2.345255830703588984e+01
1.450000000000000000e+01,2.355058983980866572e+01,2.281579024688929991e+01,2.293430359128148766e+01
1.459999999999999964e+01,2.369214638643202875e+01,2.295245948968542038e+01,2.323797125451352485e+01
1.470000000000000107e+01,2.382777108278643396e+01,2.308331700275153864e+01,2.369596145914712082e+01
