r_A,early_Li-Cl,early_Li-O,early_Zr-Cl,early_Zr-O,early_Cl-Cl,late_Li-Cl,late_Li-O,late_Zr-Cl,late_Zr-O,late_Cl-Cl
1.024999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.075000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.175000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.675000000000000266e+00,0.000000000000000000e+00,3.186012444991588310e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.725000000000000089e+00,0.000000000000000000e+00,1.502002786654536015e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774999999999999911e+00,0.000000000000000000e+00,2.837160513696549202e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.418580256848274601e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.825000000000000178e+00,0.000000000000000000e+00,2.147071083770161426e+00,0.000000000000000000e+00,2.818030797448337399e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.147071083770161426e+00,0.000000000000000000e+00,1.878687198298891303e+00,0.000000000000000000e+00
1.875000000000000000e+00,0.000000000000000000e+00,4.576711785758702966e+00,0.000000000000000000e+00,1.379370079874497890e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.593758849260636268e+00,0.000000000000000000e+00,1.913319788213012984e+01,0.000000000000000000e+00
1.925000000000000266e+00,2.539217190130936899e-02,6.513092092685851320e+00,0.000000000000000000e+00,3.883732692305267165e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.789415193498534506e+00,0.000000000000000000e+00,2.701727090299317169e+01,0.000000000000000000e+00
1.975000000000000089e+00,4.824566906435515806e-02,5.958340129447860178e+00,0.000000000000000000e+00,4.692192851940190934e+01,0.000000000000000000e+00,2.412283453217757903e-02,5.729173201392173453e+00,0.000000000000000000e+00,5.534381312544839915e+01,0.000000000000000000e+00
2.025000000000000355e+00,6.883905005798965360e-02,5.013777479223580080e+00,0.000000000000000000e+00,4.005572225249274254e+01,0.000000000000000000e+00,1.606244501353092102e-01,5.449758129590846600e+00,0.000000000000000000e+00,3.891127304527865505e+01,0.000000000000000000e+00
2.075000000000000178e+00,6.119085884388322238e-01,3.529401322602552682e+00,0.000000000000000000e+00,2.288920563629008242e+01,0.000000000000000000e+00,5.026391976461835887e-01,2.698953952578421855e+00,0.000000000000000000e+00,2.434248853383230227e+01,0.000000000000000000e+00
2.125000000000000000e+00,1.500307652343397358e+00,3.563230674315567725e+00,0.000000000000000000e+00,2.321048869797223446e+01,0.000000000000000000e+00,1.354444408365567121e+00,4.750974232420758447e+00,0.000000000000000000e+00,2.182478788018285343e+01,0.000000000000000000e+00
2.174999999999999822e+00,2.406763713556416828e+00,3.023372598847729797e+00,1.044256983154643603e-01,1.521134338795264185e+01,0.000000000000000000e+00,1.989060920294559276e+00,3.590254961131679856e+00,0.000000000000000000e+00,1.653406889994852591e+01,0.000000000000000000e+00
2.225000000000000089e+00,3.231144257813661547e+00,3.250150988741977276e+00,3.658795703700764013e-01,1.263947606732991602e+01,0.000000000000000000e+00,3.098097141315451886e+00,2.166767325827984703e+00,1.330471164982096055e-01,9.163620148814189292e+00,0.000000000000000000e+00
2.275000000000000355e+00,4.308774796569633914e+00,2.418004421703633611e+00,1.431713144429783258e+00,5.138259396120222533e+00,0.000000000000000000e+00,4.454218671559326381e+00,2.245289820153374194e+00,1.113554667889831595e+00,6.347261606972038450e+00,0.000000000000000000e+00
2.325000000000000178e+00,5.152461936142509913e+00,2.811225009077754411e+00,3.716387241102789840e+00,3.472689717096049566e+00,0.000000000000000000e+00,4.960985310137213666e+00,2.480492655068607277e+00,4.599790765627223443e+00,4.919643765886069886e+00,0.000000000000000000e+00
2.375000000000000000e+00,5.171352698772023970e+00,1.743246312973149914e+00,7.064735057838553267e+00,8.320039221008217467e-01,0.000000000000000000e+00,4.804353474988202422e+00,2.060200188059177151e+00,7.765369939607668748e+00,1.386673203501369356e+00,0.000000000000000000e+00
2.425000000000000266e+00,5.072313920519211372e+00,9.120564462763249836e-01,1.047264814189218640e+01,1.064065853989045740e+00,0.000000000000000000e+00,5.392333726230202018e+00,1.216075261701766719e+00,9.464585753902564846e+00,1.330082317486307231e+00,0.000000000000000000e+00
2.475000000000000089e+00,4.224285379187715961e+00,8.755791513225448242e-01,1.059143552345429384e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.654394435977738276e+00,1.459298585537574633e+00,1.118283547654057486e+01,2.553772524690756107e-01,0.000000000000000000e+00
2.525000000000000355e+00,4.250512177780056966e+00,9.814550688276866275e-01,9.194684329017272617e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.176718563582485721e+00,9.814550688276866275e-01,9.375478683801318880e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,3.675508106985917234e+00,9.437115409828704671e-01,7.375850728208226847e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.987713428814835925e+00,6.740796721306216988e-01,7.450354270917400434e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,3.209089646221267689e+00,6.486457795553626227e-01,4.827290169954119747e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.154466843732394832e+00,5.189166236442901425e-01,4.516622980798656428e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.537948616502713861e+00,0.000000000000000000e+00,3.359823168478981437e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.445898666681372013e+00,7.495495914023559969e-01,3.497898093210994208e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.166888904064197430e+00,1.083444452032098715e+00,2.239752127446473562e+00,0.000000000000000000e+00,9.419793403787849601e-03,2.686435366442163630e+00,6.019135844622770515e-01,1.884939909237131062e+00,0.000000000000000000e+00,9.419793403787849601e-03
2.775000000000000355e+00,1.832902095743788484e+00,5.804189969855331199e-01,1.475486187073750122e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.942876221488415656e+00,9.286703951768529031e-01,1.368566898155362255e+00,0.000000000000000000e+00,9.083408616075410585e-03
2.825000000000000178e+00,1.662480669391497745e+00,5.600555446531639836e-01,9.904140158077003875e-01,0.000000000000000000e+00,4.382362901803985022e-02,1.603527454164848765e+00,8.960888714450623294e-01,5.571078838918314124e-01,0.000000000000000000e+00,8.764725803607969351e-03
2.875000000000000000e+00,1.354709106257639517e+00,8.651923703830303181e-01,4.781326257379904798e-01,0.000000000000000000e+00,5.923767044541473903e-02,1.468550207623827708e+00,6.488942777872725998e-01,3.984438547816587795e-01,0.000000000000000000e+00,4.231262174672480864e-02
2.925000000000000266e+00,1.352784219221793371e+00,9.403500060444174302e-01,4.041855289138284180e-01,0.000000000000000000e+00,1.553380540958329281e-01,1.319789482167603278e+00,7.313833380345469148e-01,3.656916690172732909e-01,0.000000000000000000e+00,8.993255763442961626e-02
2.975000000000000089e+00,1.190747265403804933e+00,7.070061888335092970e-01,2.976868163509512333e-01,0.000000000000000000e+00,2.291925046241837516e-01,1.063167201253397254e+00,1.010008841190727646e-01,1.860542602193445416e-01,0.000000000000000000e+00,2.054829351803026671e-01
3.025000000000000355e+00,9.666136885385205879e-01,4.884484064423376681e-01,1.979501436634736877e-01,1.709569422548181949e-01,5.045101006644283625e-01,9.151980668077484005e-01,9.768968128846753363e-01,1.259682732403923366e-01,0.000000000000000000e+00,4.662896384928807980e-01
3.075000000000000178e+00,9.155324699877782635e-01,6.617707527629047570e-01,1.219051386668508902e-01,0.000000000000000000e+00,7.841382370884160125e-01,9.752411093348072324e-01,8.508481106951633066e-01,1.219051386668508902e-01,0.000000000000000000e+00,7.323555233184263491e-01
3.125000000000000000e+00,7.804793979055301145e-01,7.323016572940778124e-01,1.517598829260753401e-01,1.601909875330795319e-01,9.454775007075844062e-01,8.382926866392730325e-01,5.492262429705584426e-01,1.011732552840502314e-01,0.000000000000000000e+00,1.060080834126685634e+00
3.175000000000000266e+00,8.214326678656547198e-01,3.547095611238055279e-01,1.143471611517530850e-01,0.000000000000000000e+00,1.554311854239758928e+00,7.280880465172848703e-01,4.433869514047569238e-01,1.143471611517530850e-01,0.000000000000000000e+00,1.582067423065469214e+00
3.225000000000000089e+00,7.418762160484030366e-01,5.156944428629144372e-01,9.499634473790527500e-02,0.000000000000000000e+00,1.896564192289506900e+00,6.152144230645294476e-01,4.297453690524286607e-01,1.583272412298421250e-02,0.000000000000000000e+00,1.910015002163900633e+00
3.275000000000000355e+00,7.544893952513784807e-01,3.333790351110741956e-01,1.381768369210373271e-01,1.458533278610949779e-01,2.406478009385852879e+00,6.053461427016874064e-01,7.501028289999169818e-01,7.676490940057630052e-02,0.000000000000000000e+00,2.478215836223913726e+00
3.325000000000000178e+00,6.553676121409888200e-01,6.468563444508460547e-01,4.468415537324924025e-02,0.000000000000000000e+00,2.910401624310746005e+00,6.298338090705607462e-01,6.468563444508460547e-01,4.468415537324924025e-02,0.000000000000000000e+00,2.695284982513864502e+00
3.375000000000000000e+00,5.287010944829793058e-01,1.569581374246344085e-01,8.674002331361377327e-02,0.000000000000000000e+00,3.113429509380684745e+00,6.030496858946479133e-01,1.020227893260123642e+00,7.228335276134480181e-02,0.000000000000000000e+00,2.794103405854460487e+00
3.425000000000000266e+00,6.417218921368066376e-01,7.620447469124579376e-01,5.615066556197059050e-02,0.000000000000000000e+00,3.064931904302960142e+00,5.935927502265461175e-01,9.906581709861954632e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.178227052516494400e+00
3.475000000000000089e+00,6.311805992723067416e-01,7.402735423564088535e-01,6.818308942756398650e-02,2.590957398247430987e-01,3.168522470814371328e+00,5.376723623430761378e-01,1.184437667770253721e+00,1.363661788551279695e-02,0.000000000000000000e+00,3.099011923008571756e+00
3.525000000000000355e+00,5.831105968931945549e-01,6.474799484982874942e-01,1.457776492232986942e-01,0.000000000000000000e+00,3.214379573541568558e+00,6.739849756297963124e-01,7.913643814979067770e-01,2.650502713150884940e-02,0.000000000000000000e+00,3.028609825858780358e+00
3.575000000000000178e+00,6.552643914465632324e-01,6.994395189598145990e-01,6.442206095682503908e-02,0.000000000000000000e+00,3.086785901279942124e+00,5.742766576722688754e-01,1.258991134127666056e+00,9.019088533955504916e-02,0.000000000000000000e+00,2.922595161850157996e+00
3.625000000000000000e+00,6.802780076280440236e-01,1.020417011442066313e+00,1.002514958609749124e-01,1.190486513349076902e-01,2.544436195834300918e+00,6.158306174317029758e-01,1.088444812204870660e+00,6.265718491310931504e-02,0.000000000000000000e+00,2.901083110313167346e+00
3.675000000000000266e+00,6.549259526032938927e-01,9.928398749571214488e-01,1.097349335478923493e-01,0.000000000000000000e+00,2.574077261276813910e+00,5.643510868177320505e-01,1.323786499942828598e+00,8.534939275947184267e-02,0.000000000000000000e+00,2.486030352943402022e+00
3.725000000000000089e+00,6.035547397523247648e-01,1.224063264329153355e+00,1.068088443943720628e-01,0.000000000000000000e+00,2.152560545434661243e+00,6.306807954715303310e-01,1.224063264329153355e+00,1.305441431486769888e-01,3.382280072488449418e-01,2.223136301022682559e+00
3.775000000000000355e+00,7.725584262954964254e-01,1.191852956806300323e+00,2.195518604643183769e-01,1.097759302321592162e-01,2.233354742683145933e+00,6.206879664254415507e-01,1.568227574745131747e+00,1.039982496936245060e-01,1.097759302321592162e-01,2.100825999710739911e+00
3.825000000000000178e+00,7.653562467944232672e-01,1.344197105714576068e+00,1.688285838517110393e-01,2.138495395455006776e-01,2.070167130840095293e+00,6.688827703077313558e-01,1.527496711039290744e+00,2.138495395455006776e-01,1.069247697727503388e-01,1.869365700135051878e+00
3.875000000000000000e+00,6.955995181424357021e-01,1.488332302331788259e+00,2.631998176755162566e-01,3.125497834896755478e-01,1.658391771548386018e+00,6.454662195375755473e-01,1.309732426051973819e+00,2.302998404660767107e-01,2.083665223264503652e-01,1.849386329507610061e+00
3.925000000000000266e+00,5.741539954476982954e-01,9.284192266813844352e-01,3.206711144787676160e-01,6.092751175096586813e-01,1.679976104171950535e+00,6.840983775547043733e-01,1.798812251695182329e+00,3.206711144787676160e-01,6.092751175096586813e-01,1.557383253326970474e+00
3.975000000000000089e+00,8.516120113734826358e-01,1.866995563395712265e+00,3.856075366184125164e-01,1.980146809662118312e-01,1.500742845217605703e+00,6.312648475915325630e-01,1.697268693996101474e+00,5.210912657005573045e-01,2.970220214493177191e-01,1.398922534185142785e+00
4.025000000000000355e+00,7.202281038627277310e-01,1.324290384521789710e+00,4.472384193341131242e-01,2.896885216141415476e-01,1.286664993997416850e+00,7.492695596636442801e-01,1.931256810760943354e+00,3.862513621521886376e-01,4.828142026902358941e-01,1.351430010473796628e+00
4.075000000000000178e+00,9.179944862804066963e-01,1.614990299937752782e+00,6.049130333977372764e-01,4.710388374818447188e-01,1.339531777423917491e+00,8.613281599668015653e-01,1.830322339929453035e+00,5.156635694538089787e-01,5.652466049782136626e-01,1.187886670545737600e+00
4.125000000000000000e+00,9.511761600744963463e-01,1.786220347116642015e+00,7.064695026134705236e-01,4.596890599197239191e-01,1.011273110299413469e+00,8.350441870421450030e-01,1.313397314056354181e+00,8.032461468070964949e-01,9.193781198394478382e-01,1.056492639621744445e+00
4.175000000000000711e+00,9.015380346290381430e-01,1.794978422240450122e+00,6.802023494805914394e-01,8.077402900082025772e-01,1.095547146951041384e+00,9.501239167347945713e-01,2.153974106688540058e+00,7.652276431656656053e-01,1.256484895568315219e+00,1.067456194465117303e+00
4.224999999999999645e+00,9.962975032037851841e-01,1.852902499344605491e+00,8.579228499810371833e-01,6.134609626208491484e-01,9.404578201333662069e-01,9.699404263994521047e-01,1.402196485990512276e+00,9.870725263222686063e-01,1.665108327113732800e+00,9.678878398872561295e-01
4.275000000000000355e+00,1.034914809058856022e+00,1.663072056348310568e+00,9.010452317676606038e-01,1.540787346322699536e+00,9.071053589901689751e-01,9.164917214551063784e-01,1.711985940358554670e+00,1.054222921168162852e+00,1.283989455268916613e+00,7.654897544220832240e-01
4.325000000000000178e+00,9.608200112718017216e-01,1.481473787013327437e+00,1.250072108905982970e+00,1.756263279765799989e+00,8.712954297647081958e-01,1.056398965272661528e+00,2.102736988018916620e+00,1.179645511221138365e+00,1.756263279765799989e+00,8.114639839439558022e-01
4.375000000000000000e+00,9.684810276324290479e-01,1.914839392197111190e+00,1.006581169582435376e+00,2.860583238343246126e+00,7.674410550934838149e-01,8.947388174066094324e-01,1.401101994290569142e+00,1.135630037477619814e+00,3.187507037011044986e+00,8.186037920997160100e-01
4.425000000000000711e+00,1.018803487694862842e+00,1.689195405305397912e+00,1.345589512049819358e+00,2.796303204728531000e+00,7.466235611108288373e-01,9.899694267223670963e-01,1.689195405305397912e+00,1.311949774248573952e+00,2.237042563782825066e+00,7.537682841836598202e-01
4.474999999999999645e+00,1.170023225119039667e+00,1.205264888526239586e+00,1.217012109661972818e+00,2.656046698789306326e+00,6.496940992024692330e-01,1.090142121396052932e+00,1.071346567578879583e+00,1.200566000071946249e+00,1.874856493263039825e+00,6.881168685101423099e-01
