time_ps,T_K,PE_eV_atom,P_GPa
5.300000000000000711e+00,3.617114687299999787e+02,-4.892424931666666588e+00,-2.492680208333333258e-01
5.350000000000000533e+00,3.534508100499999728e+02,-4.889298053020833201e+00,-1.590197722829999882e-01
5.400000000000000355e+00,3.880495320499999821e+02,-4.892525675416666608e+00,-3.585690628866666785e-01
5.450000000000000178e+00,3.751588996500000235e+02,-4.889690790416666211e+00,-7.050637017066666568e-01
5.500000000000000000e+00,4.000201738599999999e+02,-4.890959837343749506e+00,-1.234989605333333268e-01
5.550000000000000711e+00,3.688682742699999721e+02,-4.885437552395833549e+00,-5.017897833200000157e-01
5.600000000000000533e+00,3.810140606699999921e+02,-4.885619302395833863e+00,3.063876418839999727e-01
5.650000000000000355e+00,3.898253500800000211e+02,-4.885969250677082876e+00,-1.863633999033333100e-01
5.700000000000000178e+00,3.931232330500000103e+02,-4.885896515260417239e+00,-7.011779377666667312e-02
5.750000000000000000e+00,3.853158084300000041e+02,-4.885652764427082850e+00,1.200248625699999218e-02
5.800000000000000711e+00,3.610287185899999827e+02,-4.884897615833333262e+00,-1.752118536119999792e-01
5.850000000000000533e+00,3.921533044999999902e+02,-4.891730275677082851e+00,-7.371344434999999029e-02
5.900000000000000355e+00,3.628397892400000160e+02,-4.890893506718749784e+00,1.366615477713333249e-01
5.950000000000000178e+00,3.684121908100000269e+02,-4.893250401718749920e+00,-2.971734319809999914e-01
6.000000000000000000e+00,3.720861349099999984e+02,-4.894360455937500021e+00,-3.752254667099999552e-01
6.050000000000000711e+00,3.600984247999999752e+02,-4.892392509479166485e+00,-3.421108806300000027e-01
6.100000000000000533e+00,3.730828568200000177e+02,-4.891778808541666912e+00,-1.823147383426000079e-01
6.150000000000000355e+00,3.777083734400000026e+02,-4.888738989531249857e+00,-5.711043770399999442e-01
6.200000000000000178e+00,4.038478717300000085e+02,-4.889728868593750555e+00,-7.709745407666658730e-03
6.250000000000000000e+00,4.077174678900000231e+02,-4.890005188177083184e+00,-2.738378906929999634e-01
6.300000000000000711e+00,3.782932351000000040e+02,-4.886917284218750268e+00,-3.703049217206667021e-01
6.350000000000000533e+00,3.762328175800000167e+02,-4.886601209687500003e+00,-4.228407109633333660e-01
6.400000000000000355e+00,3.879007533700000181e+02,-4.888366038177083261e+00,-4.289962335366666601e-01
6.450000000000000178e+00,3.831680649900000049e+02,-4.888524984062500245e+00,-3.604992271572500240e-01
6.500000000000000000e+00,3.770036477900000023e+02,-4.888370602968749701e+00,-7.239884065266665170e-01
6.550000000000000711e+00,3.961133920199999920e+02,-4.892317799322916549e+00,-2.762595885246666438e-01
6.600000000000000533e+00,3.689965162500000133e+02,-4.892671060000000516e+00,-5.929895506766666990e-01
6.650000000000000355e+00,3.393705037400000037e+02,-4.891363544947917141e+00,-5.023458757566666710e-01
6.700000000000000178e+00,3.506813239900000099e+02,-4.892819810208333564e+00,-5.106154197700000230e-01
6.750000000000000000e+00,3.554223815500000114e+02,-4.891472668645833188e+00,-2.226365438409999842e-01
6.800000000000000711e+00,3.749157113699999968e+02,-4.890435711093750193e+00,-3.102222827600000232e-01
6.850000000000000533e+00,3.732251629099999946e+02,-4.888001849062500348e+00,-4.352172673366666023e-01
6.900000000000000355e+00,3.457679059499999994e+02,-4.883347162916666484e+00,-1.799282326450000191e-01
6.950000000000000178e+00,3.714168683600000236e+02,-4.884855154947916667e+00,-2.400077600466666572e-01
7.000000000000000000e+00,4.213739006199999722e+02,-4.889677522135416510e+00,1.713226101300000317e-02
7.050000000000000711e+00,3.926415948499999899e+02,-4.885971136250000235e+00,-4.283981089433333000e-01
