lag_ps,MSD_A2
5.790000000000000568e+01,1.713421930433988605e+00
5.800000000000000000e+01,1.713412969585551116e+00
5.810000000000000142e+01,1.713730977345256701e+00
5.820000000000000284e+01,1.712351130629022444e+00
5.830000000000000426e+01,1.712156246621849176e+00
5.840000000000000568e+01,1.711852072086778698e+00
5.850000000000000000e+01,1.710313914627330290e+00
5.860000000000000142e+01,1.709228227585745552e+00
5.870000000000000284e+01,1.709419972368035667e+00
5.880000000000000426e+01,1.712487465360540417e+00
5.890000000000000568e+01,1.714074788399496452e+00
5.900000000000000000e+01,1.718990862319499158e+00
5.910000000000000142e+01,1.722372024251580536e+00
5.920000000000000284e+01,1.724033262853392090e+00
5.930000000000000426e+01,1.728230758179194249e+00
5.940000000000000568e+01,1.731052247899264485e+00
5.950000000000000000e+01,1.732254939451812525e+00
5.960000000000000142e+01,1.732194166911268374e+00
5.970000000000000284e+01,1.731026980465636189e+00
5.980000000000000426e+01,1.731368401649312716e+00
5.990000000000000568e+01,1.733507210991755976e+00
6.000000000000000000e+01,1.734848486903602716e+00
6.010000000000000142e+01,1.738706724567162798e+00
6.020000000000000284e+01,1.739017546785033730e+00
6.030000000000000426e+01,1.739822390824844245e+00
6.040000000000000568e+01,1.740686173267989689e+00
6.050000000000000000e+01,1.741219502754246751e+00
6.060000000000000142e+01,1.739118749895143479e+00
6.070000000000000284e+01,1.739590311914004817e+00
6.080000000000000426e+01,1.738442579884785788e+00
6.090000000000000568e+01,1.739019427470044565e+00
6.100000000000000000e+01,1.737977851822405606e+00
6.110000000000000142e+01,1.738870725385776472e+00
6.120000000000000284e+01,1.741057109412391668e+00
6.130000000000000426e+01,1.742434701169487399e+00
6.140000000000000568e+01,1.743125687310261185e+00
6.150000000000000000e+01,1.744871534401037039e+00
6.160000000000000142e+01,1.746196199454746134e+00
6.170000000000000284e+01,1.747569735571848248e+00
6.180000000000000426e+01,1.748216418591052479e+00
6.190000000000000568e+01,1.749941033192316420e+00
6.200000000000000000e+01,1.751230055740051972e+00
6.210000000000000142e+01,1.751469431917702435e+00
6.220000000000000284e+01,1.751782126532872352e+00
6.230000000000000426e+01,1.750804434174500157e+00
6.240000000000000568e+01,1.751079549782491807e+00
6.250000000000000000e+01,1.752422929850582900e+00
6.260000000000000142e+01,1.753077402827674325e+00
6.270000000000000284e+01,1.755162194982248014e+00
6.280000000000000426e+01,1.757302006809071004e+00
6.290000000000000568e+01,1.759734554798145778e+00
6.300000000000000000e+01,1.761201998465535823e+00
6.310000000000000142e+01,1.764883745366981893e+00
6.320000000000000284e+01,1.762724680582666847e+00
6.330000000000000426e+01,1.764367649227652768e+00
6.340000000000000568e+01,1.764091247676789598e+00
6.350000000000000000e+01,1.766942150941867018e+00
6.360000000000000142e+01,1.770297971966099615e+00
6.370000000000000284e+01,1.772120010380067390e+00
6.380000000000000426e+01,1.773914279154017892e+00
6.390000000000000568e+01,1.774265454976553746e+00
6.400000000000000000e+01,1.776400804952714685e+00
6.410000000000000853e+01,1.777697668220078242e+00
6.420000000000000284e+01,1.777556207134470156e+00
6.429999999999999716e+01,1.778502993958370748e+00
6.440000000000000568e+01,1.779774691346766691e+00
6.450000000000000000e+01,1.780600945234359189e+00
6.460000000000000853e+01,1.779508721222103462e+00
6.470000000000000284e+01,1.779981385989690690e+00
6.479999999999999716e+01,1.782708460262277139e+00
6.490000000000000568e+01,1.786786582528868017e+00
6.500000000000000000e+01,1.788990225184205363e+00
6.510000000000000853e+01,1.791743708683843472e+00
6.520000000000000284e+01,1.792038288213999797e+00
6.529999999999999716e+01,1.795635997460860223e+00
6.540000000000000568e+01,1.798738720676613667e+00
6.550000000000000000e+01,1.801300701490619049e+00
6.560000000000000853e+01,1.800528885671760282e+00
6.570000000000000284e+01,1.803070902247973839e+00
6.579999999999999716e+01,1.804858615875471806e+00
6.590000000000000568e+01,1.804459518869735213e+00
6.600000000000000000e+01,1.806829801371679700e+00
6.610000000000000853e+01,1.807953006591278111e+00
6.620000000000000284e+01,1.809645900321350531e+00
6.629999999999999716e+01,1.811646638145752330e+00
6.640000000000000568e+01,1.813111601628947245e+00
6.650000000000000000e+01,1.813750585788929115e+00
6.660000000000000853e+01,1.815029947548344236e+00
6.670000000000000284e+01,1.814685536418676914e+00
6.679999999999999716e+01,1.813507185706817681e+00
6.690000000000000568e+01,1.811457531565393575e+00
6.700000000000000000e+01,1.812225451673350030e+00
6.710000000000000853e+01,1.815149884571780614e+00
6.720000000000000284e+01,1.817136367372542027e+00
6.729999999999999716e+01,1.819561500889203431e+00
6.740000000000000568e+01,1.822874913008331488e+00
6.750000000000000000e+01,1.823548444031987570e+00
6.760000000000000853e+01,1.823066236839254950e+00
6.770000000000000284e+01,1.825297497208687059e+00
6.779999999999999716e+01,1.828276408805753039e+00
6.790000000000000568e+01,1.830082514188247300e+00
6.800000000000000000e+01,1.830961028329447071e+00
6.810000000000000853e+01,1.830522373100609723e+00
6.820000000000000284e+01,1.835824255984211728e+00
6.829999999999999716e+01,1.838410561447376690e+00
6.840000000000000568e+01,1.837799607447742067e+00
6.850000000000000000e+01,1.836408601875376911e+00
6.860000000000000853e+01,1.833745776635842262e+00
6.870000000000000284e+01,1.835441711140298082e+00
6.879999999999999716e+01,1.837980564107199788e+00
6.890000000000000568e+01,1.838609123726070216e+00
6.900000000000000000e+01,1.836291761131936040e+00
6.910000000000000853e+01,1.836524010388356665e+00
6.920000000000000284e+01,1.837880551873625423e+00
6.929999999999999716e+01,1.837060615418877774e+00
6.940000000000000568e+01,1.839398446828421463e+00
6.950000000000000000e+01,1.839471765806873327e+00
6.960000000000000853e+01,1.839842537079332319e+00
6.970000000000000284e+01,1.843173950014790341e+00
6.979999999999999716e+01,1.843231930455193623e+00
6.990000000000000568e+01,1.846015365949218445e+00
7.000000000000000000e+01,1.845225834345118665e+00
7.010000000000000853e+01,1.845410803295721935e+00
7.020000000000000284e+01,1.846421700628817719e+00
7.029999999999999716e+01,1.846079447866133982e+00
7.040000000000000568e+01,1.846529406811696195e+00
7.050000000000000000e+01,1.846002611141142724e+00
7.060000000000000853e+01,1.848031251961229637e+00
7.070000000000000284e+01,1.850709798406541706e+00
7.079999999999999716e+01,1.853379276630275463e+00
7.090000000000000568e+01,1.858537882610394210e+00
7.100000000000000000e+01,1.861137706821067273e+00
7.110000000000000853e+01,1.859060590687116932e+00
7.120000000000000284e+01,1.858501556559703838e+00
7.129999999999999716e+01,1.862403694920431896e+00
7.140000000000000568e+01,1.864013592743504866e+00
7.150000000000000000e+01,1.867109716207850934e+00
7.160000000000000853e+01,1.869805689270972460e+00
7.170000000000000284e+01,1.871591886343388911e+00
7.179999999999999716e+01,1.872499653989773805e+00
7.190000000000000568e+01,1.869570107352137134e+00
7.200000000000000000e+01,1.869457824079608699e+00
7.210000000000000853e+01,1.872280496375137826e+00
7.220000000000000284e+01,1.873435620218979469e+00
7.229999999999999716e+01,1.874664833610000247e+00
7.240000000000000568e+01,1.878021730773974163e+00
7.250000000000000000e+01,1.880158922210687589e+00
7.260000000000000853e+01,1.881853117641968387e+00
7.270000000000000284e+01,1.880987117120181074e+00
7.279999999999999716e+01,1.879087745170378465e+00
7.290000000000000568e+01,1.879107563708678041e+00
7.300000000000000000e+01,1.878208257203479281e+00
7.310000000000000853e+01,1.881834256251546433e+00
7.320000000000000284e+01,1.882990358903216421e+00
7.329999999999999716e+01,1.883849307809779772e+00
7.340000000000000568e+01,1.886065948909737999e+00
7.350000000000000000e+01,1.887696607168282359e+00
7.360000000000000853e+01,1.888321582428332590e+00
7.370000000000000284e+01,1.890956333891768537e+00
7.379999999999999716e+01,1.895282303964620718e+00
7.390000000000000568e+01,1.899738186318018496e+00
7.400000000000000000e+01,1.901719442741854005e+00
7.410000000000000853e+01,1.902855376533769238e+00
7.420000000000000284e+01,1.902940699045413186e+00
7.429999999999999716e+01,1.903961575640496617e+00
7.440000000000000568e+01,1.906345178476648972e+00
7.450000000000000000e+01,1.906574952358652597e+00
7.460000000000000853e+01,1.907075289564793330e+00
7.470000000000000284e+01,1.906893404833514882e+00
7.479999999999999716e+01,1.906842107571459222e+00
7.490000000000000568e+01,1.905013602918133708e+00
7.500000000000000000e+01,1.903322161517132960e+00
7.510000000000000853e+01,1.902783614376235333e+00
7.520000000000000284e+01,1.904561765011238528e+00
7.529999999999999716e+01,1.906418046514797959e+00
7.540000000000000568e+01,1.909756444106228246e+00
7.550000000000000000e+01,1.908416185422206812e+00
7.560000000000000853e+01,1.909958221040914284e+00
7.570000000000000284e+01,1.909966467736706530e+00
7.579999999999999716e+01,1.911066125567086216e+00
7.590000000000000568e+01,1.913973527570519861e+00
7.600000000000000000e+01,1.914226552071760734e+00
7.610000000000000853e+01,1.914012902334252697e+00
7.620000000000000284e+01,1.912809047375799265e+00
7.629999999999999716e+01,1.911867480262007701e+00
7.640000000000000568e+01,1.911842138776877587e+00
7.650000000000000000e+01,1.911462935272577823e+00
7.660000000000000853e+01,1.911363433048112626e+00
7.670000000000000284e+01,1.911601303630040771e+00
7.680000000000001137e+01,1.910075516388387795e+00
7.690000000000000568e+01,1.911834653387582961e+00
7.700000000000000000e+01,1.913577628940693165e+00
7.710000000000000853e+01,1.913521907162266888e+00
7.720000000000000284e+01,1.915684797395643901e+00
7.730000000000001137e+01,1.919267336538956759e+00
7.740000000000000568e+01,1.921272947445699986e+00
7.750000000000000000e+01,1.924335668463608595e+00
7.760000000000000853e+01,1.926912380245596967e+00
7.770000000000000284e+01,1.928754659843521235e+00
7.780000000000001137e+01,1.930115579933759484e+00
7.790000000000000568e+01,1.930400579189548660e+00
7.800000000000000000e+01,1.930657108039643521e+00
7.810000000000000853e+01,1.934717927210159116e+00
7.820000000000000284e+01,1.936798529261250401e+00
7.830000000000001137e+01,1.936004254718543205e+00
7.840000000000000568e+01,1.936458865691891074e+00
7.850000000000000000e+01,1.937904838154026921e+00
7.860000000000000853e+01,1.938917160893436797e+00
7.870000000000000284e+01,1.939151230661606551e+00
7.880000000000001137e+01,1.938064063016274208e+00
7.890000000000000568e+01,1.941603058127797654e+00
7.900000000000000000e+01,1.943007203513100301e+00
7.910000000000000853e+01,1.945887984551116334e+00
7.920000000000000284e+01,1.946359756932621199e+00
7.930000000000001137e+01,1.948756323284675185e+00
7.940000000000000568e+01,1.949180057325771154e+00
7.950000000000000000e+01,1.949559695645212143e+00
7.960000000000000853e+01,1.949337237224853858e+00
7.970000000000000284e+01,1.944541083243424451e+00
7.980000000000001137e+01,1.945585878353043308e+00
7.990000000000000568e+01,1.944102958206462839e+00
8.000000000000000000e+01,1.945627372242059172e+00
8.010000000000000853e+01,1.948100877167686873e+00
8.020000000000000284e+01,1.952906280616500068e+00
8.030000000000001137e+01,1.953508007052960238e+00
8.040000000000000568e+01,1.956066483322633776e+00
8.050000000000000000e+01,1.958938425396125060e+00
8.060000000000000853e+01,1.962147794616503127e+00
8.070000000000000284e+01,1.959541303141768109e+00
8.080000000000001137e+01,1.960590536577386578e+00
8.090000000000000568e+01,1.961115856036806493e+00
8.100000000000000000e+01,1.960280771894518992e+00
8.110000000000000853e+01,1.956837514535191280e+00
8.120000000000000284e+01,1.955978942864534220e+00
8.130000000000001137e+01,1.955534810404447432e+00
8.140000000000000568e+01,1.954996416709062323e+00
8.150000000000000000e+01,1.955344773518252088e+00
8.160000000000000853e+01,1.950828331015636907e+00
8.170000000000000284e+01,1.952240479237027371e+00
8.180000000000001137e+01,1.950243918691403566e+00
8.190000000000000568e+01,1.949967077525232462e+00
8.200000000000000000e+01,1.952105775194166393e+00
8.210000000000000853e+01,1.951592110275745640e+00
8.220000000000000284e+01,1.953588675958968457e+00
8.230000000000001137e+01,1.954842831240959589e+00
8.240000000000000568e+01,1.954926295417318771e+00
8.250000000000000000e+01,1.953581294769775267e+00
8.260000000000000853e+01,1.953699244654772738e+00
8.270000000000000284e+01,1.953767483535206573e+00
8.280000000000001137e+01,1.953433702257316718e+00
8.290000000000000568e+01,1.953001948803864796e+00
8.300000000000000000e+01,1.953701661758519004e+00
8.310000000000000853e+01,1.956452965068580241e+00
8.320000000000000284e+01,1.954865431955300270e+00
8.330000000000001137e+01,1.953395441720676695e+00
8.340000000000000568e+01,1.952783959372634826e+00
8.350000000000000000e+01,1.953459038886382171e+00
8.360000000000000853e+01,1.952876558745209712e+00
8.370000000000000284e+01,1.957006899921274634e+00
8.380000000000001137e+01,1.958666243064223433e+00
8.390000000000000568e+01,1.960168666197977139e+00
8.400000000000000000e+01,1.962904884172449682e+00
8.410000000000000853e+01,1.965229707838193285e+00
8.420000000000000284e+01,1.969612667178548104e+00
8.430000000000001137e+01,1.974518709343106693e+00
8.440000000000000568e+01,1.975845133849644331e+00
8.450000000000000000e+01,1.976753639107466931e+00
8.460000000000000853e+01,1.980745461816739050e+00
8.470000000000000284e+01,1.986641057396929977e+00
8.480000000000001137e+01,1.987853584368367788e+00
8.490000000000000568e+01,1.990695930404163594e+00
8.500000000000000000e+01,1.992504988054211168e+00
8.510000000000000853e+01,1.995141721452202255e+00
8.520000000000000284e+01,1.996558996591152324e+00
8.530000000000001137e+01,1.998302099636002804e+00
8.540000000000000568e+01,2.000544802901105257e+00
8.550000000000000000e+01,2.004992583714315657e+00
8.560000000000000853e+01,2.006300532599789133e+00
8.570000000000000284e+01,2.009749564934532273e+00
8.580000000000001137e+01,2.010127170049890388e+00
8.590000000000000568e+01,2.012351579968584492e+00
8.600000000000000000e+01,2.014097395582981509e+00
8.610000000000000853e+01,2.015377204921516618e+00
8.620000000000000284e+01,2.017187945623792000e+00
8.630000000000001137e+01,2.017906514168939403e+00
8.640000000000000568e+01,2.018931984475500485e+00
8.650000000000000000e+01,2.019335724290333367e+00
8.660000000000000853e+01,2.018705519639175439e+00
8.670000000000000284e+01,2.020452721550156205e+00
8.680000000000001137e+01,2.020466092913541623e+00
8.690000000000000568e+01,2.019557711083337370e+00
8.700000000000000000e+01,2.019590425678792212e+00
8.710000000000000853e+01,2.020100859193316278e+00
8.720000000000000284e+01,2.020258155528734889e+00
8.730000000000001137e+01,2.023244619859175586e+00
8.740000000000000568e+01,2.024253431264257053e+00
8.750000000000000000e+01,2.027160285574218790e+00
8.760000000000000853e+01,2.027402516706428237e+00
8.770000000000000284e+01,2.025614662926688680e+00
8.780000000000001137e+01,2.027341887803256526e+00
8.790000000000000568e+01,2.028107008175698223e+00
8.800000000000000000e+01,2.030034225414302007e+00
8.810000000000000853e+01,2.032167631045923795e+00
8.820000000000000284e+01,2.032589502395167447e+00
8.830000000000001137e+01,2.032929096828907767e+00
8.840000000000000568e+01,2.030927799798274425e+00
8.850000000000000000e+01,2.030855875717209713e+00
8.860000000000000853e+01,2.031924983252174854e+00
8.870000000000000284e+01,2.033761460101169760e+00
8.880000000000001137e+01,2.034255643342759434e+00
8.890000000000000568e+01,2.035175071637616018e+00
8.900000000000000000e+01,2.036599047226062442e+00
8.910000000000000853e+01,2.038337990560818103e+00
8.920000000000000284e+01,2.041458689849975805e+00
8.930000000000001137e+01,2.042051605079715948e+00
8.940000000000000568e+01,2.042190278237923540e+00
8.950000000000000000e+01,2.041296855191094828e+00
8.960000000000000853e+01,2.042853680471570232e+00
8.970000000000000284e+01,2.046471351427888941e+00
8.980000000000001137e+01,2.047114500210946098e+00
8.990000000000000568e+01,2.049006693393115253e+00
9.000000000000000000e+01,2.051677358917359584e+00
9.010000000000000853e+01,2.054683299747016356e+00
9.020000000000000284e+01,2.057623406608686700e+00
9.030000000000001137e+01,2.059962931382628870e+00
9.040000000000000568e+01,2.064148629898627352e+00
9.050000000000000000e+01,2.066881698871971373e+00
9.060000000000000853e+01,2.069104943104544958e+00
9.070000000000000284e+01,2.071102838655534129e+00
9.080000000000001137e+01,2.073712034154221673e+00
9.090000000000000568e+01,2.073624789261403922e+00
9.100000000000000000e+01,2.074997915139840998e+00
9.110000000000000853e+01,2.073323482224229242e+00
9.120000000000000284e+01,2.074882368473159655e+00
9.130000000000001137e+01,2.075747159708251743e+00
9.140000000000000568e+01,2.076330793707890976e+00
9.150000000000000000e+01,2.077691808488280056e+00
9.160000000000000853e+01,2.078049539105111698e+00
9.170000000000000284e+01,2.080975374398530420e+00
9.180000000000001137e+01,2.084660133997783937e+00
9.190000000000000568e+01,2.086716687852557595e+00
9.200000000000000000e+01,2.090069657632019684e+00
9.210000000000000853e+01,2.089991141665560992e+00
9.220000000000000284e+01,2.091349581988158679e+00
9.230000000000001137e+01,2.092178234697616102e+00
9.240000000000000568e+01,2.089667082261112530e+00
9.250000000000000000e+01,2.090497658690285032e+00
9.260000000000000853e+01,2.089246255547158260e+00
9.270000000000000284e+01,2.090747304059379363e+00
9.280000000000001137e+01,2.089850759584158002e+00
9.290000000000000568e+01,2.091000575360431046e+00
9.300000000000000000e+01,2.094763727354254979e+00
9.310000000000000853e+01,2.096778133429975988e+00
9.320000000000000284e+01,2.099064618687128014e+00
9.330000000000001137e+01,2.101259467715686835e+00
9.340000000000000568e+01,2.101623323174765634e+00
9.350000000000000000e+01,2.100354718903775897e+00
9.360000000000000853e+01,2.099785850736620940e+00
9.370000000000000284e+01,2.099965657801452501e+00
9.380000000000001137e+01,2.097864541494258273e+00
9.390000000000000568e+01,2.098262132999386242e+00
9.400000000000000000e+01,2.098666407876207174e+00
9.410000000000000853e+01,2.101255501671625225e+00
9.420000000000000284e+01,2.101864609982846854e+00
9.430000000000001137e+01,2.105449968893458923e+00
9.440000000000000568e+01,2.104718526388304145e+00
9.450000000000000000e+01,2.102155681966404011e+00
9.460000000000000853e+01,2.100356530259475107e+00
9.470000000000000284e+01,2.102230778639912145e+00
9.480000000000001137e+01,2.099714543736311612e+00
9.490000000000000568e+01,2.100383243824302859e+00
9.500000000000000000e+01,2.101219718260100233e+00
9.510000000000000853e+01,2.100868794436010933e+00
9.520000000000000284e+01,2.098925125518589230e+00
9.530000000000001137e+01,2.099330178654746693e+00
9.540000000000000568e+01,2.101486518174724871e+00
9.550000000000000000e+01,2.103057381655776048e+00
9.560000000000000853e+01,2.108103866784941438e+00
9.570000000000000284e+01,2.110009673979656331e+00
9.580000000000001137e+01,2.112119032263117813e+00
9.590000000000000568e+01,2.114362337082606569e+00
9.600000000000000000e+01,2.114672492805643955e+00
9.610000000000000853e+01,2.115280978487151575e+00
9.620000000000000284e+01,2.117208010870405221e+00
9.630000000000001137e+01,2.117270533043139835e+00
9.640000000000000568e+01,2.118421787502242637e+00
9.650000000000000000e+01,2.116379565522745754e+00
9.660000000000000853e+01,2.115315426481251482e+00
9.670000000000000284e+01,2.117401699538463689e+00
9.680000000000001137e+01,2.118753210480503135e+00
9.690000000000000568e+01,2.120326437925557084e+00
9.700000000000000000e+01,2.120725617607934765e+00
9.710000000000000853e+01,2.123610965329318478e+00
9.720000000000000284e+01,2.125629642002654585e+00
9.730000000000001137e+01,2.125389639533738606e+00
9.740000000000000568e+01,2.124859001347952248e+00
9.750000000000000000e+01,2.123701827902988004e+00
9.760000000000000853e+01,2.124029870248154594e+00
9.770000000000000284e+01,2.119876794355394001e+00
9.780000000000001137e+01,2.117887473823802935e+00
9.790000000000000568e+01,2.119351891504159813e+00
9.800000000000000000e+01,2.121954828296550577e+00
9.810000000000000853e+01,2.123648434217958680e+00
9.820000000000000284e+01,2.127869226013934689e+00
9.830000000000001137e+01,2.128420653512943073e+00
9.840000000000000568e+01,2.132137703680649921e+00
9.850000000000000000e+01,2.132633454204673207e+00
9.860000000000000853e+01,2.132889000751125419e+00
9.870000000000000284e+01,2.132393874208843965e+00
9.880000000000001137e+01,2.130702586556779021e+00
9.890000000000000568e+01,2.128942975199426435e+00
9.900000000000000000e+01,2.128406910432741661e+00
9.910000000000000853e+01,2.129489012076563714e+00
9.920000000000000284e+01,2.130728227389144358e+00
9.930000000000001137e+01,2.129156796716221489e+00
9.940000000000000568e+01,2.129223002858519731e+00
9.950000000000000000e+01,2.131042648794073013e+00
9.960000000000000853e+01,2.131652935446616048e+00
9.970000000000000284e+01,2.131456265425240915e+00
9.980000000000001137e+01,2.134447277376609442e+00
9.990000000000000568e+01,2.136103176142349014e+00
1.000000000000000000e+02,2.138075309639615895e+00
1.001000000000000085e+02,2.137255935143191010e+00
1.002000000000000028e+02,2.137154067990786555e+00
1.003000000000000114e+02,2.136853547095911576e+00
1.004000000000000057e+02,2.137409705478192201e+00
1.005000000000000000e+02,2.138281367131188215e+00
1.006000000000000085e+02,2.132505932269642468e+00
1.007000000000000028e+02,2.131799411447456549e+00
1.008000000000000114e+02,2.132876680321301954e+00
1.009000000000000057e+02,2.133257810802922982e+00
1.010000000000000000e+02,2.136823333275367887e+00
1.011000000000000085e+02,2.139797210938902516e+00
1.012000000000000028e+02,2.141898065662254602e+00
1.013000000000000114e+02,2.145045986990000486e+00
1.014000000000000057e+02,2.148602358191250339e+00
1.015000000000000000e+02,2.151005517960707270e+00
1.016000000000000085e+02,2.153294783101003862e+00
1.017000000000000028e+02,2.156204963276928677e+00
1.018000000000000114e+02,2.156604814804794490e+00
1.019000000000000057e+02,2.157497907869493137e+00
1.020000000000000000e+02,2.161119636726644533e+00
1.021000000000000085e+02,2.166449355295906098e+00
1.022000000000000028e+02,2.169291468045624338e+00
1.023000000000000114e+02,2.173230298823251250e+00
1.024000000000000057e+02,2.177079972280200781e+00
1.025000000000000000e+02,2.180083762561604743e+00
1.026000000000000085e+02,2.183064682945463186e+00
1.027000000000000028e+02,2.182922779149924608e+00
1.028000000000000114e+02,2.184539926947008937e+00
1.029000000000000057e+02,2.184330288195784231e+00
1.030000000000000000e+02,2.181055954935112950e+00
1.031000000000000085e+02,2.184832752069207018e+00
1.032000000000000028e+02,2.186548811572049722e+00
1.033000000000000114e+02,2.189525412948292171e+00
1.034000000000000057e+02,2.191619591859427008e+00
1.035000000000000000e+02,2.195048222658326331e+00
1.036000000000000085e+02,2.198539134786535065e+00
1.037000000000000028e+02,2.199860595941994568e+00
1.038000000000000114e+02,2.198288684111978419e+00
1.039000000000000057e+02,2.199142031023818777e+00
1.040000000000000000e+02,2.199846858741033806e+00
1.041000000000000085e+02,2.204487093491199534e+00
1.042000000000000028e+02,2.206706854148576813e+00
1.043000000000000114e+02,2.206874846735864093e+00
1.044000000000000057e+02,2.207281559277697980e+00
1.045000000000000000e+02,2.211460166122718007e+00
1.046000000000000085e+02,2.215951136154172829e+00
1.047000000000000028e+02,2.217476597219494305e+00
1.048000000000000114e+02,2.219646462697827172e+00
1.049000000000000057e+02,2.219111917758831876e+00
1.050000000000000000e+02,2.220896702642693121e+00
1.051000000000000085e+02,2.223118433370829816e+00
1.052000000000000028e+02,2.224690752272657335e+00
1.053000000000000114e+02,2.225656227980257196e+00
1.054000000000000057e+02,2.224326375310008430e+00
1.055000000000000000e+02,2.226861901185002157e+00
1.056000000000000085e+02,2.228915210856596829e+00
1.057000000000000028e+02,2.229396590173986947e+00
1.058000000000000114e+02,2.228473959052293729e+00
1.059000000000000057e+02,2.228979182698724415e+00
1.060000000000000000e+02,2.230010041774848961e+00
1.061000000000000085e+02,2.230826924498912955e+00
1.062000000000000028e+02,2.229557004632281458e+00
1.063000000000000114e+02,2.227726452552664771e+00
1.064000000000000057e+02,2.227816360640570537e+00
1.065000000000000000e+02,2.226811366723504548e+00
1.066000000000000085e+02,2.225266280306778643e+00
1.067000000000000028e+02,2.224981393382816641e+00
1.068000000000000114e+02,2.229528901470629432e+00
1.069000000000000057e+02,2.235637243360680593e+00
1.070000000000000000e+02,2.239294316189971656e+00
1.071000000000000085e+02,2.242725971183303191e+00
1.072000000000000028e+02,2.243207858250112263e+00
1.073000000000000114e+02,2.243717823233161823e+00
1.074000000000000057e+02,2.245692060582179739e+00
1.075000000000000000e+02,2.252321187297050109e+00
1.076000000000000085e+02,2.252234763285806629e+00
1.077000000000000028e+02,2.255636560965421200e+00
1.078000000000000114e+02,2.255313345924271573e+00
1.079000000000000057e+02,2.257365127028359897e+00
1.080000000000000000e+02,2.259396164239411142e+00
1.081000000000000085e+02,2.257014486959606714e+00
1.082000000000000028e+02,2.255816242557211471e+00
1.083000000000000114e+02,2.256016906622599461e+00
1.084000000000000057e+02,2.258486278435270389e+00
1.085000000000000000e+02,2.258439718343194347e+00
1.086000000000000085e+02,2.256688460653619721e+00
1.087000000000000028e+02,2.254212663110024550e+00
1.088000000000000114e+02,2.257249391242472480e+00
1.089000000000000057e+02,2.261803382952726871e+00
1.090000000000000000e+02,2.264110781016599905e+00
1.091000000000000085e+02,2.265987230826156384e+00
1.092000000000000028e+02,2.270078760588365885e+00
1.093000000000000114e+02,2.273334999972626225e+00
1.094000000000000057e+02,2.276643249032679339e+00
1.095000000000000000e+02,2.278645265135083697e+00
1.096000000000000085e+02,2.280731454551766291e+00
1.097000000000000028e+02,2.282220605442784933e+00
1.098000000000000114e+02,2.281958728573628026e+00
1.099000000000000057e+02,2.281726395350995418e+00
1.100000000000000000e+02,2.281431650065782968e+00
1.101000000000000085e+02,2.285551718859703207e+00
1.102000000000000028e+02,2.286457671155117666e+00
1.103000000000000114e+02,2.284564407300548883e+00
1.104000000000000057e+02,2.285851955324425866e+00
1.105000000000000000e+02,2.288786473312898639e+00
1.106000000000000085e+02,2.290187313907998234e+00
1.107000000000000028e+02,2.290239001937504515e+00
1.108000000000000114e+02,2.291186168553246194e+00
1.109000000000000057e+02,2.290829175484854208e+00
1.110000000000000000e+02,2.290655659372412778e+00
1.111000000000000085e+02,2.291813457068181403e+00
1.112000000000000028e+02,2.291479782827781086e+00
1.113000000000000114e+02,2.291500195747393942e+00
1.114000000000000057e+02,2.294834229245370061e+00
1.115000000000000000e+02,2.295857193006323183e+00
1.116000000000000085e+02,2.298807016667024250e+00
1.117000000000000028e+02,2.299398263734688364e+00
1.118000000000000114e+02,2.301849733611811555e+00
1.119000000000000057e+02,2.303410439976438795e+00
1.120000000000000000e+02,2.303070255198948146e+00
1.121000000000000085e+02,2.302156816010567209e+00
1.122000000000000028e+02,2.304043415918549886e+00
1.123000000000000114e+02,2.305045335981143584e+00
1.124000000000000057e+02,2.306050794508740065e+00
1.125000000000000000e+02,2.308563263756538309e+00
1.126000000000000085e+02,2.312044586330572304e+00
1.127000000000000028e+02,2.312996904035810708e+00
1.128000000000000114e+02,2.313854809783927102e+00
1.129000000000000057e+02,2.313610226086178834e+00
1.130000000000000000e+02,2.315833257423956848e+00
1.131000000000000085e+02,2.317196131941093196e+00
1.132000000000000028e+02,2.320695669038483899e+00
1.133000000000000114e+02,2.323288994966645316e+00
1.134000000000000057e+02,2.324857960195465978e+00
1.135000000000000000e+02,2.330959375693579361e+00
1.136000000000000085e+02,2.333521353561534006e+00
1.137000000000000028e+02,2.332678968625113036e+00
1.138000000000000114e+02,2.330327469476768609e+00
1.139000000000000057e+02,2.325905098732922394e+00
1.140000000000000000e+02,2.322626067110164616e+00
1.141000000000000085e+02,2.319613533992118448e+00
1.142000000000000028e+02,2.319439520195875293e+00
1.143000000000000114e+02,2.322532839209981770e+00
1.144000000000000057e+02,2.325082193516863960e+00
1.145000000000000000e+02,2.326719245415282078e+00
1.146000000000000085e+02,2.329695689828783056e+00
1.147000000000000028e+02,2.326593807360536115e+00
1.148000000000000114e+02,2.329974775241785867e+00
1.149000000000000057e+02,2.328734144305080633e+00
1.150000000000000000e+02,2.328654898223716962e+00
1.151000000000000085e+02,2.328156907757596095e+00
1.152000000000000028e+02,2.329533208340528905e+00
1.153000000000000114e+02,2.330661181557221795e+00
1.154000000000000057e+02,2.329547532730193993e+00
1.155000000000000000e+02,2.329066080039700282e+00
1.156000000000000085e+02,2.328055674823223065e+00
1.157000000000000028e+02,2.327632999331723518e+00
1.158000000000000114e+02,2.327977433320837619e+00
1.159000000000000057e+02,2.327256876401082142e+00
1.160000000000000000e+02,2.326914713039146765e+00
