# Time-averaged data for fix msd_out
# TimeStep c_msd_li[1] c_msd_li[2] c_msd_li[3] c_msd_li[4]
0 3.44309e-30 2.21881e-31 1.23292e-31 3.78826e-30
1000 0.291287 0.500792 1.20348 1.99556
2000 0.330093 0.869516 1.9012 3.10081
3000 0.337116 1.24491 2.2154 3.79743
4000 0.485279 1.08621 2.32101 3.8925
5000 0.321755 1.00072 3.41406 4.73653
6000 0.442836 1.06249 3.62132 5.12664
7000 0.513521 1.13693 4.3978 6.04826
8000 1.00771 1.37345 4.69524 7.0764
9000 0.755098 1.36146 4.60834 6.72489
10000 0.756409 1.55164 5.47279 7.78083
11000 0.976931 1.48768 6.3337 8.79831
12000 0.937257 1.69106 5.92485 8.55317
13000 1.40171 1.77743 5.44836 8.6275
14000 1.66188 1.66374 6.37064 9.69626
15000 1.47259 1.9946 6.93892 10.4061
16000 1.42113 2.12931 6.50234 10.0528
17000 1.25961 2.21028 6.01073 9.48062
18000 1.84791 2.24266 6.60611 10.6967
19000 1.44451 2.58995 7.98312 12.0176
20000 2.02082 2.59571 8.5514 13.1679
21000 1.86077 2.61588 9.50468 13.9813
22000 1.77289 2.49046 11.4952 15.7585
23000 1.85071 2.71809 12.8713 17.4401
24000 1.82946 2.75837 12.9845 17.5724
25000 1.85749 3.11643 13.5207 18.4946
26000 1.98155 2.62034 14.7175 19.3194
27000 2.10926 2.59776 14.6651 19.3721
28000 1.95893 2.694 15.9165 20.5695
29000 1.80878 2.67508 14.4925 18.9764
30000 1.92863 2.55034 15.8778 20.3567
31000 1.76486 2.52597 16.2365 20.5273
32000 1.74093 2.68871 16.6042 21.0339
33000 1.82382 2.64092 14.0715 18.5362
34000 1.76605 2.84256 15.0916 19.7002
35000 2.14703 3.0411 13.4829 18.671
36000 1.93511 3.0908 14.1749 19.2008
37000 2.00832 3.37875 14.5451 19.9322
38000 1.79041 3.29661 15.227 20.314
39000 1.84875 4.00984 14.6296 20.4882
40000 2.01713 3.92434 14.0592 20.0007
41000 2.07694 4.35965 15.3976 21.8342
42000 2.06306 3.9565 15.953 21.9725
43000 2.13989 3.79551 14.9891 20.9245
44000 2.17297 3.99674 14.9548 21.1245
45000 2.4317 4.69239 16.1159 23.24
46000 2.92746 4.68205 16.1466 23.7562
47000 2.58422 4.87006 17.7478 25.2021
48000 2.73922 4.70118 16.7891 24.2295
49000 3.58772 4.15676 18.1193 25.8638
50000 3.73437 4.23668 17.7978 25.7689
51000 3.93292 5.03044 19.2004 28.1637
52000 4.27956 4.93832 19.627 28.8449
53000 3.99821 5.27701 19.0955 28.3707
54000 4.30896 5.40863 17.544 27.2616
55000 4.56335 5.62787 19.3484 29.5396
56000 4.43467 5.46706 19.3475 29.2493
57000 4.43683 5.4346 20.4615 30.333
58000 4.43159 5.26812 21.8528 31.5525
59000 4.71205 5.38473 21.5813 31.6781
60000 4.67792 5.00833 21.4574 31.1436
61000 4.87496 5.21378 21.2765 31.3653
62000 4.80762 5.48975 21.3709 31.6683
63000 5.04847 6.10003 22.4057 33.5543
64000 4.65157 6.04363 23.1535 33.8487
65000 4.89829 5.98481 22.0854 32.9685
66000 4.69285 5.82302 21.0927 31.6086
67000 4.37316 5.48 23.1069 32.9601
68000 5.13535 6.2111 23.7209 35.0673
69000 5.05312 5.87326 24.2798 35.2062
70000 4.64877 5.83681 26.3324 36.818
71000 5.32889 6.25214 26.9716 38.5526
72000 5.62526 6.01571 28.1237 39.7647
73000 5.69577 6.21032 29.7084 41.6145
74000 5.66825 6.61194 30.6758 42.956
75000 6.24593 6.34782 30.8002 43.3939
76000 5.95571 6.1518 30.8592 42.9667
77000 6.03024 6.30491 31.083 43.4182
78000 6.13824 6.33206 29.6599 42.1302
79000 5.92123 6.06203 32.6006 44.5838
80000 5.84834 5.76062 32.4014 44.0104
81000 6.12447 5.97963 32.8304 44.9345
82000 6.26707 6.10892 32.8022 45.1782
83000 6.07409 6.11772 33.4292 45.621
84000 6.05215 6.06203 34.3143 46.4285
85000 6.11213 6.10975 36.2137 48.4356
86000 6.28125 6.08261 37.322 49.6858
87000 6.13771 5.99856 36.1846 48.3209
88000 5.87389 6.15726 35.3341 47.3652
89000 6.08273 5.98951 35.5364 47.6087
90000 5.80266 5.77595 36.6691 48.2477
91000 6.08104 6.26805 37.3305 49.6796
92000 5.9502 5.67246 39.1798 50.8025
93000 5.72183 6.01417 38.9918 50.7278
94000 5.93216 6.15046 37.0716 49.1542
95000 5.96202 5.96539 38.7621 50.6895
96000 5.71653 6.30002 39.2163 51.2328
97000 5.95626 6.11715 36.8266 48.9001
98000 6.32391 6.22553 36.4958 49.0453
99000 6.11472 6.00698 35.2765 47.3982
100000 6.93511 6.48212 35.9149 49.3321
101000 7.44951 5.94783 39.1641 52.5614
102000 6.98438 6.64718 40.4871 54.1187
103000 7.01533 6.31486 40.0376 53.3678
104000 6.83867 6.14026 44.1919 57.1708
105000 6.89819 6.37019 44.9174 58.1858
106000 7.32847 6.42981 45.1976 58.9559
107000 7.10076 6.42552 48.3211 61.8474
108000 7.13002 6.17053 46.2075 59.5081
109000 7.29124 6.49159 47.0716 60.8545
110000 7.07142 6.26514 47.9672 61.3038
111000 7.00592 6.4654 49.2287 62.7
112000 7.13857 6.6515 49.6541 63.4441
113000 7.12825 6.57637 52.6761 66.3807
114000 7.03777 6.5476 50.8221 64.4075
115000 7.26139 7.02067 51.3738 65.6558
116000 7.12514 6.54445 53.0454 66.715
117000 7.62068 7.02974 53.1158 67.7662
118000 7.56386 6.72092 54.9129 69.1977
119000 7.24179 6.91329 54.002 68.1571
120000 7.50247 6.65344 53.421 67.5769
121000 7.55264 6.54952 54.3715 68.4736
122000 7.48309 6.94577 54.3453 68.7742
123000 7.29343 6.53856 55.7395 69.5715
124000 6.9184 6.36121 56.3873 69.6669
125000 7.15039 6.31798 60.2214 73.6898
126000 7.48841 6.48193 55.8332 69.8036
127000 7.38079 6.6626 53.4022 67.4456
128000 7.50066 6.95432 55.3517 69.8067
129000 7.88476 7.31408 55.8896 71.0885
130000 7.69455 7.78916 56.8973 72.381
131000 8.25481 7.55661 56.3993 72.2107
132000 8.15864 7.70655 60.4474 76.3126
133000 8.45798 7.45914 61.7899 77.7071
134000 8.31191 7.897 59.0691 75.278
135000 8.49063 7.81006 58.4818 74.7824
136000 8.13914 7.49634 56.3223 71.9578
137000 8.12541 7.62694 56.3055 72.0578
138000 8.03872 7.4447 61.0765 76.56
139000 7.86386 7.31248 60.3253 75.5016
140000 7.51365 7.5779 58.4025 73.494
141000 8.20297 7.47259 59.1627 74.8383
142000 8.40505 7.13325 57.0208 72.5591
143000 9.05482 7.47249 58.2254 74.7527
144000 9.13801 7.33507 55.4069 71.88
145000 9.36255 7.56211 55.1404 72.065
146000 9.54106 8.05054 55.1996 72.7912
147000 9.92855 8.32409 55.6347 73.8873
148000 9.72603 8.15287 55.473 73.3519
149000 9.10843 8.61738 54.521 72.2468
150000 9.08933 8.57717 55.6265 73.293
151000 9.68726 8.66195 54.0597 72.4089
152000 9.80902 8.49289 52.4063 70.7082
153000 9.86462 9.09571 52.6552 71.6155
154000 10.0358 9.57013 54.2858 73.8917
155000 10.5117 9.11509 52.7453 72.372
156000 10.6407 9.21643 54.3163 74.1735
157000 11.0049 8.90708 54.5675 74.4795
158000 10.875 9.51975 56.068 76.4627
159000 10.871 9.40148 55.0599 75.3324
160000 10.5491 9.028 57.0269 76.604
161000 10.8577 8.80553 57.381 77.0442
162000 10.6803 9.15413 56.8843 76.7188
163000 10.9451 8.6165 56.3294 75.8909
164000 11.1148 8.74573 57.5901 77.4507
165000 10.4945 8.91984 58.8154 78.2297
166000 11.021 9.35344 59.6579 80.0323
167000 11.3124 9.37463 62.0686 82.7556
168000 10.9002 9.24354 63.7415 83.8853
169000 10.8244 9.02578 66.1046 85.9547
170000 11.1676 9.39453 66.2902 86.8524
171000 11.1995 8.92841 66.0804 86.2083
172000 11.4784 9.27231 69.4457 90.1965
173000 10.9603 9.65009 69.8075 90.418
174000 11.8733 9.63316 69.2419 90.7483
175000 11.1457 9.55266 69.2151 89.9136
176000 10.9532 9.17924 74.2962 94.4286
177000 11.2773 9.44487 71.7786 92.5007
178000 11.3446 8.76286 72.5065 92.6139
179000 12.252 9.66368 73.1817 95.0974
180000 11.8054 10.0679 71.5602 93.4335
181000 12.656 10.5512 71.8824 95.0896
182000 12.6312 12.0646 74.3369 99.0327
183000 12.4413 11.668 73.3763 97.4856
184000 12.7115 12.0291 71.6164 96.357
185000 12.62 11.9131 72.1089 96.642
186000 12.496 11.8085 72.3551 96.6596
187000 12.117 12.0446 70.9484 95.1099
188000 12.4746 12.0521 69.4349 93.9617
189000 13.0392 11.9008 71.0803 96.0203
190000 13.1202 12.1216 69.9729 95.2146
191000 13.4715 12.4163 71.0844 96.9722
192000 12.6428 11.4414 70.5625 94.6467
193000 13.6864 11.9043 71.6938 97.2845
194000 12.9998 11.9623 72.4643 97.4264
195000 12.6811 12.2968 71.6974 96.6753
196000 12.7029 12.6888 68.6906 94.0823
197000 12.6313 12.3741 68.8107 93.8162
198000 12.9659 11.8855 72.5198 97.3712
199000 13.304 12.2796 72.3814 97.965
200000 13.1649 12.3358 71.3131 96.8137
201000 13.1203 12.2914 71.2001 96.6118
202000 13.5107 12.3585 71.6759 97.545
203000 12.5862 12.4004 72.055 97.0415
204000 13.1323 12.7939 72.3263 98.2524
205000 13.3729 12.8257 75.1238 101.322
206000 13.6394 12.0555 73.5932 99.288
207000 13.6988 12.2585 72.1577 98.115
208000 13.5778 12.0737 72.272 97.9235
209000 14.2172 12.4087 75.8587 102.485
210000 13.9178 12.2185 75.2451 101.381
211000 14.37 11.7053 72.1566 98.2319
212000 14.4432 12.1923 75.2727 101.908
213000 14.1746 12.5348 71.9099 98.6193
214000 14.8799 13.3452 71.669 99.8942
215000 13.8006 13.296 69.9601 97.0566
216000 13.7725 13.5383 70.2206 97.5313
217000 13.9105 13.0222 70.4814 97.4141
218000 13.9061 13.3352 74.537 101.778
219000 13.8007 13.265 72.7605 99.8263
220000 13.536 13.1163 74.1916 100.844
221000 13.8088 13.6966 77.7063 105.212
222000 13.5182 12.8446 80.1116 106.474
223000 13.7597 13.2384 81.4569 108.455
224000 13.3398 13.6576 87.1464 114.144
225000 14.1744 13.7269 88.295 116.196
226000 13.481 13.1806 93.0759 119.738
227000 13.7881 13.3466 94.5955 121.73
228000 13.5654 13.4207 91.3855 118.372
229000 13.6816 13.6374 92.4175 119.736
230000 13.7847 13.3602 93.9033 121.048
231000 14.248 14.2088 91.8667 120.323
232000 14.0344 14.3462 96.3656 124.746
233000 14.0962 15.1165 97.9652 127.178
234000 14.5194 15.2501 97.1596 126.929
235000 14.611 14.3732 96.7968 125.781
236000 14.5932 15.4885 94.3854 124.467
237000 14.2095 15.5023 96.1065 125.818
238000 14.3546 15.0606 94.655 124.07
239000 13.8515 15.1227 95.0115 123.986
240000 14.4906 14.8518 94.3037 123.646
241000 14.9483 14.6921 93.1956 122.836
242000 14.214 14.9284 93.9221 123.065
243000 14.1193 15.4047 93.8074 123.331
244000 14.2038 16.3969 94.1425 124.743
245000 14.8315 16.5324 95.849 127.213
246000 14.6976 16.1247 94.2228 125.045
247000 15.0613 16.1885 93.2506 124.5
248000 15.0588 16.425 92.1397 123.623
249000 14.5952 15.8923 90.0054 120.493
250000 14.9787 16.9205 93.3587 125.258
251000 15.2357 15.9716 91.5208 122.728
252000 15.2739 16.1183 92.9469 124.339
253000 16.0311 16.6279 94.7371 127.396
254000 15.969 16.9748 93.6487 126.592
255000 16.2298 16.1026 93.6732 126.006
256000 15.8702 16.6176 94.2636 126.751
257000 16.743 15.978 93.2012 125.922
258000 16.6714 16.2178 90.9992 123.888
259000 17.7209 16.0271 90.6263 124.374
260000 18.6007 16.1406 91.4605 126.202
261000 18.0703 16.4347 90.0489 124.554
262000 18.7469 16.5094 89.7426 124.999
263000 18.8073 17.1349 90.7203 126.663
264000 19.0023 16.5226 89.6914 125.216
265000 18.2366 17.15 86.7942 122.181
266000 18.5333 16.772 90.5844 125.89
267000 18.3914 16.1754 91.8381 126.405
268000 18.9724 15.7212 92.2015 126.895
269000 18.7048 15.1467 94.0733 127.925
270000 18.7588 15.3968 94.1976 128.353
271000 17.9963 16.2928 96.1479 130.437
272000 18.5654 15.7024 99.95 134.218
273000 18.7059 16.7176 103.72 139.144
274000 20.1659 17.3876 105.571 143.125
275000 20.5623 17.0749 105.311 142.948
276000 19.8882 17.4745 106.227 143.59
277000 19.0122 17.606 109.267 145.886
278000 20.5605 18.4665 109.132 148.159
279000 20.9238 19.3405 110.15 150.414
280000 21.2029 18.753 106.375 146.331
281000 20.7283 18.902 105.479 145.109
282000 20.5311 19.2984 106.3 146.13
283000 20.4581 20.0183 109.269 149.745
284000 21.2642 19.9516 111.865 153.081
285000 20.8637 19.6749 110.699 151.238
286000 21.4262 19.6331 111.401 152.461
287000 20.7151 19.9188 114.722 155.356
